"","GSM1647628","GSM1647629","GSM1647630","GSM1647631","GSM1647632","GSM1647633","GSM1647634","GSM1647635","GSM1647636","GSM1647637","GSM1647638","GSM1647639","GSM1647640","GSM1647641","GSM1647642","GSM1647643","GSM1647644","GSM1647645","GSM1647646","GSM1647647","GSM1647648","GSM1647649","GSM1647650","GSM1647651","GSM1647652","GSM1647653","GSM1647654","GSM1647655","GSM1647656","GSM1647657","GSM1647658","GSM1647659","GSM1647660","GSM1647661","GSM1647662","GSM1647663","GSM1647664","GSM1647665","GSM1647666","GSM1647667","GSM1647668","GSM1647669","GSM1647670","GSM1647671","GSM1647672","GSM1647673","GSM1647674","GSM1647675","GSM1647676","GSM1647677","GSM1647678","GSM1647679","GSM1647680","GSM1647681","GSM1647682","GSM1647683","GSM1647684","GSM1647685","GSM1647686","GSM1647687","GSM1647688","GSM1647689","GSM1647690","GSM1647691","GSM1647692","GSM1647693","GSM1647694","GSM1647695","GSM1647696","GSM1647697","GSM1647698","GSM1647699","GSM1647700","GSM1647701","GSM1647702","GSM1647703","GSM1647704","GSM1647705","GSM1647706","GSM1647707","GSM1647708","GSM1647709","GSM1647710","GSM1647711","GSM1647712","GSM1647713","GSM1647714","GSM1647715","GSM1647716","GSM1647717","GSM1647718","GSM1647719","GSM1647720","GSM1647721","GSM1647722","GSM1647723","GSM1647724","GSM1647725","GSM1647726","GSM1647727","GSM1647728","GSM1647729","GSM1647730","GSM1647731","GSM1647732","genes"
"FER",5.992652104,6.426224066,6.297628084,6.186819573,6.144227901,5.972025348,6.316314532,6.371942291,5.888406746,6.21970039,5.977981447,6.004731808,6.085821567,6.49298319,6.404875571,6.150885169,6.368948461,5.950379882,6.235037007,5.957830171,6.050587498,6.228654759,5.703789939,6.058997128,5.943815009,6.118304051,5.576780323,5.852516452,6.205028385,6.038389208,6.066481284,6.108957433,6.531407814,6.056409066,6.121883078,6.047574723,6.221986128,6.126256997,6.15518437,5.747648284,6.029192179,6.373712317,6.848624807,5.963668498,5.828612011,6.218269746,6.021857712,6.615452948,6.048972157,6.0803529,6.066127601,5.999592299,6.076972921,6.30841816,6.067485564,5.866907981,6.470964786,6.042646772,6.173771737,6.14287205,5.828995696,6.398716315,6.588470693,6.360103019,6.442247367,6.233152152,6.340522716,6.183779836,6.255611673,6.156983982,5.56459755,6.276320435,5.993767468,5.864012778,6.023517702,5.965482367,6.145594703,6.055419062,6.350443826,6.071923574,6.064238191,6.473058505,5.945410478,6.302987153,6.253356757,6.17748959,6.722284274,6.170762478,6.149921688,5.87855169,6.076546339,6.647841551,6.302675563,6.297220407,5.709344885,5.982782594,5.667110819,5.840508695,6.081902525,5.871209151,6.302131458,5.934345387,5.902075478,6.396548011,6.084930965,"FER"
"NUDT11",6.116047325,5.95655393,6.280880588,6.074169893,6.083897152,6.069016995,6.390070989,6.216091699,6.328668021,6.010020695,5.901751032,6.196846514,6.439315283,5.954152535,6.11890475,6.028029267,5.983934522,5.860132336,6.148324654,5.73989475,6.248732007,6.109155766,5.915968753,6.354668114,5.889970654,6.128335987,6.091322314,6.088717368,6.078824779,5.613858477,6.141396343,6.086614786,6.083005986,6.115332423,5.964260861,6.076845089,6.238762838,6.323570899,6.044294036,6.467548124,6.668741248,6.356177584,6.155657452,6.165387762,6.21956652,6.037757647,6.414101075,6.024980274,6.211551772,6.81051466,6.298767584,5.872891542,5.934436897,6.082921634,6.030493295,6.292411957,5.790195861,6.061579769,5.907035241,6.178575506,5.965452901,6.776050725,6.134437399,6.337565995,6.033544401,5.974275633,6.21746791,5.814062,6.688202701,5.837454093,6.131092511,6.38171379,5.966201616,6.015506378,6.503768734,5.725832635,5.997572321,6.524666789,6.342852827,5.992934599,6.494221428,6.40259007,5.679935847,6.183038024,5.758033396,5.99794742,6.355760042,6.142876211,6.505132628,5.978071172,5.607006877,6.145001602,6.211007927,5.924724532,5.953693757,6.159388133,6.037996715,6.053176035,6.715982129,5.814793943,6.448663294,5.736993768,6.221020867,6.277501916,6.328929869,"NUDT11"
"CHPF2",6.285086616,6.1461085,5.881531114,6.025332399,5.970898441,6.103542596,6.761363771,5.74198456,6.337126346,5.978153817,5.884464544,5.983372401,5.957267826,5.683620227,6.242530526,6.283405289,5.972672304,5.671094797,6.142858534,6.006910781,5.832761757,6.126826132,6.360393907,6.23789794,6.069348168,5.944496402,6.016846617,5.963528593,6.144146756,6.225729866,6.484474299,6.153550146,5.900258603,5.885472238,6.090485142,6.231263,5.871896441,6.136257764,6.137623603,6.036893176,5.979440987,6.345174357,6.42036557,5.776693688,6.187358694,6.042065962,6.676535524,6.160426226,5.750148306,6.125279619,6.230577711,6.015549245,6.197620618,6.282438773,6.593887651,6.017337927,5.870826546,6.035326704,6.095390657,6.39969944,5.844865927,6.12720704,6.160876934,6.082218832,6.690268485,5.82691933,6.319894125,5.742609507,6.214872876,6.294613791,6.385798684,5.940253371,5.833353376,6.165415776,5.909672528,6.562868047,6.23878659,5.731885544,6.136702299,6.53845289,6.084407709,5.902396647,6.06814519,5.837166029,6.836325358,6.473930091,6.415648743,5.982413127,5.802752773,6.349791851,5.922175772,5.944842277,6.089436789,6.825918114,5.943871606,5.99635489,6.593168868,6.024308637,6.011932245,5.696156359,5.807655456,5.779756027,5.692726263,6.58250932,6.257290339,"CHPF2"
"PRX",6.413694207,5.567747846,6.118181203,6.308518417,6.004960651,5.683967511,6.472488916,5.719610436,5.837382711,6.166285213,6.339859997,6.368660732,6.010270015,6.289818574,5.83923706,6.146927907,5.62567906,5.498913227,6.321914819,5.955039149,6.437228521,5.973791388,6.066250797,5.794191539,6.163866274,5.847892749,5.958821386,6.046357814,6.150631497,5.910832702,5.975607705,5.833794019,6.375009293,6.005353456,6.219236609,5.802582833,6.19756446,6.374898685,5.994516814,6.087116196,6.075724177,6.50074707,6.163240747,6.198498374,6.059261866,6.401403806,6.009009133,5.992259923,5.728764339,5.836834984,6.043495315,5.97143632,6.101016126,5.749002615,6.28288488,5.903215644,6.274154158,5.85550085,5.814286383,5.700161045,5.726351503,5.955156376,6.04672744,6.384981189,6.112664488,6.096796257,6.235836405,6.131747163,6.012269334,6.316042597,5.773961667,6.197340795,5.799667541,5.792376759,6.004506373,6.362515949,6.281216526,6.023220528,6.300911994,5.935037612,5.962702968,6.409570673,6.228704314,5.953645036,6.438427215,6.066684498,5.990530476,6.000910391,5.470342491,6.122359252,6.618536977,6.297127857,6.020449347,6.340063093,5.769189707,5.864038618,6.031320292,5.982201537,5.934323397,6.396237819,5.788662426,5.803244746,6.461761052,5.836018085,5.998991586,"PRX"
"TAS2R13",6.5853188,5.825240449,6.256530547,5.11373577,6.858000267,7.05127441,6.538145503,5.649298491,6.376155856,5.464430722,5.633716101,6.829771289,5.16506809,5.897994939,7.758070459,6.558099231,6.188175585,6.034055255,5.432538407,5.17288423,6.240374914,5.436887519,6.433200535,5.167362186,6.9029788,5.525642934,5.042396324,5.172501529,6.09094774,6.024685605,7.654495206,6.645893992,5.305293789,5.073922789,5.503489307,6.049251677,6.01905924,5.535384165,6.05750036,5.414707244,5.932915078,6.171564513,6.742148127,5.39525357,6.077811403,6.330343344,5.953908269,7.539853282,6.828463711,5.330481667,5.856925086,5.573739373,6.43479163,6.139078198,6.136722116,5.35752555,6.027468324,6.450920475,5.956078804,5.151196333,6.390497602,5.280321687,6.054117119,5.850978289,6.50375003,6.425887676,6.606354198,6.112908866,5.918072455,4.780777137,5.058878748,5.81610102,6.935185612,6.235430744,6.084568198,5.867094008,4.659190474,5.864341145,6.67787532,6.686667004,6.463300525,5.425374743,6.411958539,5.037359102,5.891138464,6.500131693,5.995445068,6.212662703,6.124646288,6.574769777,6.433632742,7.155195029,5.884787013,5.605273951,5.981255549,6.281913235,6.099598173,5.40489304,5.688230976,5.46650637,6.749113705,6.143896261,5.807799416,5.166408614,6.692722872,"TAS2R13"
"GNAI3",5.811722441,6.401688953,6.747239637,6.025132191,6.490656517,5.963147812,6.466536514,6.199068636,5.993995323,5.879328159,5.935019341,6.100250712,6.067543201,6.415062567,6.220462686,5.924777818,5.842359794,6.309569973,5.611137896,5.621606938,5.795644214,5.867980624,5.461904127,6.151373107,5.769675226,5.657090198,6.065738076,5.408185866,5.889794639,5.847737113,5.751662477,5.947453677,6.057080366,5.50202692,6.006443227,5.886563608,6.060280427,6.058539254,5.686677363,5.760079458,5.896025301,6.451266425,5.912451316,5.805988652,5.75305948,5.827992186,5.815499457,6.253697686,6.386015282,6.209473421,6.348065357,5.635930171,5.664972736,5.917979334,5.922551949,5.875635289,6.142046338,6.054375085,5.931665682,6.278792809,6.168636126,5.650964602,6.342836771,5.962840146,6.550663619,6.022747629,6.204630211,5.861310137,6.169396034,5.484819223,5.718430688,5.998588371,5.64050154,5.997546556,6.008497573,5.746471313,5.564695445,6.333057431,5.401087771,5.991666048,6.503728616,5.71376422,5.771996231,6.181479799,6.510916857,6.164691547,6.046188779,6.246179123,6.821714734,5.837244579,6.089775034,5.668589322,6.192186589,6.100887375,6.354641001,6.234529163,5.553349631,5.974298879,5.656513957,5.670291237,6.401006294,6.551043485,5.554042556,5.868844989,6.265270038,"GNAI3"
"CNTD2",5.422061843,6.23907675,6.331598495,5.525434071,6.072708077,5.839653013,5.818639608,6.068100891,5.711670274,5.943149771,5.690849748,5.967723825,5.938594556,5.932085928,5.466995278,5.691753745,5.879959273,6.125303117,6.006440679,6.551422174,5.715706671,6.20774715,6.031941915,6.024460643,6.137794463,6.195946204,6.020165427,5.933689228,5.903733168,5.907745036,6.220934089,6.085660905,5.52969782,6.211411812,5.97592737,5.697336046,6.153072918,6.032873491,5.821196545,5.702856725,5.775184327,6.075260705,6.350705902,6.049036424,5.939251871,6.301594589,5.765466301,5.928629683,6.35280646,5.721435077,5.559916701,5.887475631,5.50399115,5.797074688,6.56877866,6.069671752,5.899035196,6.217269206,6.088943791,5.554108222,6.040803578,5.885850635,6.132300571,6.395931035,5.871026981,5.590967921,6.320436911,6.080916492,5.95470316,5.808672704,6.619223203,6.295650737,5.757959886,5.716015948,6.521970245,5.784863788,6.013100468,6.357904526,6.524810424,5.690277646,5.682422787,5.694965633,6.058296718,5.960326072,6.344381189,6.154665308,5.803618739,5.503262348,6.308211695,6.404285657,6.012656661,6.1070064,5.76769258,5.756046666,5.746347976,6.309432363,5.965730841,6.494367444,5.530530898,5.855250635,6.395020147,5.904255763,5.597740089,6.11881614,6.097520737,"CNTD2"
"R3HDM4",5.890832834,5.941018964,6.154101876,5.928889451,5.843322368,6.036600728,6.078356839,5.927924416,5.709171897,6.075776696,6.002736246,5.768024152,6.005665772,5.995137642,5.910043174,5.851565846,5.744830129,6.109477609,5.921848661,5.915714818,5.761589203,5.895068597,5.829047147,6.00338208,6.170618899,6.08738079,6.133757254,5.798787675,5.899623598,6.043724311,5.884432578,5.982181259,5.737040583,6.04236908,6.113397966,5.890794685,5.901738598,5.904825287,5.90877263,5.935944279,6.108667051,6.01074547,5.826777616,6.07992613,5.919936829,6.197676853,6.204876307,5.835718929,6.105585877,5.696744612,5.912166831,5.82490305,5.955842803,5.918750753,6.142651428,6.176066931,5.945336826,6.340332061,5.892253938,5.715533582,5.996267078,5.883206666,6.171699617,5.989694991,5.924468947,5.862980294,6.285231347,5.576490617,6.091242202,5.941472821,5.914647032,5.825156168,5.917260904,6.064098869,6.344518626,5.88154877,5.886090353,6.032537582,5.985055816,5.85014261,5.919825384,6.145736812,6.270367271,6.070953685,6.200214341,5.87522469,6.02593626,6.123659833,5.912909929,5.855306589,6.175634527,6.05027709,6.152953894,5.907268314,5.836123053,5.874004337,5.705778015,5.828042641,5.62929776,5.820547627,6.197503188,5.908561423,6.269938054,5.771334727,5.989104019,"R3HDM4"
"TRADD",5.716281621,6.115302791,6.449962934,5.800852407,5.953949909,5.909277128,5.946091421,5.945533528,5.984279745,5.769310322,5.79545878,5.636547919,6.000349486,6.027703136,6.099209579,6.071435076,6.042991835,5.772078956,5.95314522,5.778283889,5.955212565,5.86301781,5.949907435,5.812296489,5.869856867,5.577709254,5.974798458,5.72493628,6.115332917,5.86281041,5.981406693,5.97223244,6.204013847,5.619440017,5.931251664,6.009479268,5.974579754,5.994577798,5.862427395,6.074424724,5.984539789,6.369696413,5.729352271,5.628878601,5.900849051,5.681234055,5.856997689,6.247575955,6.048442811,6.269853006,6.027939101,5.918441668,5.741023913,6.025638976,5.583344826,5.858462282,5.630821272,6.072467517,6.206874564,6.136712569,6.235044902,6.128396331,5.548161786,5.864865996,5.898981371,5.91275672,5.8340188,6.140490303,6.216156522,6.399285809,6.098040737,6.212124868,5.897541138,6.121085753,5.964326464,6.132553734,5.942554281,5.835225965,5.760494423,5.90980911,6.092352615,5.783570325,6.097735107,5.571865449,5.495213066,6.147038267,6.043997112,6.258840731,6.141986206,6.186667745,5.854640435,5.561773799,5.87892323,5.980016905,6.204853737,5.942302843,6.383795958,6.249405624,6.091056305,6.098568659,5.917020673,6.448938743,5.867263913,6.215301781,5.74855878,"TRADD"
"RAP2A",6.159293819,5.745057085,5.788741875,5.780161667,5.889173948,5.89472946,5.716288709,5.634667938,5.8528107,6.006175933,5.861001212,5.732291925,5.628861822,5.829578827,5.700143546,5.718074303,5.839191122,5.731532152,6.310048079,6.046783573,5.954699914,5.816043314,6.119051318,6.235308434,6.247530937,5.795013252,6.094291117,5.989580294,5.755347001,5.888225365,6.153575941,5.822609057,5.787111059,6.100106525,5.720782885,5.933679591,5.824477384,5.924746304,5.826280646,5.73018226,5.715477784,6.024693279,5.733532598,5.764105256,6.2047835,5.810353789,5.887798339,5.943951862,5.760657268,5.850478754,5.599927281,5.936172077,6.129962921,5.636507844,5.872480433,5.785590147,5.647884578,5.629517876,5.911629697,5.690797403,6.026914821,5.760772711,5.733775558,5.798513284,5.787676876,5.764325906,5.987379145,5.782665332,5.815783389,5.950135571,5.94064532,5.721593168,5.860363108,5.847942742,6.004412201,5.622487074,5.986611418,5.895393586,5.775447597,5.787782155,6.015068577,5.595732245,5.717956468,5.737818915,6.021054948,5.88084143,5.821882266,5.782282017,6.344518127,6.087343307,5.811110006,5.617925712,5.951050774,6.041094121,5.76753352,5.756654097,5.856739727,6.379905139,5.722637735,5.903893443,5.93222433,5.947936821,5.738100855,5.973797783,5.973251156,"RAP2A"
"MC3R",5.722168856,6.201498989,5.90089731,5.847171487,6.085801231,5.796418631,6.517297658,6.401110228,5.868640219,5.675842889,5.642898062,5.650373415,6.042427702,5.574885281,6.431864884,5.822883798,6.879537555,5.469914288,5.607919839,5.644903228,5.724038725,6.116835304,5.188557252,5.672018336,5.39143303,5.351600218,5.466757001,5.475720094,6.249720126,5.703028261,6.39981906,6.118284059,6.09622918,5.859571294,5.778147214,5.895088337,5.676708322,6.265029353,5.664964708,5.76786356,6.309214532,5.94641576,6.136094703,5.449979227,5.644939512,5.707411764,5.846196809,5.616918595,5.861100619,5.566484147,5.904764072,5.842582343,5.664509687,6.081243874,5.819993627,5.645999397,6.24527909,6.453676332,5.787614682,5.798008757,5.745973623,5.507629416,5.819813418,5.983961016,5.930097931,5.872124527,6.224644135,5.623902117,5.548593457,5.471363996,5.515921823,5.744371884,6.978516438,5.827206573,6.046417903,5.581861364,5.641755233,6.248289419,5.647175504,5.547694659,6.302297375,6.114752731,6.122771149,6.164773368,6.475411464,5.655138035,6.040696895,6.328418882,5.701333413,5.174726587,6.662573602,5.894264596,5.45476862,5.575254831,5.984137189,5.751243729,5.412320992,5.294827859,5.50581482,5.546776952,5.640056291,5.712747567,6.126620463,5.482902526,6.170033718,"MC3R"
"ASF1A",5.650731489,5.101839831,5.353181743,5.20137176,7.050012995,6.798830573,5.163679743,5.540397933,6.485362808,5.230266446,6.700391816,6.249402118,5.002969005,5.502754958,4.818596681,6.41666602,6.276343945,4.405353789,6.384535651,6.625900104,7.462196737,4.927815548,5.472612384,5.880821225,6.809734088,5.160694268,5.878820594,6.415998209,4.893060809,6.272128894,5.216825954,6.077062079,6.256552442,6.530157967,5.416797935,5.058682128,4.831189657,5.199870844,5.80616824,5.201499866,5.416050486,6.23402328,5.637746606,5.697297939,6.061139069,4.974498941,6.459370318,7.724036901,5.820674929,5.765887941,5.780811839,6.246774055,5.739258984,5.909191002,5.82905387,5.269224545,7.162152052,5.227399292,6.207761405,5.294818773,5.251851126,6.184026198,6.570131278,5.217628967,6.326949689,5.864359435,5.366946335,4.980690342,5.293792633,5.122995865,6.391437021,5.508260258,6.028744967,4.420770232,6.096846877,6.621188373,4.977144001,6.353569484,5.886747753,6.065030455,5.153567745,6.486887257,6.429443144,6.792205184,6.754654328,4.771226265,6.088293744,5.560201393,5.383333406,5.824297752,5.582854783,4.980684329,6.907933111,6.020124037,6.377084074,5.601951567,5.438991772,4.736623943,6.565027493,6.887796685,5.290946939,5.333358518,6.61126659,5.064583101,6.060012418,"ASF1A"
"ETFA",5.900921598,6.031432418,6.044863104,5.857483414,5.960516561,5.753308125,5.922194881,5.649793999,5.496746433,5.432414734,5.664486583,5.690941685,5.613063301,5.457357983,5.75309616,5.587885223,5.443222652,6.01510948,5.781168127,5.777218682,5.789083346,5.414379013,5.796675669,5.791067084,5.715166944,6.018159537,5.76619163,5.618794529,5.742378377,5.32694896,6.119036478,5.66560609,5.750984669,5.699619233,5.812098099,5.414177018,5.554190439,5.742074645,5.489636599,5.863334019,5.998999352,5.62083159,5.938099284,5.583705231,5.655200748,6.149030778,5.698208209,6.123978226,6.231285191,5.864883334,6.026030397,5.685682299,5.773710275,5.810016754,5.745560077,5.757771545,5.829336529,6.018807403,5.813089392,5.727984065,6.119236976,5.716097869,5.695487158,5.482287065,5.897445138,5.94409722,5.887344827,6.071041233,5.734368522,5.660177933,5.847673556,5.403346279,5.818671271,5.803021895,5.653537635,5.828425694,5.704870453,6.016591101,6.31332703,5.864278809,5.829103016,5.424270547,5.672956687,5.842633775,6.073202232,5.906829984,5.539672675,5.80604714,5.663507161,6.009806285,6.05428617,5.905152074,5.665411389,6.256042117,5.779890753,5.904925292,5.54118403,6.039158656,5.844750818,5.692882184,5.733702229,5.798154629,5.36934325,6.096203175,5.762119423,"ETFA"
"MED27",5.890260397,5.628810109,6.286172347,6.178909419,5.754338685,5.427713704,5.708368109,5.705265617,5.939525011,6.007614136,5.917308409,5.686728245,6.020277977,6.174584564,5.680862305,5.695239411,5.834098325,6.130479337,5.847426947,5.789585381,5.587885401,6.054802524,5.575075578,6.063960625,5.564004024,5.807225687,5.671299485,5.720945853,5.641781504,5.56603451,5.608302497,5.869990957,5.386632625,5.868506106,6.049392922,5.831662773,6.113257198,6.050745873,5.756588184,5.453549321,5.806817813,5.544977952,5.652049861,5.776520144,5.731579892,5.728157099,5.849772159,5.773186147,5.858091868,5.842306736,5.686120579,5.562081837,5.923986259,5.585211248,5.886008153,5.602541403,5.631340982,5.614723433,5.611685708,5.922543922,6.060594027,6.011368265,5.788209252,6.092837405,5.819808242,5.630793499,6.000370525,5.557271876,5.776751114,5.091435417,5.45945015,5.51623053,5.863176261,5.631807655,6.04237038,5.751387549,5.637350893,5.578106778,5.752357672,5.574880263,5.54934956,5.882429882,5.920078286,5.922371687,6.0692839,5.974007177,5.857753556,5.863297803,5.415383799,5.588994783,5.742551496,5.943673146,5.870394402,5.946196172,5.668835629,5.713495588,5.631441088,5.781384432,5.764550814,5.996858356,5.746829086,5.596989758,5.830310959,5.804885074,5.754955527,"MED27"
"C6orf120",5.948347909,5.857801522,5.636886364,5.422732411,6.253363254,5.722843769,5.523346665,6.097197292,5.770679434,6.034868962,5.880387524,6.090023523,5.386868828,5.596010916,5.429042561,5.697393874,5.926800287,5.254362048,5.638711965,6.094871497,5.939558205,6.019697705,6.052433961,5.573747763,6.205963936,5.888232533,5.557213096,5.312705008,5.915955936,5.894230039,5.399129442,5.94624376,5.681608087,6.169487865,6.006948029,5.646412515,5.592918608,5.977264793,6.186256122,5.834240848,4.985484788,5.541021144,5.783468578,5.697774251,5.711224753,5.767645851,6.082275447,5.695495984,5.445679871,4.819429975,5.546963193,5.815440816,6.060781039,6.272283564,6.122600056,5.649818307,6.312263084,5.907597069,6.316986855,5.506072542,5.473818209,4.894480463,5.905200909,5.484093658,5.442802587,6.074412983,6.034278228,5.638103677,5.91602271,5.61517241,5.622530409,5.86199553,6.197435176,6.105516458,5.992912532,6.045033332,5.844342169,5.387058012,5.472769712,6.535719838,5.22593594,5.903354107,5.518899788,6.21270632,5.704284838,5.603482821,6.31486625,5.76287476,4.946754637,5.546456109,6.014186905,6.148883591,6.219981309,6.340887249,5.236094278,6.040479551,5.540357818,5.450337791,5.455533691,5.632727662,5.263156663,5.381490545,5.825381983,5.506522504,5.672420527,"C6orf120"
"RPL11",5.654369288,5.710729788,5.787369182,5.625347635,6.023896049,5.756651053,5.330239637,5.759827986,5.668481273,5.745447512,6.375934249,6.456261208,6.02608253,5.702385619,5.403152242,5.737700143,5.847196981,5.561032206,6.099297153,5.383617287,5.252545289,6.544935484,5.462802141,6.36570524,5.638437547,5.930740529,5.66551272,5.666611237,5.784413791,5.504936968,5.815310177,5.839906851,5.621258309,6.136354574,6.000302353,5.53545781,6.33484772,5.881663321,5.605851267,5.539391659,5.467618615,5.555610788,6.141021312,5.866073492,5.616046629,5.828478004,5.842442326,5.59176405,5.627847841,5.969240524,5.49487186,5.659250106,5.089293865,5.844957349,5.697980794,5.354146377,5.390811826,5.558493599,5.75000837,5.328163816,5.707201003,6.442668155,5.169500245,5.885430795,5.698751718,5.407780968,6.183205866,5.455218193,6.039060135,5.487794641,6.013184573,5.917359905,5.963866545,5.166865745,5.627922179,5.459450764,5.625776828,6.0334754,6.059061508,5.811214181,5.801625924,5.650034787,5.752176719,6.060569896,5.501167849,5.760574549,5.696648841,5.743387772,5.427111584,5.511393035,5.547856265,6.406934718,5.303656879,6.057955678,5.238593449,5.631316389,5.734153197,6.296078386,5.787938904,6.00823067,5.791740828,5.316146753,5.854657457,5.616652509,5.96491179,"RPL11"
"HEY2",5.53551045,5.837762286,5.415458946,5.189643997,6.233777228,5.997910546,5.704374996,6.113413114,5.768338095,5.499860341,5.552470387,5.868066051,5.464559878,6.173264231,5.810328383,5.980841699,5.796905852,5.696772771,5.781096547,5.182909364,5.905809065,5.663444895,5.950201894,5.262946965,5.667705987,5.629320683,5.675897596,5.795137709,5.961755674,5.735498638,6.22398193,6.030122005,6.288678226,6.262094096,5.681492325,5.846565835,5.968539421,6.057869469,5.766228064,5.481864399,5.405456465,5.441915887,6.117648292,5.256219453,5.34903166,5.746301551,5.558986674,5.316470159,5.369226336,5.402158539,5.589435632,5.651571157,5.854105198,5.586801569,5.947568943,5.483171586,6.170787535,5.486388668,6.16571033,5.356251774,5.322762683,5.292651639,6.04325096,5.246403837,5.482085178,5.874008085,5.605148609,5.938085229,5.717779489,5.322585047,6.163874085,5.851448305,5.638970357,6.06053671,5.741282703,6.149649426,5.535924513,5.436378796,6.196639142,5.602580319,5.59941618,5.844253013,5.940813624,5.695652681,5.302068567,5.553445128,5.659920005,5.524237715,5.84587368,5.53621447,6.400003706,5.819179167,5.817858647,5.783487431,5.558691682,5.739743069,5.23907122,5.799138293,5.890501214,5.745374848,5.988347569,5.550034389,5.532935064,5.680528443,5.55098977,"HEY2"
"NUDT15",5.516419292,6.260161586,6.244979407,5.638677895,5.742052045,5.573062342,6.067222064,5.578850265,5.995948441,5.578112745,5.675257035,5.844204301,5.725517752,5.881084,5.955156731,5.462356259,5.66616906,5.648542888,5.422269712,5.680893406,5.804418718,5.738729844,5.542889993,5.768773261,5.430370642,5.518425896,5.445933386,5.363366548,6.152608641,5.656164711,6.124436062,5.550677556,5.642213177,5.474248923,5.912687499,5.733666468,5.87646624,5.753368336,5.79215506,5.839212256,6.065019537,6.222931447,5.601382504,5.446271094,5.461237514,5.771221934,5.468585163,5.649290323,6.067840874,5.519027008,5.8310755,5.399226558,5.807058438,5.76944847,5.603868047,5.995485188,5.715880516,5.454206443,5.586182937,5.759926613,6.161495653,5.527392216,5.857289655,5.682263352,5.887957046,6.059292213,5.86688899,5.75414879,5.965332964,5.559790152,5.342926474,5.641652968,5.320000888,6.083262725,5.538638067,5.43234411,5.950912444,5.379435114,6.12904326,5.707085617,5.573238402,5.865870429,5.506465959,5.430414846,5.440000577,5.613446543,5.929969561,5.759257366,6.045251794,5.710359723,5.917979088,5.620295642,5.65947037,5.851025274,5.742493108,5.890401377,5.435533811,6.033431514,5.532650574,5.388302438,5.82854812,5.529270873,5.732488305,5.491214382,5.276784473,"NUDT15"
"TOP2A",5.55951837,5.539126073,6.369520252,6.225983175,5.398630986,5.922701281,5.411239697,5.404894131,5.954069487,5.605980884,5.568696011,5.35958343,6.014534969,5.817349161,5.909056551,5.881536348,5.556785625,5.963174329,5.693162998,5.484468815,5.670292272,5.763895502,6.187833494,5.434611566,5.825855418,6.045876513,5.415914172,5.508856351,5.566743185,5.720451648,5.307298129,5.873057316,5.140524479,5.779900989,5.894045052,5.611323623,5.533186359,5.66164654,5.33113622,5.149138474,5.727288417,5.792699919,5.595713849,5.632196184,5.963109077,5.460145281,5.115005972,5.593536131,6.59962896,6.36899312,5.627827355,5.768567493,5.694210061,5.211506227,5.643904794,5.662924601,5.62243173,5.61865628,5.198345401,5.747152879,6.329592461,5.751497719,5.717843743,5.734061835,5.557395786,5.856807669,6.106158918,5.840213549,7.09938002,5.648349198,5.764653298,5.256048055,5.251664929,5.20223347,5.762950366,5.912767567,5.704765758,6.255041079,5.996955181,5.983606815,5.426537548,5.091659287,5.614616748,5.505934283,6.048988284,5.369953449,6.06249923,6.257608588,6.088158477,5.839516035,6.169305091,6.003403114,5.476316025,5.078825779,5.58047839,5.933353975,5.85584008,5.10584461,5.378739863,5.898923358,5.669384797,6.181137558,6.011034846,5.61172894,5.401248887,"TOP2A"
"RNF44",5.741000776,5.661767702,5.81833304,5.87669267,5.567347719,6.036920312,5.995543762,5.728030496,5.614747604,5.748880787,5.597961446,5.882113017,5.640254503,5.934584202,6.024671473,5.726525243,5.70152568,5.40263701,5.879614983,5.519882222,5.573591997,5.670335848,5.553416129,5.645651011,5.606407187,5.827997935,5.769429968,5.640357147,5.602865326,5.515693913,5.602502728,5.590238221,5.621578497,5.585280757,5.580608496,5.633415415,6.000674416,5.830823015,5.648782435,5.493713475,5.836941523,5.897296048,5.718798991,5.634284172,5.641871254,5.763917464,5.560303059,5.61029433,5.779298523,5.916293526,6.079967619,5.529058468,5.47274524,5.705878165,5.60657256,5.551691385,5.638922914,5.577030206,5.635596596,5.580948831,5.644324669,5.64311315,5.702834294,5.69925566,5.792408939,5.603553423,5.597049361,5.499022614,5.498830509,5.574711358,5.746158508,5.759819822,5.804135011,5.633677494,5.756934139,5.941105503,5.584561483,5.632382233,5.638154119,5.416883145,5.570390259,5.553558793,5.688893584,5.850006537,5.829137499,5.50154038,5.540581914,5.741574443,5.610362175,5.6704239,5.75414571,5.737995402,5.636378,5.331370793,5.806748291,5.59381811,5.785400511,5.745036939,5.873788601,5.734377953,5.942190964,5.738452605,5.873720719,5.593055058,5.661760033,"RNF44"
