"","GSM1647628","GSM1647629","GSM1647630","GSM1647631","GSM1647632","GSM1647633","GSM1647634","GSM1647635","GSM1647636","GSM1647637","GSM1647638","GSM1647639","GSM1647640","GSM1647641","GSM1647642","GSM1647643","GSM1647644","GSM1647645","GSM1647646","GSM1647647","GSM1647648","GSM1647649","GSM1647650","GSM1647651","GSM1647652","GSM1647653","GSM1647654","GSM1647655","GSM1647656","GSM1647657","GSM1647658","GSM1647659","GSM1647660","GSM1647661","GSM1647662","GSM1647663","GSM1647664","GSM1647665","GSM1647666","GSM1647667","GSM1647668","GSM1647669","GSM1647670","GSM1647671","GSM1647672","GSM1647673","GSM1647674","GSM1647675","GSM1647676","GSM1647677","GSM1647678","GSM1647679","GSM1647680","GSM1647681","GSM1647682","GSM1647683","GSM1647684","GSM1647685","GSM1647686","GSM1647687","GSM1647688","GSM1647689","GSM1647690","GSM1647691","GSM1647692","GSM1647693","GSM1647694","GSM1647695","GSM1647696","GSM1647697","GSM1647698","GSM1647699","GSM1647700","GSM1647701","GSM1647702","GSM1647703","GSM1647704","GSM1647705","GSM1647706","GSM1647707","GSM1647708","GSM1647709","GSM1647710","GSM1647711","GSM1647712","GSM1647713","GSM1647714","GSM1647715","GSM1647716","GSM1647717","GSM1647718","GSM1647719","GSM1647720","GSM1647721","GSM1647722","GSM1647723","GSM1647724","GSM1647725","GSM1647726","GSM1647727","GSM1647728","GSM1647729","GSM1647730","GSM1647731","GSM1647732","genes"
"KCNMB4",4.235951566,4.366271781,4.279101225,4.222918336,4.144307665,4.228070807,4.285290083,4.123076282,4.095058399,4.179414218,4.014029638,4.075469853,4.392140885,4.254074209,4.356275474,4.094932601,4.168123549,4.413767154,4.342873628,4.107206157,4.133057088,4.183894648,4.005822999,4.244383786,4.198815003,4.066470597,4.119366994,4.326762824,4.183972777,4.07474536,4.04910497,3.991289285,4.080192361,4.090619709,4.187871525,4.158339868,4.419614523,4.435418826,4.022237977,4.214320442,4.345709242,4.233004767,4.171958684,4.43475363,4.372261754,4.05488357,4.101675271,4.126632447,4.277936164,4.541227645,4.298846821,4.235381598,4.185273802,4.166856565,4.136837283,4.317519005,4.003017869,4.224075276,4.165550647,4.227391643,4.30208959,4.359169716,4.170117401,4.120582841,4.24801701,4.240790552,4.314647342,4.158839102,4.32012123,4.149220842,4.183749347,4.111054008,4.070376019,3.994453192,4.315834999,4.15597536,4.034601257,4.406694303,4.2765203,4.325850764,4.295700784,4.273624046,4.026451835,4.285070105,4.230942796,4.140351612,3.937791393,4.022932172,4.330409554,4.191120821,4.128908807,4.241078545,4.184890787,4.114928531,4.208185357,4.204326799,4.07565706,4.310760804,4.213927512,4.283408878,4.220457673,4.344216751,4.123186613,4.207859595,4.239036782,"KCNMB4"
"MARC2",4.221184343,4.603898861,4.434858968,4.498643123,4.20391443,4.409460274,4.154024708,4.045716224,4.299126665,3.950725408,4.347936633,4.024654708,3.978200166,4.199576962,4.41406905,4.381773262,4.368825266,4.553591641,4.355974378,4.193691714,4.018864277,3.976571136,3.892609602,4.091980538,4.020879517,3.991961672,4.000294533,4.272487012,4.167169221,4.018116769,4.000154018,3.924186073,4.24544973,3.844667319,4.326204043,3.992614057,4.269882454,4.280800541,4.06723451,4.107722046,4.463952499,4.243473152,4.008388403,4.33141386,4.286930941,4.310788558,4.106243413,4.182605316,4.1053106,4.521816594,4.390851244,4.498768236,4.491368153,3.94886579,4.108208576,4.330139881,4.036930716,4.281383487,4.038758127,4.4656958,4.293828266,4.412752613,4.137357905,4.189993843,4.047005184,4.191746523,4.272800593,3.982502509,4.349722228,4.225490759,4.236033442,4.21175284,4.143859478,4.237190108,4.06200156,4.198631124,4.228541163,4.060547482,4.395225589,4.205264285,4.02467012,4.032941035,4.548349799,4.223761589,4.033853644,4.169331852,4.150591794,3.927493583,4.183846499,4.231669071,3.792546184,3.987484882,4.420302011,4.167159083,4.194762114,4.304943386,4.280421813,4.183299192,3.95484573,4.012144427,4.102476171,4.262145601,4.210865861,4.049826873,4.070710613,"MARC2"
"TAAR3P",4.366537459,3.949633114,4.371415779,4.467576923,4.270901197,4.095155847,4.543864612,3.998139289,4.338957705,4.192956834,4.220855737,4.209907465,4.29598787,4.182477745,4.389050646,4.16922523,4.232190233,4.269519632,4.24871049,3.91676084,3.908316852,4.159475101,3.838967765,4.134519521,3.905980274,3.755337314,4.162014643,4.190093517,4.252637452,4.025992915,3.719355084,3.976148314,3.765637801,3.640254001,4.017899794,3.972713202,4.225475014,3.840962152,4.003249224,3.785928979,4.314125895,4.45237488,4.270444896,4.313745073,4.141800057,4.106174538,3.994333744,4.07521181,4.156967687,4.594245676,4.566659017,3.771590787,4.279240901,4.017781499,4.018169578,4.008920433,4.066228819,4.000760877,4.45231664,4.597006878,4.153057366,4.367410323,4.216212974,4.274158487,4.50419595,4.456865644,4.531792594,4.300385761,4.04150514,3.741740576,3.669698748,3.963433857,4.452663867,4.47447529,3.778993592,4.295752318,3.889425843,3.898099232,4.180726029,4.367804941,4.071463102,4.924457918,4.488103635,4.779131092,3.998096607,3.887233331,4.091849594,4.592515919,4.100274303,3.805196962,4.579168957,5.056177733,4.21798548,3.715919414,4.008304705,4.438418028,3.950094265,3.590967689,4.0030527,4.103718055,4.335683498,3.842931627,4.334146774,3.728459425,4.267341852,"TAAR3P"
"ZNF142",4.051809355,4.340211311,4.480094861,4.181364686,4.056566689,3.957251694,4.386403855,3.985153179,3.920126704,4.306060941,4.007446072,4.118538018,4.429504969,4.051735153,4.369398827,4.282374154,4.006661546,3.921342285,4.159851555,4.118503389,4.0634573,4.221765013,3.889599938,3.977629096,3.998738753,3.980461329,4.247393748,4.083270115,4.259730556,4.104090556,4.416597304,4.197792126,4.198707477,3.953190323,4.074727391,4.110589671,4.145098928,3.955252197,4.10597011,4.211387655,4.605842667,4.395499433,4.232678027,4.033705229,4.270907827,4.202012509,4.160130778,4.150588169,3.960012207,4.35325539,4.175292526,3.969622429,4.407632341,4.147745273,3.959520515,4.065914984,3.951096483,4.575252961,4.227855586,4.485166248,4.096092832,4.256258739,4.169413829,4.214109742,4.157367894,4.03208587,4.099718101,3.735674398,4.35771206,4.160320857,3.957261688,4.086260673,3.973668738,4.008588129,4.118394859,3.903500195,4.027333419,3.957915012,4.074823048,4.057897027,4.18062887,4.361590745,4.288320067,4.339643228,3.835525084,4.40651203,4.215934777,4.086964606,3.956472441,4.119581148,4.125425936,4.107396054,4.348464669,4.112879424,3.992052078,4.112807727,4.116562017,4.283072542,4.015096646,3.910761423,4.44775069,4.047556678,4.077301618,3.94126989,4.068408029,"ZNF142"
"NCR2",4.194099866,3.967546378,4.200985288,4.232685632,3.707854546,4.19541481,4.409712174,3.636453868,4.456995948,3.7833958,3.929381789,4.066612624,4.778602826,3.90330166,4.696371454,4.495619056,4.167219271,4.872349807,4.461049789,3.806421323,3.791644075,3.786737008,3.834019433,4.421473093,3.857858697,3.939556577,4.3427997,4.377638425,3.917209195,3.874639063,3.896628509,3.861007911,3.721846734,3.634415147,3.769785505,4.082546845,4.006858897,3.852416727,3.830614209,3.946180911,4.78577649,4.707705376,4.156871296,3.990372164,4.309979335,3.804009874,3.884848091,3.931554134,4.077729136,4.559012075,4.61593922,4.212864839,4.288774109,4.205067495,4.009254903,4.158937141,3.698632581,4.337958365,3.898285064,4.690472506,4.448996627,4.807736677,3.717648638,4.228255408,4.243793925,3.886996767,4.334118593,4.160397619,3.803083566,3.908187905,4.156874474,4.345891751,4.128882774,4.050003919,4.251874565,3.763126429,3.941795205,3.838427854,3.993665808,4.0978401,4.272292849,4.23568383,4.036298825,3.893212012,4.090311857,3.842550277,4.283976038,3.995291189,3.992303493,4.257172732,3.913612595,3.999031278,4.499425954,3.882918106,3.822900352,4.289371156,4.431555013,4.036353026,4.092962213,3.968031637,4.067463045,4.360206814,4.056342423,3.872534995,4.01817783,"NCR2"
"USE1",3.922242101,4.023496021,4.109142771,4.031860787,4.234942054,3.93867473,4.241231356,4.620852648,3.906322449,4.067775485,3.913514931,3.924308149,4.000978238,4.023095845,4.01666854,3.928814829,3.954782579,3.860124575,3.935693539,4.190822763,4.310110625,4.269011323,4.225970806,4.112236565,3.908472182,4.157797969,4.11002543,4.084064292,4.227461988,4.011459873,4.290218539,4.128363746,4.383909045,4.020854062,4.428668877,4.066971923,4.171378674,4.054016132,4.271917392,4.265373959,3.954400364,4.368009328,3.849027871,3.958708649,3.960432191,4.035332203,4.108420642,4.275096365,3.989551994,4.130064869,4.230461892,4.114353354,3.690745037,4.090143673,4.019770791,4.031804507,4.120956904,4.025462343,4.247487,3.915138483,3.995881158,4.405389015,4.146517612,4.336429006,4.110693963,4.156260933,4.290018308,4.247031796,4.336052755,3.965422589,3.756828305,4.320156058,4.064816691,4.160432234,3.999262798,4.501470326,4.113366363,3.877758399,4.061589273,3.927620184,4.439127865,4.102151012,4.042862714,3.900034662,4.146193055,4.183763895,3.711213194,4.076757866,4.26591876,4.162687141,4.190991456,4.07275386,4.322960424,3.789463337,4.064575672,3.758808555,4.049276693,4.100120744,4.151219575,3.75618004,3.912881502,4.085804221,4.033680944,3.969343165,4.111788625,"USE1"
"SLC47A1",4.051961963,4.005756434,4.21024502,4.097887455,3.97452363,4.123041869,4.029999634,3.986725508,4.138173752,4.006751961,4.025620607,4.205994959,4.196647068,4.046268813,4.392367551,4.590792416,3.996729296,4.280422625,4.403318838,3.932710565,4.076413214,3.772050192,3.841918186,3.9172802,4.023329586,3.833878985,4.18294261,4.427666086,4.046881024,3.942627989,3.951862146,4.047362483,3.876957727,3.937113754,3.928816751,4.042013764,4.189695399,3.82321268,3.783463853,4.191219065,4.039386609,4.398100794,3.978070932,4.050940331,4.108760212,4.058550948,4.218514898,4.08896981,4.431058743,4.310532384,4.070400056,3.996805486,4.222455437,4.004272419,3.981059898,4.092012989,3.869560135,4.223050817,3.994989904,4.429876305,4.094265648,4.126393859,4.174868015,4.0659598,4.268155503,4.001518078,3.990653476,4.153337818,3.936203829,3.843938433,4.144105349,4.068042356,4.376462997,4.133261656,4.177022828,4.054512922,3.930916527,4.000067091,4.184318407,3.898543774,4.333088958,4.311885828,3.786245509,4.075241653,3.988986273,4.125603479,3.890350001,4.05201837,3.862056805,4.153493262,3.632025823,4.249340202,4.029301859,4.093900086,4.19622186,4.427169194,3.727433947,3.823838063,4.056836405,4.126769249,4.262545694,4.502075832,4.055181345,4.231593035,4.276179412,"SLC47A1"
"VWA7",4.542696797,4.488290165,3.855806506,3.898911612,3.823380647,4.315721648,4.207279191,3.768247142,3.980777261,3.861846509,3.928536841,3.885497088,4.010095235,3.672858496,4.205072129,3.948527932,3.926389871,4.182495965,3.969976286,3.900536268,3.94168135,3.872151468,3.947912248,4.160264525,3.903903134,3.944450941,4.162215663,3.923787216,4.131566317,3.80692414,3.981554253,4.00276012,4.176410301,3.879948834,3.896374844,4.057229002,4.013807052,4.016149302,3.787372964,3.834296678,3.992017742,4.093507705,4.216840869,3.718948615,4.21863398,4.049445305,4.411636415,3.588132368,4.033808438,4.223014039,4.087793462,3.905349754,4.042021592,4.419627406,4.072483078,4.038937972,3.754275403,3.85685116,4.266269038,3.991739613,4.540192028,4.455564828,3.941549532,4.028360954,4.004301911,4.061739598,3.518898887,3.952693138,4.173211681,4.275093258,4.282621553,3.858532568,4.222688683,4.226251788,3.955802603,3.679988914,3.943296818,4.047218009,3.869442469,3.873859057,4.322805335,3.970856422,3.690966058,4.114956952,4.144915454,4.02540729,4.41848922,4.343176899,4.321393293,4.096378473,3.806310385,3.924673064,4.365271971,3.961212332,4.108718943,3.899983388,3.835851727,3.833093352,3.772076016,4.046889423,4.633947879,3.868246478,4.111743488,3.93430304,4.451890847,"VWA7"
"ZNF512B",4.033706683,3.90078419,3.821679721,4.016184765,3.75054348,4.136078763,4.018089566,3.894671807,3.880317073,4.00781163,3.918379006,3.76845471,4.127442977,3.790145942,4.124663079,3.928808567,3.886672525,4.075586001,3.982078561,4.093057118,3.953862879,4.027744575,3.864207185,4.030022599,4.402761335,4.11494034,4.086688207,4.288227677,3.976291144,3.868067489,3.826804116,3.973215605,3.772260044,3.87474625,3.621912121,3.853841175,3.921226473,4.010511906,3.981498117,4.138978934,3.953281735,4.223400349,3.94508054,4.14034939,4.029919753,3.893177126,4.12296953,3.688160853,4.075034418,4.062194428,4.027863476,3.963089224,4.075157951,4.007949148,3.907122662,4.129284095,4.255053905,3.85637554,3.936492589,4.179603029,3.768354568,4.119057306,3.643632197,3.8918997,3.909793014,3.950402897,3.972409351,3.764481679,4.24433889,4.610367936,4.464067787,4.028363468,3.789050903,4.170302512,3.729693559,4.124984214,3.796258687,3.828487701,4.072273451,4.085835941,4.224508362,3.759376255,4.168236336,3.906045147,3.971827684,3.874393454,4.096928081,3.901149383,4.308135889,4.85233249,3.954784308,4.130361995,3.822863821,3.905121713,3.914835664,3.664631348,4.114656017,4.112452795,3.988780061,4.073371518,4.139121639,4.021143332,4.032751727,4.321397541,3.952414835,"ZNF512B"
"FUS",3.926287219,3.871643615,4.032188955,4.222850928,3.835524867,4.153797568,4.177047882,3.800752274,4.191145033,3.901618052,3.705901734,4.061587354,4.136350395,3.793306231,4.388974293,3.925664758,4.03923192,4.114618257,4.220350015,3.782539296,3.743356175,3.558460747,3.671538833,4.102898799,3.707157199,3.891666963,3.841349447,3.890932464,3.829333519,3.956078327,3.669954303,3.823066672,3.927029407,3.616344246,4.169271641,3.881908778,4.087735282,4.024440436,3.813274158,3.946709314,4.181910191,4.187028583,4.016648275,3.86296088,4.274017232,3.852042852,3.828836098,3.976962999,4.077557913,4.59383798,4.483351494,3.779408235,4.046018595,4.013389881,3.961283411,3.931032204,3.732500395,4.051104371,3.735328959,3.861030286,3.909739096,4.390060961,3.806529571,3.901402671,3.872591561,3.999300451,3.935275341,3.721109081,3.695657475,3.920865075,3.952271223,4.141374277,3.884026193,3.801160861,3.899363501,3.79312136,3.920794807,3.979964916,3.848770058,4.136501733,4.34445985,3.984665037,3.879916866,4.041849015,4.007513275,3.718351301,3.789463135,3.90614301,3.944632841,4.015047669,3.808824627,3.838049244,3.863269707,4.033529152,3.886657356,3.837684517,3.931690805,4.045930607,4.124592027,3.858000444,4.426459906,3.716275507,4.123382553,3.789694022,4.221953043,"FUS"
"SNIP1",3.836713007,4.014272793,3.790922864,3.8069192,4.003452694,3.915500416,3.900465519,4.083569776,4.14534415,4.252058645,3.768888166,3.872443912,4.000137781,3.896982418,4.022260353,3.976629157,3.900849278,3.797489109,3.754847751,3.952767978,3.916364157,4.033595117,3.833816402,3.896493062,3.850164892,3.980463545,4.00889594,4.050424398,3.852513456,3.961616711,3.954420476,4.164988092,3.932813441,4.079511209,4.059578503,4.143318707,4.055568669,4.521909525,3.917810716,3.943245863,3.851966521,3.930872283,3.944356647,3.820283215,3.935777566,4.018520263,4.119285325,4.100887673,4.06985004,4.003539759,3.820641505,3.845648478,3.803062588,3.962858451,3.880280721,4.161534188,3.826121106,3.919611534,4.004891152,3.942846702,3.78880474,3.999627035,3.717062403,3.936527438,3.847649376,3.886847168,3.912719995,4.01297569,3.948498103,3.947733325,4.019324818,4.006086069,4.028885834,4.093661458,3.758544434,4.03136976,3.944545204,3.855373246,3.929939114,3.943751676,3.871668044,3.766503672,3.999153193,3.889648941,3.944751463,4.073323248,3.97182334,4.109675247,4.050663992,3.949227094,3.906724477,3.973565972,4.107275808,3.773563573,3.88603038,3.925790922,3.910977774,3.99276932,3.976607517,4.234848712,3.801813444,3.992627682,3.83071276,3.922883048,3.951781253,"SNIP1"
"HSPA6",3.899101603,4.139760436,3.87415432,4.150920366,3.633589987,3.898007355,3.857285072,3.914489838,3.730161523,4.01174019,3.63555855,3.845593421,4.059281098,3.893961403,3.752584642,3.701085179,3.873369332,4.027503517,3.724960362,3.802501285,3.795217564,3.728114253,3.732905957,3.761044071,3.666079176,3.902386581,3.652565175,4.088126859,4.278031248,3.85669377,3.919792959,3.898415345,3.830854852,3.807969863,3.580927097,3.822391272,3.681322463,3.576860114,3.973194958,3.713828304,3.715387256,3.809130635,3.903214467,3.81168778,3.826826625,3.826179631,4.007894774,3.670093861,4.08345134,3.866516382,3.938088003,3.910531311,3.890634967,4.041797058,4.051505574,4.007386601,3.808996971,3.731016308,3.85602814,3.7741024,3.913632528,3.836034785,3.736471936,3.944552734,3.886381722,3.770758517,4.045307986,3.950991601,4.026057089,3.619233798,3.80082492,4.040354056,3.706633463,3.690206099,3.988912411,3.947918029,3.79404927,4.052874103,3.758953266,3.961818774,3.902900784,4.03065314,3.931656656,3.767992135,3.85351435,3.817799339,3.657113797,4.235631316,3.810299775,3.65705572,3.926759094,3.734373043,3.558545829,3.772658919,3.815554681,4.087476911,3.864942143,4.008336561,3.595757791,3.720487182,4.084411192,4.181715069,3.608258181,3.635127937,3.856850322,"HSPA6"
"PIGV",3.771464595,3.811139637,3.930643739,3.845703072,3.923052118,3.868777648,3.923368075,3.772144766,3.71397705,3.701229149,3.758963537,3.901752171,3.861696699,3.845626059,3.87155123,3.760816331,3.791362268,3.756613773,3.740719126,3.986390966,3.707246914,3.828047318,3.727504271,4.169865131,3.682295005,3.75143651,3.827898109,3.83263217,3.725407978,3.69286661,3.835375454,3.933879061,3.992449642,3.948597734,4.171407721,3.840936216,3.849504292,4.155916091,3.910284768,3.794995047,3.916284683,3.856792061,3.763169513,3.780154138,4.007018959,3.789696526,3.84051699,3.994959741,3.846307932,3.921647218,4.192560039,3.754862339,3.842094983,3.756515147,3.792061442,3.814318556,3.592299177,3.754413659,3.820895886,3.77889403,3.922444428,4.056786839,3.883844249,4.168374746,3.908078744,3.939092769,3.864551209,3.939334296,3.846546305,3.671966905,3.832796746,3.684321857,3.856407662,3.858126094,3.920064012,3.72662949,3.705470084,4.010925597,3.751369405,3.934761698,3.921298486,3.923148584,3.957884393,3.715769867,3.943262257,3.773966742,3.852934802,3.89713019,3.850277591,3.739042175,3.925291952,3.945519152,3.613872513,3.680721321,3.863051786,3.943130643,3.817321568,3.821915507,3.82648024,3.922729066,3.648141273,3.965797881,3.8444464,3.678926591,3.810602337,"PIGV"
"PSMD5",3.815227232,3.912453177,3.776030243,3.838139204,3.848128296,3.77501441,3.822337004,3.827892956,3.968646839,4.048717896,3.76316162,3.872819056,3.874786921,3.871288001,3.816640033,4.130967021,3.847947372,3.650056138,3.769069471,3.915664808,3.728272782,3.869381267,3.918319804,3.848035745,3.720818535,3.924019483,3.679018225,3.754048875,3.749017533,3.782280934,3.849936765,3.724204985,3.634376508,3.728284588,4.098966168,4.011964497,3.873990101,3.796626452,4.025310687,3.758207084,3.809809817,3.950876495,3.784122597,4.07085023,3.887974719,3.71218618,3.920269135,3.785581464,3.841472721,3.975848138,3.778198502,3.849359567,3.85189227,3.92235637,3.890349173,3.776238547,3.758276976,4.008802816,3.801934812,3.885760518,3.910537508,3.79016696,3.867668581,3.924289833,3.774058763,3.727458281,3.801033058,4.196053353,3.817630383,3.784555691,3.772750049,3.767279003,3.758704781,3.806368548,3.971179633,3.685564992,3.68108454,3.778167115,3.803805144,3.791363985,3.886524938,3.728469798,3.684674536,3.848162074,3.932064943,3.886843821,3.758021469,3.852741539,3.851579326,4.071583657,3.812519492,3.807652553,3.842444493,3.849136284,3.809819339,3.799897895,3.852838212,4.025253464,3.810831491,3.851175262,3.790960176,3.873980297,3.81764466,3.832156662,3.898541244,"PSMD5"
"C5orf30",3.606134341,3.914305034,4.057813218,3.928052992,3.767875442,4.102688876,3.873191053,3.802200821,3.762328625,3.783797362,3.833252998,3.727779505,3.784026473,3.820988142,3.859924989,3.889252615,3.69188174,3.817030339,3.772239223,3.867388666,3.693845693,3.840436458,3.76237502,3.759503489,3.750357009,3.953095312,3.909702148,3.732434714,3.828540308,3.756875531,3.774053769,3.762252316,3.695039587,3.554576861,3.883744092,3.82528338,3.843782819,3.665975462,3.787950753,3.735070722,3.753414726,3.979882964,3.980395618,3.666056188,3.929301764,3.813233498,3.752714428,3.791139324,3.905575528,3.846066995,3.834971273,3.901193362,3.74344867,3.78522795,3.849330984,3.663381313,3.778630709,3.936517199,3.675019037,3.730614459,3.713202936,3.931995265,3.619506206,3.921783875,3.747298394,3.712777142,3.836027848,3.656536278,3.683176175,3.840367499,3.981366289,3.861373032,3.665020704,3.654500224,3.829306875,3.858066051,3.945115447,3.708068306,3.708897997,3.819690887,3.696689234,3.84958053,3.684300286,3.69208039,3.800897924,3.865448445,3.533477056,3.778576358,3.805148435,4.054845853,3.743513104,3.645307587,3.690130729,3.815444513,3.813696688,3.844513015,3.815142742,3.80080912,3.644170804,3.732722978,3.711993176,4.049268077,3.807618394,3.757943791,3.706210822,"C5orf30"
"SRM",3.994046622,3.651691304,3.833389008,3.951851582,3.674427682,3.95008049,3.633020615,3.773423096,3.721005739,3.888154431,3.682199634,4.156907176,4.157222521,3.670330719,3.595367912,3.654352275,3.807796785,3.712892513,3.838345832,3.799074603,3.632779485,3.659718156,3.520727029,3.69577255,3.610667268,3.585504454,3.586697859,3.62007776,3.653549737,3.478708648,3.755444948,3.486339259,3.676136357,4.206221061,3.646018967,3.693666881,3.785898171,3.704189116,3.815154127,3.608136491,3.784364231,3.501826467,3.698022896,3.736010115,3.778370016,3.730435926,3.916084868,3.660242681,3.74293892,3.717175149,3.64225034,3.659091065,3.767294388,3.693277626,3.808929103,3.686407497,3.60019563,3.762937687,3.718790619,3.730229757,3.80464529,3.861190598,4.128596189,3.66782658,3.658607332,3.90982712,3.722267101,3.610141696,3.564077478,3.501168424,3.727256733,3.843822293,3.586903848,3.68614374,4.00137776,3.60477902,3.624516135,3.61810971,3.617407703,3.590356553,3.864273188,3.692794824,3.67992772,4.073347582,3.747031795,3.799975826,3.707811138,3.819051365,3.529128914,3.599037805,3.521503601,3.904567246,3.746010252,3.821757562,3.988516946,3.565785885,3.926850033,3.611841913,3.698397031,3.817989673,3.949177146,3.565694363,3.477471933,3.756603398,3.803381724,"SRM"
