gene_symbol,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
EDIL3,4.890767688,5.107712974,3.848698046,5.253516608,4.480678739,5.05205935,4.818313744,4.596255366,2.69454371,4.073940167,1.053041807,4.808173934,4.795564366,5.376637678,2.85660331,4.939668535
RNF185-AS1,2.291182121,5.811586626,4.675257033,2.70378068,1.329290107,3.452687676,4.642464761,3.09134102,2.760282699,3.914794112,5.32035831,3.588564737,5.113787998,5.747183281,5.449964085,4.362020949
HHLA1,6.005732326,4.702646463,6.178879932,4.089650683,5.153318952,5.916944728,5.260556404,6.252707057,3.864532845,3.678916987,4.783975177,6.411114351,6.01452937,6.365626055,5.374333555,4.389126227
CYP3A7-CYP3A51P,4.672855258,2.818684936,3.160639493,1.830129549,1.422609775,2.95117186,4.965461085,2.63314055,2.116511148,2.012329098,2.793508893,4.843134655,2.993464236,2.397003372,4.695676519,1.971534357
LINC00563,5.472923114,6.069940563,6.276206311,2.8512993,5.653386823,5.933088669,6.598478358,5.792019784,5.469400873,5.608099546,5.924603505,5.728464765,5.942345595,6.422081591,6.084000465,5.896528585
ERVK3-2,3.579156006,4.688482521,4.930893424,1.68112988,4.85938321,7.0105337,4.66665435,5.471395589,5.05754125,4.482164196,2.418589367,4.26189934,4.438731982,5.087063923,5.260274115,5.073520355
COL4A3BP,8.57500972,9.017501617,9.132576843,8.882823375,9.127687442,8.706972521,9.182682367,9.179904115,9.267266578,8.373269741,8.876667347,8.878829543,8.056616041,8.914764817,9.275456422,8.863960125
KCNK7,3.444216486,3.492340324,4.010914078,3.819903164,3.342170696,3.025544457,3.528008633,5.249684253,2.552962294,5.680349677,3.408345028,3.808230578,4.711098386,3.309895027,3.090043804,4.401944418
CDH11,1.684100577,4.896669044,4.847751427,2.636828758,4.488778485,6.224987581,1.639695233,3.693185842,3.949880391,0.525247043,0.154453593,2.096207869,1.996884023,1.599865247,0.63840753,2.864887384
UST,1.10767448,1.292322369,1.672248813,1.154648013,0.600422009,1.552116349,2.244947931,1.083267841,1.344680812,0.509857962,1.223218643,1.303517752,0.802912834,2.342947223,0.823268382,0.927039303
ARPC4,9.858273236,9.890104644,10.14481117,10.23126919,9.187822172,8.456465308,10.01054209,10.25902527,10.05953374,9.995922575,10.2136632,9.230894677,9.425408949,10.41140506,10.00819049,9.695927716
ACTR3,11.39020658,11.30411741,11.49181803,11.42838635,11.75609759,11.24363814,11.47139071,11.79914803,11.88838938,11.67193021,11.44889063,11.20117437,11.77623561,11.28238768,11.33499948,11.89387789
ACTR2,8.918994385,9.052228393,9.68598919,9.847428546,10.19487995,8.857247024,9.777071165,9.572933237,9.326038423,7.695214369,8.671664898,10.25440272,7.525763522,9.419966496,9.707510987,8.987622154
TSPAN5,12.2030084,12.00082748,12.61615595,12.35153558,11.96747125,11.43990878,12.45610025,12.12867747,12.42106284,11.75225937,12.39883987,11.52297868,11.39249453,11.77129963,11.04167284,10.99155728
LOC100996325,-0.300295578,-0.673612221,2.08246757,0.126840735,-0.709587393,1.391943648,1.006994515,-0.068468216,0.907306032,-0.804614602,-0.678055747,3.720136159,2.767377249,-0.45218103,-0.250675126,0.449397618
C5orf66,6.973094623,6.93807403,6.821978017,5.744957588,6.469628794,6.88260637,6.88553776,5.922114577,6.498137554,3.917135739,6.154763437,6.729688713,5.524574623,6.110386213,5.99146289,5.896652093
LINC01314,4.468433436,4.399321509,3.677677364,3.989456947,2.911731843,4.250552348,5.729800177,5.149934048,3.055424745,3.411168599,4.638641533,5.477075,5.951177456,3.138344304,5.205685746,4.010009957
LOC100996756,8.953026555,8.98677782,8.748984437,8.715876215,8.825798345,7.955539486,7.618245998,7.505613095,7.678776174,8.636066284,8.714726336,8.560848673,9.327887176,8.928094905,8.682706718,9.529043962
ADAM8,7.905019891,6.526386558,7.849967994,7.353138002,7.248876343,5.455609977,8.298681224,7.177020811,6.754780632,4.108909124,5.691648616,7.900232849,4.584517601,7.048421481,6.622788358,5.297037306
CDH12,-0.62037682,3.960826756,4.762487019,-0.29479528,0.824930745,0.489584037,5.017276113,0.807692885,4.506766949,-0.929058432,3.198717298,2.535328884,3.554711629,0.360780027,3.321750632,0.903369975
TSPAN2,5.164573108,5.027583151,5.160133621,6.131856961,6.029965203,5.555420464,5.846611154,7.297686662,6.562225631,5.140860439,4.353972499,5.850664427,4.809728263,5.810047157,5.097345323,4.249354316
NUBP2,7.874612561,7.48762301,7.818128368,7.848241092,7.525434675,8.287172133,6.991465158,6.491375325,7.330432912,7.980899292,7.821365825,7.723312813,8.024258723,8.066180702,8.447306434,8.326815952
TSFM,4.940739955,6.27358116,4.974336573,6.364271256,5.828347239,5.969970101,6.242280474,5.476229373,6.452091299,5.8763696,5.969624816,5.798579371,6.51174633,6.070151006,6.701354984,6.426303338
TSPAN1,3.895244447,3.160119903,3.210438741,2.089911646,2.339071806,2.63705606,5.791681254,2.29098757,3.615357439,2.428359503,1.58504906,3.691042761,1.886655492,3.301524729,2.667749097,3.356087454
PPIF,9.834085437,9.360590338,9.819596341,10.12126153,9.210849083,9.566082587,10.43597231,9.886833611,9.761571177,8.591260525,8.983469643,9.219069271,8.51784258,9.392974215,8.698465066,8.561979051
CTDSP2,10.28180255,9.890066634,10.17255252,10.11775997,10.03368454,9.103356007,10.34583766,9.831052255,9.793603309,9.607215633,9.938165209,10.07561285,9.543816773,9.623888804,9.508339511,9.710961369
TRIM10,5.380126815,6.12551886,6.421315885,6.418687518,6.703197622,6.122322769,5.625822793,6.31863861,6.589201697,5.088200973,6.796104521,5.51587642,5.50920177,6.224885356,5.502998833,5.591972569
SGK2,4.655357554,5.424216688,5.10684661,5.915891327,6.220945136,5.816681617,6.650218851,6.698482429,5.857744672,3.001258203,5.52990838,5.243364426,5.655071277,4.057077636,5.684639231,6.003447076
RAD50,5.531103812,6.673132372,6.514297456,6.623621087,6.862934854,6.934622648,6.022798338,6.235167945,6.434866711,6.138232884,6.358183485,6.686738622,5.731389636,6.861533607,7.081637885,6.39906511
KIF20A,3.630370522,5.131943365,2.851175347,2.698020622,3.997491137,8.718714379,5.157573302,3.068388778,4.620445653,4.564896373,5.274753659,5.606735357,5.332561151,5.142013088,6.180072255,5.890466149
HIPK3,6.716181551,3.584289086,5.365132593,4.103094737,4.68009927,5.146374182,6.387891529,2.418378876,2.25939302,3.243323292,5.208072397,5.087594375,3.863175285,4.839763118,3.846854321,4.550087997
FEM1B,5.737724613,4.542462365,6.29362798,6.71572867,5.48751529,6.807638281,5.175664313,4.266981385,5.774117599,4.310965347,5.881444381,5.670364494,3.512353322,6.508850117,4.013149568,4.984662258
CDH13,0.246833688,4.119538785,1.503918576,1.364359514,4.813735024,6.12700382,4.513724438,1.461423785,3.672165068,2.742493496,2.51045309,3.215557461,0.563685313,1.86117725,3.233570596,1.933583968
ACTR1A,9.802430738,10.00763002,10.00597536,9.65560943,9.375128511,9.673332045,9.744230066,9.596333273,9.966000673,10.47808198,10.09759763,9.977050906,9.968148367,9.990614562,9.613183534,9.713132152
ARL4C,5.576500975,2.455281185,3.61402661,1.391179306,2.550681536,4.60659028,1.939542544,2.686052242,2.006118461,4.881087034,5.038229842,5.328473878,5.22713649,4.8100523,3.35935249,1.852082759
ARL4A,8.154387767,8.073166846,8.112663648,8.178794302,8.325804633,8.684895862,7.887275458,8.234606698,8.256604992,7.888225734,8.004018166,8.025410907,7.917622702,7.834300382,7.751999223,7.761989958
RASGRP1,11.49266438,11.3148098,11.32563714,11.56560194,11.14194746,10.12362999,10.46419856,10.15225949,10.55459844,11.16883505,11.17933065,10.9789964,11.53041121,11.17588009,11.22668914,11.592742
DNAL4,6.463861099,6.438904935,6.617903789,6.927043097,6.493125313,7.249966726,6.600691985,6.995631494,6.600256371,5.701698752,6.281171515,7.354037756,6.590256184,6.844360543,6.899743604,7.355853199
FRY,2.480722679,3.52868383,5.651829532,4.70354372,4.602516267,2.984151828,5.887262052,5.021839468,4.741229664,3.913894682,3.087002803,4.499603558,5.182549292,4.37366213,4.825633007,2.922534692
CDH15,2.916671538,2.689247715,6.052602827,2.797890783,1.742575413,4.826685759,2.695419292,4.541403325,1.609896767,2.514389939,2.517802275,2.334880006,2.070272534,2.017583458,3.234440006,2.418902347
NAMPT,11.79259917,11.06101334,11.92156948,11.82892586,11.80149012,11.83485419,12.40483023,12.73114293,11.95877382,11.44375168,10.98649627,10.71465766,11.12861948,10.76599877,10.84010126,10.7751411
CELA3A,4.703449589,2.643629957,1.9977657,3.808395348,1.477148847,3.961771479,5.022966962,5.540070678,5.037294357,4.481337695,3.997716933,3.67457364,1.362273495,5.133353912,4.609104847,4.961706665
RBM12,6.789207575,6.236148167,6.988241586,6.518214085,7.117310633,7.664795694,6.32220759,6.225762713,6.397101291,6.589339543,6.455720106,5.570162338,6.746702413,6.353252707,6.456485843,6.889972364
YAF2,7.093739741,7.213026431,7.33391564,7.524236102,7.42971638,7.277026971,6.844360543,6.910924497,7.334201763,6.842614342,7.41499805,7.159639276,6.963046338,7.782048108,7.384481583,7.258613142
ARFRP1,8.110712974,7.649069316,8.168361235,8.467418069,7.949248934,7.778799939,7.76205642,7.571168622,7.763126035,5.80717715,7.393347551,8.509747298,6.362013933,8.333790444,7.585571009,7.350258546
CDH16,4.57799069,2.310851954,3.085688084,2.096990439,2.079883243,1.968098127,4.475247047,1.660171074,2.194121732,1.506678101,1.911319597,3.18997633,1.344334261,1.744156789,1.9961754,2.37923279
TOB1,10.19023211,10.4450252,10.30672249,10.47697904,10.3110671,10.02931484,9.69313321,9.535104265,10.02791982,10.19919382,10.2130556,10.07732312,10.60073992,10.61573997,10.32108252,10.47026231
LINC01587,3.413025341,4.050075008,4.565353457,2.983522656,4.832054528,4.882887553,2.649360235,0.011209361,2.004965137,3.695448247,1.844188781,4.083162298,0.528981316,3.32112429,0.21551708,3.337083076
MMP24-AS1,8.746917346,8.584699485,8.874790819,8.44611973,8.897927116,8.21701255,8.093285504,8.29130886,8.577949917,8.610541358,8.728611014,8.546392901,7.645535951,8.391973883,8.081408871,8.595264942
AKAP9,3.214536723,5.282272988,1.435047132,0.538438835,2.028226118,1.902930257,1.294053116,2.052036737,2.713275701,0.673203622,3.754000239,1.267667627,0.600793064,5.067174034,2.938067442,2.286694886
FAM13A,7.648041143,7.852785411,7.689634632,7.889357937,7.798724514,8.396270825,7.411138085,7.274205742,7.643704699,7.827050483,7.837545942,8.167689096,8.248368797,8.138241077,7.972491628,8.085121868
G3BP1,6.629462997,6.723244542,6.442746148,5.243893723,7.229232204,6.455103606,7.585248006,6.656739469,6.532991701,6.214404611,6.783980414,6.638913716,6.152392343,6.882520782,4.915611724,6.087475571
SUGP2,9.137485592,9.131679506,8.799220091,9.084856211,8.32018228,8.850005512,8.458837204,8.293076147,8.505283594,8.524596562,8.754523443,9.044465159,9.092545742,8.849092288,9.125984236,8.55331826
EBI3,3.763921421,4.777093527,1.873305312,1.27009233,2.513622123,4.133029156,2.111605604,1.399143744,3.310998782,2.223953809,1.67074518,1.363513133,2.564597666,3.694935894,2.473462236,2.375734539
ADGRG2,2.20614307,3.242338788,4.263417571,3.508846948,3.664801381,5.123616539,4.792251501,5.16541756,4.289657437,2.014283871,3.299597814,4.606762002,2.072922125,2.731072428,3.384740587,1.518817104
CDH17,2.623848138,3.437587302,3.470875211,3.137932989,2.123338424,3.512302749,2.963481522,0.996844262,1.080064092,2.338093477,1.990453913,1.859607836,1.444115748,3.126938176,1.75774868,2.350706564
MBNL2,4.305882994,6.291780348,4.803041004,6.025839418,5.028635451,5.097741409,3.39758394,5.149994998,5.478722708,5.576123014,5.213980995,6.306803586,1.463397509,6.585913464,5.760689347,5.202930919
HNRNPA3P1,1.903759437,4.405141463,5.549435068,5.160411994,3.391465294,5.445332742,4.605209844,1.781833889,4.381781722,4.961340873,6.245662984,4.066132255,2.705986746,3.110087575,4.11874178,4.233320562
ABI2,3.169689342,4.048968509,4.451811148,0.277044458,3.371307937,2.937253985,3.796473164,1.233170214,2.6064825,2.416285792,-0.204053558,4.844561409,0.10557081,0.826046062,1.230584238,0.067748842
CEBPZ,7.347612511,6.962201957,7.166363966,7.686563556,7.771839371,8.603077349,5.744182628,6.606060183,7.281318055,7.88613552,7.262085447,7.350638681,8.034072619,7.084149327,7.510534742,7.524494702
PLXNC1,9.84689756,9.638432294,10.13150975,10.09349679,9.500347953,8.254239712,10.29179232,9.623349295,9.316697873,7.071483815,8.5982647,9.755837298,6.699579393,9.02166294,8.901871515,7.322423936
TRIM28,11.03418682,11.18936129,10.92339434,10.93039732,10.88151168,11.29585501,10.12780092,10.31998817,10.60351508,11.15047717,10.99450194,10.88035646,11.25142323,11.18908326,10.78862046,11.27026028
AASS,1.732829234,5.193491849,3.174395232,6.161307264,1.175537375,4.819555788,5.347640855,3.800558271,4.129126373,1.046372315,4.951513196,4.487248367,1.090765376,5.239806625,5.632623028,4.399089042
PDZK1IP1,13.40813068,12.87261717,13.37771213,13.14640798,13.15931477,12.18756549,13.24269926,13.15688891,12.79833814,12.6187342,13.03610663,12.5663181,12.54314543,12.68157445,11.92753725,12.25302902
ATP6AP2,1.292593303,5.529767859,5.041221075,5.489831908,3.039257736,5.830635625,4.555644395,5.396587657,5.111035487,4.082489711,5.299706235,5.206287663,5.375849199,5.102947817,4.525824585,2.372949313
CDH18,4.886120884,4.325386415,6.037650176,5.040576861,4.860704619,5.176992896,3.99486932,4.752850261,2.593126651,3.740377138,4.341815004,3.212866563,3.982564694,3.196463838,2.353040936,5.322872751
FARP1,3.722356725,4.249415,3.176834966,2.48574367,3.646139611,8.803278708,3.680988159,4.401917121,2.156338364,5.357833479,4.299046794,3.009236081,3.739912893,2.511837395,2.413886491,3.636195373
LPAR6,6.928701939,6.670415485,6.853234689,7.635188461,8.110843449,8.167322799,7.309230768,7.122310343,8.251614957,8.287306059,8.04281394,6.971428594,7.971830915,7.729749884,7.980265272,8.35948603
LPCAT3,6.500497742,6.821850499,6.709979832,7.435536923,6.0684752,6.717292567,7.365036331,6.816036444,7.136970612,6.058132467,6.931103877,6.609472789,4.498270018,6.806878239,6.821314797,5.70075874
WASF2,12.29441972,12.01575304,12.30547184,11.96731273,12.30667123,11.82350259,12.43177442,12.03579915,12.07017127,12.29988055,12.21427965,12.11492006,12.28604944,11.78741287,11.53609662,11.86741003
CHST4,5.452878728,6.194699736,5.721954979,5.120065729,6.493897069,5.706922806,5.055134904,5.75459359,5.348221794,4.858622603,5.667486275,5.965463394,5.654905211,5.237632548,5.271201545,5.113775499
SLC25A15,7.957293614,8.16023953,7.864458559,8.113273344,7.937203129,8.322153498,7.014388771,6.94947657,7.355139632,7.782585483,8.268411,7.675406658,8.033747847,8.109705311,7.901784046,8.208190455
ZNF197,6.334053344,5.330483108,5.298771938,4.758713581,4.34108912,5.741218875,6.244649254,5.687060688,4.418952256,5.794667991,6.257321836,6.467986958,5.712815854,4.630580206,5.835138359,5.931106242
CDK2,5.277549642,4.621237236,6.09132113,4.899644527,4.768597221,4.069177986,3.984334145,4.52103817,2.85534592,1.291367804,3.615628166,2.706344885,3.705259139,3.47696487,4.075464174,5.674319403
DHRS9,8.551031449,8.785985309,9.192374195,8.485394624,8.500722397,8.893037544,10.13346335,10.35227521,10.23522444,10.01351809,9.778525643,9.893638272,9.966361247,9.127372758,10.19082471,9.859565845
RCL1,8.513012979,8.691603953,8.599987206,8.408834967,8.220644349,9.078604498,8.31362226,8.214090797,8.393467685,8.266182168,8.613450617,8.66428016,8.216076486,8.842592344,8.305459871,8.53628219
SORBS3,8.216251135,7.407675656,7.859441606,7.896526163,6.991612543,7.802257852,7.35614381,6.615667888,7.884335389,7.016552033,7.707138224,8.054143016,7.399008696,7.458234341,7.376186179,6.756956552
CNIH1,10.20700211,10.0338084,9.743008296,10.1591271,10.57838213,10.54406609,9.382079266,9.763089508,10.08499436,10.45700117,10.08584421,10.12430228,10.70945435,10.30125611,10.49788177,10.7638431
TENM1,5.600810901,5.839768156,5.095734579,6.136373927,6.389723393,5.878759668,4.985855596,4.521873643,2.125932076,5.042333529,5.062920397,5.230852418,5.339589938,5.462700208,5.617877349,6.026521229
RBM7,9.278326324,9.00912879,9.078241557,9.547825739,9.160708462,9.284035173,9.545642166,10.01287591,9.821807458,9.57178108,9.155215428,8.944384105,9.507398241,9.297005656,9.25613319,9.099013729
RBM6,10.52048118,10.60713609,9.736500024,10.19990541,10.06826774,9.852588808,9.81245651,9.855799758,10.0869854,10.50961668,10.48724716,10.2798543,10.82253897,10.4947856,10.36619105,10.32553033
RBM5,7.595623005,8.745499543,8.22956389,7.9210078,7.370417149,7.379413026,7.538320874,7.189211777,8.446293455,7.910804603,8.462199592,7.169914983,8.07188063,7.899526109,8.128881067,6.911224188
LHFPL2,7.930512638,7.664326388,8.073231127,7.707310811,7.313336562,8.984717506,10.07833764,10.08954317,9.292986454,8.633249554,7.490698478,8.417152089,8.024724139,8.465354168,8.182394353,7.100210276
LHFP,4.278140907,4.647688664,4.125254339,2.87785024,3.09483566,6.83194056,4.196166363,4.024993347,4.237448996,3.627315001,6.245214216,4.98545489,4.62096756,3.013469406,2.466123296,4.000676105
TNK2,2.452213231,3.8427878,5.125080721,4.368055904,5.132770121,3.537917249,5.858891098,5.741418446,3.608241513,2.689607797,2.575544692,5.271279995,2.819471996,5.681887742,4.488990516,4.773416178
CDK4,9.521443403,9.644636837,9.323887927,9.713462128,9.770952898,10.46779912,8.970304373,8.934144929,9.519085801,9.806728437,9.878795832,9.724848056,10.03336794,9.916427379,9.915629947,10.19931653
TXNDC9,7.082681303,6.954870962,7.168451498,7.281744608,7.571729894,8.14730161,6.910600761,6.820778897,7.020179917,6.986570215,7.138486844,6.974231015,7.522126388,7.292938155,7.613141165,7.386819567
LOC101926913,3.831613804,0.025000437,1.628428333,4.166177145,3.926834421,1.599313032,3.999819652,5.070973158,1.744849979,0.508124361,1.357591414,3.917068888,0.823504815,3.654389711,3.94425876,4.651924222
LOC101926997,3.703909109,5.068447253,5.748506853,5.479140002,5.500594938,2.815444269,1.713643032,2.374274426,5.281286523,4.425264587,5.642782425,5.573371497,4.885798853,4.801882927,4.766128675,3.027969673
LOC101927051,3.324796205,2.743919908,3.702402667,1.718381355,4.757940645,3.704362949,3.112341499,2.821744905,2.689386391,2.783655705,2.861105769,2.922437643,2.620804558,4.766674661,1.85512063,2.177257668
LOC101927181,2.592784709,3.089286273,2.663875142,3.571337027,4.592761989,2.956367096,6.154218633,2.809725177,3.222235777,4.957292453,2.736293142,4.369982886,3.590518188,5.606998826,5.602896283,3.352165283
LINC01361,1.606124753,0.397408699,0.488515009,3.739070393,-0.649190486,3.99329394,3.412930528,0.558297027,2.397553822,3.651820923,0.114753469,3.819801003,3.96734386,5.017806132,2.939503052,0.778536616
LOC101927550,5.761317191,5.81810919,3.970899658,4.172767515,5.623041593,4.710073538,5.037079066,5.400203175,2.964064029,3.326120241,5.200472966,5.202429476,3.625469226,5.005871526,5.131564792,5.223495919
