gene_symbol,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
KIR2DS5,7.762820511,8.079394113,7.819878902,7.290875913,7.56192179,6.146911776,6.807664038,7.271659109,7.513103806,8.006152131,8.148298618,8.179162675,8.330630103,8.007795378,8.020541093,8.090715843
KIR3DL1,7.455442302,7.741055692,7.703135315,6.814806743,7.074730198,6.416655678,7.068058094,7.141984487,7.324396597,7.408244811,8.192707067,8.15208706,7.804221389,7.813838898,7.333799387,7.447843644
KIR3DS1,6.108624815,7.267030092,6.626151445,5.713459378,6.381558524,4.916686823,5.655426251,6.409112554,5.547332602,5.39386234,6.568386349,7.238070301,5.751380701,6.712912126,6.716744024,6.040522068
KISS1,1.127402166,1.099503934,1.256038433,1.222186307,1.993996736,2.753394877,2.860070891,1.550841577,1.414828293,1.519239949,1.876220273,1.913898511,0.887057294,1.393668801,1.850155326,1.953242886
KIT,6.044971082,5.874664196,5.617154465,5.623369416,5.558772734,6.573450271,4.272732414,3.925192423,5.212744413,4.100750632,6.268035711,3.567922621,5.807651159,5.789950907,6.157898642,5.784825884
KLK2,2.936127193,5.463841486,4.008702008,4.657314162,4.601696516,5.296086591,6.034840771,3.133989236,3.617098617,5.309416326,4.223831822,4.751854657,2.351320197,4.986046802,1.047077658,5.324338987
KLKB1,5.618188724,5.242880653,6.550417429,5.502480185,5.816970828,5.419222003,5.54609497,3.899165961,3.459379156,5.229926255,5.365496582,6.251766424,5.71175644,4.161799022,5.690958982,2.66972526
ARF6,10.02738078,10.02627444,10.39856201,9.988358055,10.11988785,10.1658617,9.993023281,10.54619995,10.54542787,10.29650329,10.52927437,10.34416273,10.37988734,10.52928413,10.29221809,10.5468366
KLRB1,9.099134744,8.946988127,9.130691533,9.318563145,9.078126785,7.44444345,7.881205752,7.7768541,7.963271809,8.014952201,8.806075896,8.348188149,8.853056867,8.677391959,8.717724398,8.80634017
KLRC3,7.151128194,6.966442004,7.254253887,7.20708267,7.671088108,6.787550003,6.138335293,5.685536541,6.479088251,6.730463344,7.569172065,7.427203878,7.369998584,7.530242452,7.471829635,7.217657257
KLRD1,7.370382273,8.442300773,8.657282717,8.124560776,7.886507471,5.245932938,6.45520884,6.748890543,7.779811265,7.46080808,8.688876216,8.701490145,7.513538119,8.627807442,8.346261073,7.526280128
KNG1,4.781873746,3.274986182,1.801738102,4.361677136,2.70679354,5.27730786,5.428926251,3.736247675,2.771801084,3.175946091,2.095853549,2.505926489,5.466718468,4.958457596,3.562242424,4.511992951
ARG1,7.251330914,6.366283742,6.644663873,7.015069322,6.91179942,6.057276965,6.039515692,6.310178317,6.103808134,6.273472996,6.840689817,6.12596926,6.874440428,6.698649111,5.996754797,5.476942195
KLC1,8.396510596,8.401579272,8.196115204,8.64130397,8.564301946,8.091921933,8.633104213,8.110034314,8.283306015,8.669739005,8.355381932,8.804008371,8.550950672,8.893519967,8.646227473,8.318452427
KIF11,5.345765377,4.410843084,3.23328221,2.076873731,4.565444856,8.055418021,3.952967169,3.878617454,4.879906671,4.505382849,5.344153851,5.781260033,4.710045978,6.110820487,6.382445921,6.538139257
KIFC1,2.60253527,3.715541987,4.501904045,3.321046339,3.769983263,6.620491107,4.190512146,2.594226057,3.799916203,5.941056999,6.639394255,5.27242637,5.364761511,4.027260232,3.740398727,4.464459166
KIF25,3.533438758,3.001885092,1.99263793,2.572040775,1.739070393,4.933421563,2.935284351,3.975272494,1.407238528,1.61046857,2.053097431,3.700650558,3.090924547,3.293916321,1.625307901,2.8559618
KIF22,6.891953779,6.823774831,6.686500527,6.956997537,6.833522636,7.428251286,6.309894663,7.182314891,6.026516803,3.566413335,6.987605102,7.181549844,4.660078635,7.139725284,7.043235126,6.759781683
KPNA1,7.754693794,7.682931399,7.353843739,7.579579936,7.530297082,6.999323578,6.83716115,7.042578679,7.236961322,6.874169892,6.974449008,7.08732493,7.177369703,7.469487162,7.291824542,7.484444301
KPNB1,12.13742667,12.04070411,12.19004687,11.97793815,11.68603648,12.40602692,12.93037144,12.9812426,12.46635437,12.67856493,11.96425422,12.04507705,12.39603476,12.31270714,11.83194056,11.73289665
KPNA2,9.659972709,9.95975277,9.206003347,9.526041416,9.902037391,10.93963798,9.740882037,9.995993217,10.22076525,10.28124618,10.0115767,10.30050128,10.49245409,10.17821666,10.41942302,10.58154897
KPNA3,8.70185744,8.908131381,8.843082506,8.884048381,8.661197341,8.156619088,8.413953662,8.242626322,9.063271031,8.561299403,8.769986567,9.177145425,8.364734376,9.025541024,9.205529362,8.963459674
ARG2,6.892767438,7.278245004,7.568936547,6.83568411,6.490664788,6.905627685,7.167759334,7.776604106,7.524377162,5.974855075,6.872557921,6.756369511,7.256463467,7.379568981,7.510756257,6.610976092
KPNA4,8.454484374,8.147993484,8.361259537,8.391643149,8.313418196,8.23562655,8.685933142,8.730140632,8.323887927,7.831756927,8.071108349,8.122750359,7.338611604,8.079628779,7.65408462,7.261577826
KPNA5,5.971948142,5.376596007,4.791668232,5.832910262,5.842647024,6.043504183,5.713027644,5.491400981,5.313162394,3.929554316,4.721952246,5.78989354,4.383586799,5.401511011,6.219875171,5.498637024
TNPO1,10.2404813,10.72706105,10.57974962,10.50821074,10.70956635,10.11152694,10.07880461,9.636198636,10.47625003,10.05248654,10.55879378,10.67415695,9.735970581,10.61971562,10.89540109,10.54686553
IPO5,8.696456409,8.728743645,8.648095087,8.900715891,8.848888923,9.882432131,8.063750992,7.28798935,8.214557122,8.705894986,8.242340503,8.387521947,9.253072168,8.663590124,8.753006097,9.098832188
KRAS,3.568944145,3.819228769,2.846126202,3.831816452,3.753219424,5.156659533,4.597173585,4.871000845,2.436073867,2.259799747,4.397501799,-0.824042416,4.793266451,3.820546611,3.483467554,4.866477775
KRTAP5-9,2.476062782,5.682750253,5.803673934,3.745355669,3.165526097,4.948820412,2.781691233,2.80903983,2.399138274,4.988148404,4.212818326,2.847369599,1.784939448,2.510516387,1.454549682,2.518655988
KRT1,13.50046846,12.95179831,13.42269554,13.25442191,13.40297207,12.76777685,13.61485935,13.2707377,13.14093838,12.73342425,12.99659,12.55101847,12.47672342,12.66103652,12.37810245,12.56070779
KRT2,4.570669363,5.084714862,5.009423318,5.30161691,5.858010844,5.698224036,5.654965341,4.644819588,3.494159564,5.38387015,5.001968836,3.847245307,4.589673615,5.422492043,5.26728484,5.844619153
KRT3,2.098513884,4.039866578,1.891131397,2.639667453,0.865515041,1.032016184,4.762991878,0.919919714,0.723217779,1.832894064,3.417933506,4.065141438,2.237924653,1.528381281,1.093032759,0.95409206
KRT4,1.135226204,2.481528866,3.094082332,1.83598469,3.644375467,2.222909638,2.570958317,3.244664855,4.609045731,1.807956607,2.083261032,2.567878825,1.841530383,1.128959817,3.263832176,2.249363419
KRT5,4.603537333,4.374100505,5.01582759,3.000452575,4.471532157,2.698267382,3.526794986,3.451804556,3.11636642,4.979133626,2.405578546,1.929938668,2.30745767,3.512846316,2.29922414,4.660654852
KRT6A,4.252794087,3.792803306,5.291574091,3.218260402,4.481847857,5.062359205,4.38375958,4.266576679,3.940937235,1.752410353,2.584948074,4.42921423,5.416883643,0.866575695,3.284565953,3.666858826
KRT6B,4.670466474,4.004681156,5.873904225,3.574222636,5.495407362,5.776554102,4.674556692,5.24414117,4.316688823,3.036956907,3.764951186,5.403693786,3.567642792,4.415893845,3.277409042,4.845339501
KRT7,3.460401833,4.278245004,0.732251831,2.428504226,4.069186581,0.904603555,5.430131359,4.705242548,-0.344857034,3.75087444,2.016835025,2.786196952,1.994304554,2.138329558,1.748697369,0.424545918
KRT8,5.879911571,6.335254565,6.412925449,4.965585756,6.179065115,10.78064639,6.415518693,5.421048212,5.890599904,5.63638971,6.070923799,6.023432795,6.037175731,6.051143671,6.04082231,6.088069494
KRT9,6.001090626,6.388434099,6.038787331,5.896109549,6.603491341,6.111972347,6.574921951,6.961796941,5.883256676,5.683104098,6.422275056,6.358754922,6.160202211,6.404404181,5.801044809,6.115615931
KRT10,9.952693205,9.820196517,9.600507645,9.74489605,9.917179608,10.24785633,9.08120113,9.558388185,9.299082063,9.868168179,9.767716035,9.453486713,10.23783137,10.31964954,10.19013332,10.74122258
KRT12,0.224830576,2.539116616,1.715625448,3.496820231,0.499557638,1.273635239,3.667426665,2.045366081,2.699600491,0.610359897,4.180712795,2.323142333,1.208461074,4.84424001,4.334875717,3.402749459
KRT13,1.586659074,4.216198743,6.236532799,2.490942308,4.128870759,4.671423594,4.152872957,5.197609878,3.503081545,3.505967126,5.077525015,4.391135303,0.362767234,3.977893511,4.825897539,4.746248263
KRT14,1.813233248,1.774367497,2.373559128,3.077167785,2.85197286,1.03861879,2.015740187,4.392784506,0.744798325,1.351486992,3.916725034,2.394220524,2.487452906,1.118838108,1.521347288,3.697684871
KRT15,1.270881724,4.544578117,1.741812113,2.212678276,3.486495571,3.002337075,2.657262706,3.325904448,3.021742658,3.311331633,3.082426694,2.879080332,1.034067775,0.513430106,0.955959974,3.501872207
KRT16,1.394804956,2.830338492,2.584426199,1.498689993,2.655278547,2.973008726,2.447200952,2.895513968,1.888706238,2.172737117,1.529226259,2.85480357,2.789553989,2.931751125,1.293982514,1.187134291
ZKSCAN4,7.488265948,7.976214684,7.845671945,7.81810919,7.995258373,7.736516936,7.410434391,7.123521357,7.568989732,7.589965678,7.61151914,7.905194432,7.866265099,7.790524444,8.069997471,7.933844062
GPR153,6.104982373,5.286005065,6.150577954,5.182442029,5.582613204,5.604192927,5.497711352,5.075425666,5.822880527,4.942073419,5.939553357,5.896732004,6.021024372,5.86466655,5.350348727,6.609687009
HCRP1,8.078994024,6.677578712,7.052046304,6.751021783,7.130138076,5.934641517,7.354099484,5.655034057,6.133405291,4.699407267,5.858938328,6.98572811,4.799372293,6.693542713,6.820076821,6.191819237
GVINP1,8.584917416,8.770891799,8.836542745,8.724476336,8.469169659,7.799339911,9.037966935,8.921695173,8.861527404,8.028160242,8.584304873,8.614352807,7.910180994,8.807322719,9.038987557,8.561707994
SETD8,7.689515828,7.382719122,7.499471216,7.161393938,7.479901494,7.649773515,6.112433251,6.892816,6.891151816,6.414842497,7.903393837,7.626701952,6.74582892,7.361215665,7.526921716,7.383859784
RHOB,10.24355484,10.28469688,10.38480533,10.05384445,10.13198554,10.74978564,10.07575991,10.430578,11.14600854,11.25297286,10.43257322,10.69485408,11.17333984,10.32910117,10.44046433,10.74085169
KRT19,1.047252194,0.573403613,1.098230887,0.657136918,0.565216956,9.172034902,1.179905906,0.521141217,0.648078832,0.405567655,1.312427028,1.113026995,0.712815854,1.381936729,0.231039116,1.821065245
KRT31,5.243322531,4.401514424,4.132478137,4.387748531,4.280525816,4.87958815,5.876033102,1.84495603,2.709195777,4.225537158,4.36056093,4.05750226,2.901867052,4.375546893,4.600382757,2.918636204
KRT32,5.935223994,4.837620365,2.749701589,2.838528272,5.538476084,3.861072014,3.383165125,5.446216522,3.261801577,5.368359784,5.605550632,4.780945207,5.17006125,6.029088411,3.355777454,4.175293049
KRT33A,1.877477278,2.080176685,2.215395931,1.514798937,2.813309192,1.749281103,2.493006791,2.261961002,1.510820174,1.067411557,1.917045967,1.846914479,1.402956787,1.465948352,1.349818172,1.603477988
SHISA6,0.703588014,5.201645622,4.183399172,5.376300803,0.951953271,4.865572447,4.33957925,5.708482478,4.078165755,4.844029053,4.86556255,5.64188701,4.153805336,5.757017911,5.538252576,5.134409891
KRT33B,1.829520807,3.675962677,3.357594229,2.584135118,1.334745598,2.038762753,3.181524004,2.422109182,3.471525654,1.449371204,1.319721971,3.205764713,2.334908602,5.192927954,4.439004707,2.661060918
ZNF749,4.337917992,1.064669052,1.144124704,1.037635243,4.678100082,5.078191379,4.766971422,4.075378599,3.183689764,4.34015632,1.139554627,3.855092716,3.435401905,4.453807274,3.553372792,4.613820399
ZNF324B,5.420068007,3.510025129,6.592658851,6.549544423,6.548058947,4.931441957,5.42173497,5.608986612,5.626310632,6.131587427,5.865713478,5.773231536,5.20877865,6.313496197,6.225244076,6.403998771
KRT35,3.873153699,2.381626699,5.202691972,1.471889774,4.558769673,2.473082923,3.597638434,2.025397397,3.351289098,0.368321366,3.993936975,3.550777563,1.421473771,1.604825694,1.441605647,1.344976167
FAM69A,7.930826025,7.761950079,8.109313541,8.214047072,7.949890894,7.45667475,7.345981766,7.277408298,7.327687364,7.601436535,8.033246784,7.607463479,8.190111093,8.053279713,7.780618503,8.204135825
LINC00302,0.530789912,2.262321899,2.107272742,1.066571444,0.242608603,1.06552406,4.8247424,3.616216526,1.69196289,2.870861809,1.268817624,2.354937303,0.095303337,1.982995399,2.411567254,1.515293619
KRT81,4.318851877,2.081571422,5.829430996,3.461685707,2.607050922,5.828337083,2.717982338,5.984475425,3.173509649,3.070554198,3.918243103,3.336854639,4.67622791,2.900005038,3.479101189,3.710128655
FMO6P,2.012035833,1.938462706,3.372562128,1.833804949,1.986054086,2.266819516,1.775712196,1.12314305,3.489966742,1.217733245,2.368489001,1.479080488,4.562456141,1.075649,0.736855945,1.838612981
LRRC75B,4.041120299,2.0797365,2.642428947,4.090065829,4.508466684,3.441895088,3.163162172,3.261366829,2.467941977,2.707867092,2.203082102,5.583278374,5.139846,2.561656067,2.85213271,5.842184377
C2orf68,8.209770139,8.210905078,7.812555983,8.161157083,8.368165937,7.171857319,7.216998005,7.196833234,7.48703608,7.922150265,7.774279721,8.021479727,8.254901059,7.992672142,8.105955638,8.078316288
KRT84,3.012690234,0.692570032,0.68169213,1.790826242,0.823341762,0.95495562,2.990789712,2.692989525,1.302020683,2.057845335,-0.325295304,1.001722991,0.604991697,0.218570404,1.631942409,1.392735057
KRT85,5.307060518,5.906527472,6.338265731,5.338531383,2.518829691,5.303130476,6.167741273,5.925301631,4.602955651,2.600921484,5.461927943,5.789348446,5.319068727,0.684010782,6.658725619,5.68608867
VGLL3,1.472997174,3.544386466,3.776019741,0.544544735,4.835656322,4.892318161,4.332822486,2.166953197,1.003371963,0.481670935,3.47282566,1.52449,-0.921007683,0.398164275,4.286681581,1.520693789
TMEM212,6.241998399,5.696956402,6.575068734,5.64903194,5.289742265,5.772463702,5.839627085,6.522090284,6.218252263,5.326113048,4.914057386,5.653449882,5.345917917,6.14826709,5.238240396,5.800685097
KRT86,5.857886471,5.990496573,6.627071272,5.341669145,5.93583216,6.717306278,5.602991271,5.267206173,5.013681104,5.967855661,6.17960659,5.834905847,5.43868874,5.502562927,5.929774431,5.75329164
KTN1,8.892573173,8.039960864,8.07067376,8.464443645,8.370857382,10.01360183,6.853247167,7.671951438,8.516472222,8.451103936,8.099421456,8.496977574,8.606023898,8.277478042,8.828491956,8.493499234
GTF2IRD2B,3.986956963,6.122221288,5.648712774,5.974403117,5.372422827,5.858814035,4.211892187,5.030261028,5.833823667,3.912314538,4.537855143,5.114225414,4.630259843,5.68687866,5.614930648,5.025538256
RBM12B,2.123633092,4.727032788,3.304122572,2.00582393,1.806996265,3.9046575,4.414852642,4.727365046,3.367440962,4.046377554,2.429179408,3.767654798,1.403218632,1.98417006,0.887852764,3.951699685
L1CAM,5.408226126,5.124572148,4.746979133,4.064563865,4.890446693,7.962589509,5.651493763,5.86716505,4.884607689,4.50873288,4.126906797,5.460008581,3.180655516,5.602756757,6.159600932,3.712045449
FAM205BP,4.137782199,2.038450229,4.792230674,4.463537451,4.418662222,4.511341526,3.600947642,2.01331575,3.697417994,3.752352545,2.511273204,4.060920694,4.649724663,4.080700296,3.459444734,4.849989255
LAD1,5.257350125,4.233312892,6.013765953,5.930363607,5.271343499,6.21775418,5.975971745,6.126347239,5.623389903,3.127496267,5.756115941,5.077597646,5.745543913,5.294106065,3.232840315,5.034633917
USP27X,5.910356112,5.919037304,5.382791737,5.778555539,5.732711493,5.347630226,5.112829386,5.479343752,5.907866489,5.714251014,5.731875634,5.379620962,4.722750164,5.961109311,6.225147655,5.384415962
UBE2NL,5.872173736,8.372299186,8.712344718,8.08641757,7.731108552,8.688456643,8.482590175,8.293122141,7.868180528,8.210335285,8.459685707,8.112851274,6.183571867,7.959816514,8.116005993,8.167684079
AFF3,1.992322504,5.017810585,3.336883196,2.716863624,2.828440672,5.658631374,3.166951591,3.12675485,1.342958598,2.190750748,1.791593223,2.73160469,1.9823712,2.565938313,4.157173094,2.641097429
LOC389906,5.520717672,5.901776807,5.904765866,4.828585887,5.752066147,5.372819798,4.356517116,4.571719277,4.54287091,3.711032289,5.694111293,3.795683841,3.263590337,5.370499103,4.679418168,5.065977216
ACAT2,7.752360574,7.911871308,7.710992354,8.168205768,7.816830069,9.527447683,7.686682603,7.046218194,7.947151819,7.572290947,8.320926878,7.76028749,7.964872213,8.003557264,8.071210271,8.303465695
RND3,0.651389285,3.478622411,3.462091593,2.555371992,5.378747429,9.604134351,5.742976307,1.927699278,2.734919846,4.43065326,4.020804417,5.369093024,4.018625273,5.016567633,5.37856711,2.630976192
LAG3,6.623370879,7.329715626,5.971718276,6.448349266,6.360369544,6.238280528,6.704055792,6.951098173,7.176312798,7.322198575,7.310749093,7.411061797,6.880207976,7.309012434,7.300389171,7.318443388
LAIR1,10.4857287,10.88948115,10.56229013,10.62666728,10.70282201,9.887950157,10.44253924,10.80203162,11.17984068,11.13624138,11.14344699,11.11875943,11.16847782,11.33231074,11.14406549,10.9233572
LAIR2,8.016852849,8.608679897,8.434365516,8.096193318,8.915786781,7.603804353,7.225834036,7.884146092,8.39189228,8.930420974,9.225593068,8.551685194,9.137267837,8.667959519,8.700911291,9.173599691
SERPINA2,1.804846575,2.329393448,2.302997463,2.540523296,3.954568571,1.747512005,2.835509796,2.167788231,3.485156296,2.123560258,3.56303607,4.322007441,3.239075675,1.79363374,3.661259347,2.328408531
LALBA,0.847499893,2.234979483,2.948462551,1.326629383,2.06658522,3.41571811,4.988352942,1.801932578,1.236523232,1.278888751,2.525570294,1.04919162,2.412293771,1.849562983,1.493775408,0.996887637
ANKRD34C,1.13320182,4.968146062,2.298895813,0.518404208,4.183645305,1.384773736,1.052360244,3.567022108,3.090060746,1.087747958,4.021888315,1.923240475,4.206260309,4.044481553,4.514311661,3.692683843
LAMA2,3.801841549,3.986483751,4.65125265,2.587088908,2.605826168,4.118019114,5.227101824,3.115138144,0.492601821,3.772191828,-0.842976992,0.527260546,4.404889501,-0.363237583,4.383144384,2.54345134
OR7A10,3.309561844,4.006755807,2.049114929,1.886101369,3.312094429,4.819622205,3.344487663,4.27464931,3.53743275,0.822501746,0.83424197,2.977366025,4.338039264,5.62610909,1.037536851,4.489799803
LAMA3,0.868647261,1.480735602,5.597450724,2.897883201,5.013212111,4.492590285,5.126155163,3.910761439,3.027175288,2.102355789,1.973166736,1.908682272,1.985948471,2.072565468,1.388013151,2.197506874
PINLYP,4.250908532,5.452302201,2.416642506,4.04307323,2.575539852,5.634607788,5.316417308,5.754684442,2.916077221,3.171536713,5.886167231,4.183550033,5.433229887,5.604797827,5.668788565,3.948488717
PRAMEF12,4.380715598,2.488805472,2.913264747,3.600995201,4.502973382,4.108290261,4.534870899,1.198940409,3.719369653,3.594178274,2.076069905,5.273228665,4.714201549,2.242861604,0.83975808,2.120952385
LAMA4,3.602064868,3.618473603,4.255787733,1.108537838,2.218167388,1.348453396,5.040857371,1.071192891,3.364166179,4.041313082,0.858577849,2.144953481,2.886811545,1.063730718,3.997861424,0.210812757
LAMA5,5.032964791,4.511208675,2.704194712,3.756041197,5.267666878,8.907689868,4.985582399,4.971419396,5.098053144,4.70333884,5.914483202,4.769004707,4.341366707,4.189278998,4.312745031,5.403847138
LAMB1,1.365003776,0.834055848,2.394821416,4.496717988,1.162158465,8.525391607,4.5328842,0.991179867,1.225737653,2.725280904,4.401705548,4.556705298,1.823415138,1.238297728,2.630901662,2.586735925
LAMB2,5.304930793,5.308892336,5.851059381,5.986875072,5.97103076,7.864192336,4.796047398,5.233098103,4.214956292,5.804203315,4.829707515,6.020253271,5.243074944,5.418480077,5.914416228,5.588393834
LAMB3,5.079847412,2.918834622,5.656702292,5.434558176,4.456109598,6.542501058,3.006441658,2.864653675,3.284210579,4.565304708,4.941791804,4.720349613,2.703807252,3.654389711,2.501166504,4.626532588
LAMC1,5.786013416,5.889388361,5.356907926,5.308073222,5.789976981,8.437252711,2.840652559,6.035819628,5.612075258,4.941420927,5.256950253,5.050540877,5.588999399,5.275241764,5.876111707,6.179128829
LAMP1,6.345119563,5.003012986,6.354609074,6.508949919,4.134713804,3.939518097,5.779588046,5.847287908,3.549718451,6.032502026,5.529992686,5.875534352,6.093919284,3.319122212,6.547227707,5.556027759
LAMC2,3.28797458,0.262914176,4.027392947,3.301412054,0.358317486,0.400832996,3.713607843,0.019146788,-0.188734496,-0.372929253,0.055278964,0.937005338,0.239410263,1.010543547,-0.598389192,-0.357987945
ARHGAP1,5.786188586,5.370094516,5.874130537,6.463365791,2.226261894,5.951781266,6.352301256,5.732727771,3.805746451,4.775124308,6.269870983,5.816530591,5.012854681,6.345820364,5.611166477,5.589439923
LAMP2,10.9764066,10.67013395,10.72417275,10.71376454,11.18258058,10.59276535,11.0260254,11.45896021,11.20806362,11.19195368,10.79541468,10.70099449,11.16286334,10.89285394,11.31577226,11.26469476
STMN1,7.629422196,7.424191489,8.336113754,7.788672662,7.532737736,9.492261802,7.194924256,7.200986856,7.211547652,7.864111841,8.468803223,8.212423428,8.474427931,8.26151201,8.469426109,8.381010765
LBP,3.565353457,1.159299795,2.443786977,0.993898945,1.164322894,3.267878828,3.122215489,1.255083726,0.979396155,-0.173789562,1.152060079,0.244911408,1.092417196,1.504203412,0.645443435,2.237621841
ARHGAP4,9.476568007,9.463291398,9.331481301,9.228409869,8.837602705,9.070998373,8.738109153,8.784834388,9.017100696,9.418196274,9.541698742,9.339818833,9.21010633,9.32690132,9.122602839,9.285744356
LCAT,6.166390079,6.558184965,4.130403762,6.025996617,5.491035337,5.796429035,3.118153707,3.213202616,4.927517246,5.763021102,6.496829815,5.75838047,6.47838458,6.065145747,5.772682748,6.779115233
LCK,11.65519528,11.54054461,11.30667693,11.75712328,11.20750246,10.37407224,10.85089785,10.15679097,10.47955798,10.9007008,11.43899452,11.35746403,10.9393074,11.8084293,11.75755669,11.76233636
LCN1,4.251658506,3.767898405,2.344516069,1.789691697,5.405366149,1.881601977,2.980906373,4.125188201,1.590458306,1.833047943,4.872104768,4.591015117,2.39149554,2.973043636,5.526219085,5.172159448
LCP2,11.17016293,11.2477614,10.95495963,11.07065766,11.18387106,10.55032353,12.14186446,12.01499682,11.69958547,11.1450915,11.16837753,11.48739791,11.16615053,11.46579085,11.27248399,11.36941195
LCT,4.487814314,5.161012934,5.986090048,5.387631367,4.793807467,4.936619096,2.250864582,4.254495784,3.143672591,2.166519431,2.954520182,4.229087968,4.721881177,5.170630147,5.550325072,3.16630732
ARHGAP5,6.953986872,6.777945671,6.423768075,6.94441339,6.282465753,7.871289228,6.435330224,6.493752996,6.349779257,6.621810129,6.048933645,5.716022373,6.877130729,6.17640456,6.686794639,7.129746666
LDHB,12.60326934,12.46526028,12.60873764,12.76191477,12.46511741,13.13811178,11.71516408,11.37654869,11.60494234,12.27713626,12.52000229,12.06362091,12.62725571,12.43079489,12.13725375,12.61144675
LDHC,3.833780667,2.964367209,3.665040241,4.903501093,4.924779256,5.77094266,3.873872243,4.221521389,4.646669586,4.655202971,4.732166069,2.521578456,3.56058046,2.457715102,3.594703798,4.253505262
LDLR,2.757550289,3.041437502,3.524577757,3.007852101,3.37816478,5.497002332,3.721744497,3.800868846,2.355489941,4.975827337,5.407362949,4.518440719,5.161786932,2.862683473,4.917670434,2.478886405
ARHGAP6,4.208649912,1.878015098,5.344455705,1.202317411,2.789793926,2.419053417,2.390483348,2.341214396,1.984195586,0.981962221,4.397789274,5.098566939,2.490847348,1.956997072,1.597545476,2.707325998
LECT2,2.431063958,1.920278054,3.520371958,4.498876325,4.764149731,4.749427,2.822634305,2.162622544,4.239703535,3.904628601,5.234118063,3.050989189,3.825877192,2.711413409,4.472728201,4.312774069
LEP,4.124468758,3.043148492,2.367927347,0.904472537,2.568358073,3.131660267,2.684924187,2.838625082,3.714795011,4.481660603,2.687372044,3.096292218,4.904594885,1.691846789,2.441512694,2.137887098
LETM1,4.237693726,6.120631875,6.041109344,4.23940568,6.490072674,6.84508855,5.786426469,5.607034346,6.221577455,5.833808491,6.214286089,5.798511979,5.997597266,6.193476079,5.161657961,5.591003145
LFNG,7.382961156,7.349887155,6.933466415,7.272779062,7.100063063,6.515376575,7.093127015,6.798802263,7.035909781,5.682671608,7.236789163,7.791853133,4.046237842,7.727015084,7.262423761,5.939863612
LGALS1,12.27844655,12.45376191,12.60108363,12.63153859,12.83962504,13.0547671,12.03372238,12.71345525,12.9747892,13.28833261,13.12342145,13.04309053,13.09890718,12.98585794,13.19191205,13.4074935
LGALS2,8.76024091,8.76158115,8.932072986,9.056892366,8.948282536,8.466402803,8.654414058,9.200802994,9.545173,9.937844587,9.330715245,9.083016527,9.417036022,9.059222766,9.387754562,8.834218201
LGALS3,13.67044603,13.49842541,14.12827632,13.91419824,14.24396981,13.92903644,14.06686282,14.06837523,13.883617,14.1028205,14.18655534,13.65144416,13.87418411,13.74912569,13.43501908,13.41014656
LGALS3BP,8.571483416,8.490445782,8.249213027,8.75004368,8.50872575,10.37919423,9.756261082,10.31827164,10.42781566,10.34051776,9.639241209,10.04179602,9.22956389,9.397274601,9.697565339,9.633364
ARHGDIA,6.60539951,6.764301033,6.714534028,7.143699526,6.2834403,5.930313927,7.604041663,6.888304895,6.695715489,2.502463,6.106145185,7.349834091,4.041374417,7.226479629,6.815024579,4.072706084
LGALS4,4.850109308,6.472562504,6.496165113,6.211678079,5.82255681,5.122805222,5.823543028,5.901764742,5.443712728,5.80126732,6.3629257,5.690872406,6.434176168,6.363819373,6.081243746,5.821049424
LGALS8,7.537249468,7.262808967,7.635079602,7.742215106,7.086932341,7.728226655,8.784163685,9.017045004,8.025217095,7.064861301,7.873025701,8.108801469,6.9536261,7.595175412,7.572260625,6.538786455
LGALS9,10.14122585,10.20240548,10.45182928,10.01098958,10.54020555,10.17714542,11.89750516,11.88809633,11.66785665,11.36723454,11.31471352,11.14866088,10.60480339,11.0346683,11.2893907,10.70427544
LHCGR,-0.480697642,1.730418237,2.736985792,0.631849308,1.873159606,0.399521127,1.188641459,1.809780731,4.663424324,1.946124464,1.914384654,2.128131699,0.124764848,0.121930476,-1.132584251,0.527310598
LHX1,2.163991354,3.035747061,2.589535801,4.443115946,2.834138797,3.179270581,4.588024975,1.703441837,4.759320978,1.61804597,3.05097004,5.134800038,2.38599972,2.271527271,2.473451845,3.122074647
LIF,2.541284367,2.59820082,2.935439003,3.657091174,4.411324548,6.784412372,4.497235517,1.915639447,3.14361872,2.907540624,3.911423149,2.47659166,5.082889896,4.835226805,3.839445687,1.408847702
LIFR,1.499052426,1.154460074,4.428229508,3.430874008,1.975318357,5.39774821,4.371043024,2.343621013,0.777282936,0.790513497,3.855481476,-0.034643463,4.412246342,4.954312652,2.789614499,0.131365589
ARHGDIG,5.767710408,3.98594665,6.249832132,5.620944108,5.601937144,6.599877146,6.594240989,5.66967878,5.390874006,5.247813612,5.86835341,5.942418322,4.521214099,5.087734382,3.735197209,6.094453556
LIG3,7.53239489,7.032740038,6.477019936,7.65026194,6.809838855,7.308311723,4.810484235,7.513514432,7.162995472,7.183446814,7.567370515,7.995931052,5.025179437,7.407590688,7.906884584,6.992723119
LIG4,6.454439135,5.706483585,6.465308452,6.664994747,6.485632912,6.277809977,6.050192578,5.274850548,6.018796611,4.954061342,5.584358246,5.683036706,4.435728593,5.760665398,5.938259912,5.00286901
LIM2,5.228025952,6.210745364,6.498099249,5.899364174,5.561811841,5.141559495,5.424421625,5.657660011,4.931153531,5.646802049,6.832788769,5.67483348,5.833697191,5.272553275,6.213148946,5.71299739
