ID_REF,GSM313235,GSM313236,GSM313237,GSM313238,GSM313239,GSM313240,GSM313241,GSM313242,GSM313243,GSM313244,GSM313245,GSM313246,GSM313247,GSM313248,GSM313249,GSM313250,GSM313251,GSM313252,GSM313253,GSM313254,GSM313255,GSM313256,GSM313257,GSM313258,GSM313259,GSM313260,GSM313261,GSM313262
23611,8.71835,8.4552,7.5289,7.1972,8.3398,7.5065,8.6982,9.0571,8.46405,7.8548,8.4833,8.73555,8.634,7.9556,8.6581,8.3433,7.92165,8.54835,8.3133,7.89345,8.01615,8.206,7.78155,8.4013,7.90005,8.7132,8.02355,7.57645
23613,10.515,10.4305,10.4875,10.8255,10.459,10.24,10.2925,10.2665,10.6085,9.99795,10.3635,10.26845,9.83655,10.047,10.552,10.2983,10.3093,10.3915,10.5105,9.7864,10.3965,10.03925,9.0191,10.1135,10.3565,10.2249,9.85765,10.5815
23618,7.2011,7.02005,7.2428,7.7247,7.16055,7.9783,7.2003,7.28385,7.42535,7.6473,7.1029,7.122,7.0452,7.11615,6.7694,7.135,7.91155,8.02425,7.16895,7.49935,7.24875,7.19885,8.1547,7.148,7.6326,7.1662,7.83615,7.2268
23619,7.5518,7.5314,7.6197,7.7667,7.6306,8.4234,7.51705,7.5167,7.56935,7.95635,7.3156,7.51535,7.68415,7.56755,7.50325,7.54795,7.85915,7.89465,7.49685,7.84945,7.8013,7.5234,8.05,7.58045,7.8151,7.51495,8.25395,7.4766
23623,7.01225,6.917,7.32885,7.56405,7.13095,8.35105,7.08645,7.23975,7.11225,7.67935,7.13085,7.24645,7.0877,6.95755,7.09455,7.1181,8.1154,7.7588,7.06125,7.67435,7.5664,7.2893,7.9802,7.0838,7.7278,6.9589,8.1345,7.11995
23624,7.1721,7.1665,7.3473,7.2788,7.2975,8.44725,7.2288,7.39225,7.1629,7.5617,7.3909,7.4717,7.40285,7.11005,7.13065,7.2693,7.6746,7.50765,7.2518,7.7719,8.00335,7.4535,7.71175,7.6787,7.56475,7.1472,8.2278,7.27855
23627,8.1166,8.3093,8.2479,7.51415,7.88735,7.2032,7.8426,7.74865,7.77605,7.9623,7.63365,7.99345,8.066,8.29335,7.9564,8.33235,7.5038,7.55255,7.97905,7.78335,7.67125,7.8548,7.3895,7.81905,7.85955,8.1898,7.70895,7.9198
23629,7.13145,7.11685,7.158,7.24645,7.03505,8.435,7.3077,7.1139,7.0223,7.8209,6.81575,6.88455,7.0524,7.18765,7.02505,6.78685,7.322,7.7026,7.10415,7.9806,7.66005,7.3113,7.9999,7.44095,7.676,7.16445,8.2462,7.12395
23631,6.7331,6.90945,6.959,7.36335,6.732,8.1302,6.48045,7.8839,6.75675,7.49605,6.41335,7.0991,7.13465,7.40525,6.83955,6.7844,7.2822,7.38725,7.5006,7.71855,7.4428,7.36365,7.93985,7.43285,7.35935,6.58965,8.016,7.21785
23635,8.7064,8.8729,8.74065,8.2713,8.64145,8.35635,8.48505,8.4976,8.5328,8.59125,8.21685,8.6628,8.32515,8.58435,8.50535,8.07595,8.266,8.20415,8.33275,8.60435,8.9514,8.376,8.22165,8.6923,8.47945,8.692,8.717,8.61825
23636,8.1456,8.1552,8.04305,8.24915,8.46815,8.47335,8.23335,8.39,8.23355,8.1477,8.4575,7.92535,7.76165,8.0336,8.2868,7.7018,8.34755,8.6702,7.99335,8.0944,8.29715,8.26765,8.6402,8.15785,8.6234,8.1336,8.4,8.1959
23639,9.76235,9.35705,9.6161,9.51365,9.93085,9.30475,9.71685,9.4601,9.8369,9.4473,10.2855,9.9864,9.9264,9.8022,9.56675,9.60535,9.44925,9.5275,9.60785,9.0317,9.8156,9.67755,8.4226,9.4791,9.7411,9.3534,8.74595,9.6719
23643,9.77485,9.3559,9.64305,9.90295,9.9867,10.3245,9.78845,9.29775,9.96925,9.88195,10.06435,9.21185,9.77965,9.7927,9.92155,9.71345,9.94975,9.805,9.3692,9.9542,10.494,9.7109,9.9399,9.2732,9.8356,9.76665,9.7922,9.66465
23645,10.06975,10.1525,10.174,9.39895,9.34825,9.15035,9.53845,9.32625,8.84495,10.28605,9.2068,9.54845,10.4067,10.40595,9.9109,10.0318,9.48695,9.1749,10.42915,10.3393,9.7487,9.0845,9.7949,9.1379,9.62305,10.10865,9.78825,9.10495
23646,10.03205,9.84455,9.7669,10.0222,9.9067,9.03825,10.03,9.9049,9.9288,9.6337,9.937,9.9206,9.46255,9.84925,9.75415,9.8036,9.60175,9.9468,9.8287,9.58545,10.05,10.01595,9.21225,9.4972,10.10425,9.8581,9.2384,9.7077
23648,11.4955,11.159,11.401,10.6995,11.604,11.011,11.2075,10.9905,10.725,11.027,11.154,11.185,11.381,11.162,11.469,11.2105,11.6085,11.2135,11.0095,11.4555,11.4305,11.501,11.224,10.576,11.0975,11.679,11.3975,11.023
23651,8.5837,8.75885,8.76815,8.18655,8.1286,7.7911,8.2458,8.34475,7.96245,8.6591,7.80295,8.82765,8.57625,8.9501,8.577,9.08765,8.46385,8.3845,8.52,8.57385,7.8357,8.377,8.1448,8.57155,8.48825,8.7441,8.07525,8.8182
23653,8.593,8.70375,8.6276,8.6267,8.73695,7.55395,8.8701,8.48015,8.64645,8.6271,8.8009,8.5485,8.8141,8.8914,8.64065,8.59115,8.2421,8.62175,8.754,7.9489,8.3084,8.75515,8.1248,8.70245,8.98255,8.8911,7.6801,8.89715
23658,10.48825,10.383,10.4025,10.6965,10.0525,9.6476,10.22555,10.0719,10.16475,10.2377,10.4645,10.36235,10.17725,10.55,10.576,10.5095,10.3594,10.4115,10.32195,10.26485,10.2844,10.517,9.0305,10.4835,10.5415,10.751,9.9362,10.476
23661,10.4846,11.0175,10.94,10.8525,10.6965,10.0103,10.25575,10.6521,10.647,11.0545,10.985,10.7935,11.088,11.0675,10.9255,10.947,10.4513,10.777,11.3375,10.9315,10.47325,10.7625,9.2439,11.0065,11.0255,10.8745,10.2845,10.7325
23662,8.2221,8.45935,8.469,8.19575,8.2202,7.4836,8.05925,7.85785,8.29175,7.89985,8.4611,7.7336,8.34595,8.25825,8.4817,8.18765,7.8165,8.13215,8.51285,7.79495,7.97505,8.42845,7.6027,8.0706,7.9948,8.25525,7.3954,8.4727
23664,8.14415,8.30325,8.26535,8.27075,8.0986,6.8709,7.8637,7.95255,8.32295,7.5688,8.48525,7.96135,8.27205,8.1734,8.3116,8.32425,7.61205,7.6709,8.39955,7.61705,7.56525,8.2254,7.17985,8.2092,8.061,8.142,7.0338,8.233
23665,8.9299,9.0416,8.80245,8.4886,8.8143,8.72235,8.7916,8.5718,8.58755,8.8649,9.17665,7.99805,8.0545,9.28005,8.524,8.55845,8.0351,8.83185,8.7896,8.94955,8.96315,9.0576,8.28825,8.9806,9.052,9.18505,8.7854,8.61325
23668,8.0058,6.97135,8.19505,7.08555,6.61495,6.6846,6.7604,6.806,6.8643,6.95805,6.69085,6.8855,7.18395,7.1163,6.92145,9.5521,7.04045,6.7796,6.6878,6.6891,6.7232,6.60685,6.86555,7.0948,7.1388,6.7049,6.752,7.36045
23671,7.03595,6.99375,6.9196,7.4285,6.969,7.79715,6.7696,6.89935,7.1287,7.4604,7.07595,7.122,7.0155,6.9079,6.4491,6.94055,7.25105,7.63865,6.93945,7.70815,7.33205,7.2038,7.4485,7.1561,7.48945,6.98645,7.9269,6.89815
23674,8.7309,8.66655,8.77715,8.95065,8.4831,7.99505,8.5608,8.7779,8.8509,8.32995,8.701,8.0371,8.58735,8.71615,8.491,8.58315,8.49475,8.79665,8.62915,8.07225,8.26915,8.69545,8.1509,8.5989,8.44975,8.45805,7.9478,8.646
23675,8.9127,8.7856,8.7347,8.75445,8.81625,7.9131,8.58115,8.53845,8.8199,8.41305,9.136,8.1587,9.05715,8.67085,8.9084,8.62115,8.5367,8.6788,8.93265,8.011,8.35245,8.793,7.7301,8.4752,8.36565,8.60805,7.47365,8.70565
23678,9.0598,9.11235,9.05495,9.04945,8.9871,8.13675,8.7438,8.75945,8.89425,8.6698,9.1181,8.55255,8.928,8.94005,9.03215,8.90335,8.677,8.7237,9.1893,8.3777,8.88435,9.0299,7.9389,8.69445,8.9056,8.9059,8.0773,9.1965
23683,8.62365,8.2734,8.6788,8.8765,8.5168,7.3685,8.1803,8.3212,8.81415,8.47505,8.374,8.59395,8.63305,8.8501,8.1389,8.605,8.24665,8.3249,8.44965,7.88185,8.2282,8.57705,7.6004,8.47955,8.8045,8.16575,7.68835,8.6123
23686,6.879,6.7949,6.8147,7.48815,6.9033,7.95415,7.0044,6.9834,7.08705,7.37335,6.95935,6.75025,7.0823,6.8028,6.27155,6.79145,7.175,7.4277,6.8642,7.64425,7.31225,7.22945,7.37255,7.04795,7.47075,6.77335,8.0797,6.59605
23688,8.97275,9.10015,9.57585,9.65215,8.6003,8.64425,9.31505,9.04525,9.3,9.0456,8.4767,9.05065,9.371,8.83785,9.52295,9.6616,9.47325,9.7648,9.02995,9.1341,8.2875,9.29155,8.79355,9.3433,9.26685,8.7397,8.68825,9.3065
23689,6.60165,6.67205,6.71065,7.68585,6.45475,7.74015,6.9123,6.5818,6.9432,7.5267,6.64075,6.49725,7.0883,6.77915,6.5642,6.7446,8.1602,7.65855,6.66505,7.5729,6.93065,7.07795,7.77825,6.83015,7.6346,6.33755,8.0726,6.5573
23690,7.1103,7.35255,7.17045,8.12,7.1985,8.4784,7.2414,7.3878,7.38995,7.95275,7.59555,7.1754,7.40915,7.21365,6.8336,7.1504,7.8909,8.2786,7.36935,8.0986,7.78935,7.577,8.38065,7.4444,8.07035,7.0991,8.67445,7.26555
23693,7.09245,7.0795,7.1016,8.2975,7.08965,9.30495,7.21345,7.2844,7.51445,8.24775,7.2187,7.0647,7.50075,7.12945,6.74655,7.0093,8.6392,9.04085,7.1242,8.1706,7.69625,7.62015,8.8188,7.3714,8.23005,7.1085,9.11115,6.8882
23695,7.22785,7.13055,7.1084,8.00665,7.17625,8.5978,7.27225,7.40975,7.2128,7.79,7.43485,6.94275,7.2391,7.18095,6.8084,6.96955,7.9367,8.0649,7.26385,8.16105,7.69235,7.5098,8.3686,7.36875,8.106,7.11875,8.6863,6.85695
23696,9.29305,9.2608,8.87605,9.5576,9.31175,8.7719,9.47395,8.9271,9.27705,8.73765,9.47735,8.7507,9.2049,9.01825,8.94545,9.12675,8.6811,9.2039,9.05805,8.81195,8.8909,9.33455,8.31455,9.21695,9.36425,8.8342,8.2278,8.71335
23698,6.54465,6.86315,6.9421,7.5522,6.52595,7.57445,6.6752,6.6152,6.7542,7.3533,6.3217,6.49725,6.8494,6.85535,6.7634,6.62225,7.4067,7.81915,6.7564,7.20695,6.95565,7.03965,7.5832,6.8705,7.43025,6.72315,7.9095,6.4032
23708,6.9022,6.93905,6.6833,7.97075,6.84895,9.1293,6.9292,7.2154,7.2182,8.0435,7.00415,7.03155,7.1396,7.01055,6.74655,6.70465,7.8451,8.28815,7.0565,8.2655,7.80825,7.5977,8.42985,7.4684,8.14005,6.7602,9.1393,6.48255
23720,10.799,10.5625,9.8192,9.79325,9.9952,10.2616,10.9485,10.8365,10.7715,10.6425,10.4115,11.1655,11.175,10.4495,10.6605,11.042,10.648,10.5135,10.593,10.289,10.00745,10.7405,10.00875,10.7435,10.6015,10.748,10.528,9.79035
23734,9.7421,9.951,9.7432,9.95275,10.1965,9.7906,9.6056,9.8459,9.6934,9.4106,10.559,9.9078,9.97765,9.74725,10.0722,9.69165,9.92425,9.8677,10.176,9.8602,10.3455,9.69275,9.1117,9.68435,9.64805,9.7435,9.9001,10.1409
23741,9.498,9.4692,9.4871,9.9659,9.21165,9.6496,9.1339,9.36805,9.2548,9.58735,9.61755,10.01885,9.8939,9.4978,9.5649,9.96325,9.9664,10.03875,9.56625,9.79105,9.21885,9.75475,9.6564,9.6667,10.10675,9.5231,9.70555,9.81935
23744,8.80315,8.7713,8.5016,8.88895,8.6997,10.069,8.6663,8.91875,8.85875,9.05125,9.083,8.39865,8.68975,9.00065,8.37575,8.75385,9.0662,8.946,8.66345,9.4138,9.08815,8.89545,9.3822,8.91985,8.47485,8.8338,9.6977,8.5293
23745,9.2551,9.3167,9.6379,9.8685,8.5253,9.40785,9.17245,9.28235,9.4877,9.43565,8.588,9.29775,8.94535,9.4642,9.5365,9.4148,9.3769,9.5542,9.20615,9.4015,8.72855,9.2923,9.3647,9.47795,9.50045,9.09115,9.40085,9.42745
23746,7.8029,7.19555,6.99005,8.00745,7.03515,9.6117,7.615,7.48755,7.56945,8.35075,7.27575,7.28725,7.9856,7.2614,7.11805,7.395,8.6462,8.43555,7.3551,8.454,7.9499,7.7686,9.10785,7.5341,8.33945,7.34105,9.41815,6.7405
23749,6.5749,6.58805,6.9063,7.6072,6.47275,8.4565,6.59845,6.8574,6.78595,7.5099,6.60015,6.8725,7.01105,6.66185,6.6704,6.63775,7.9652,8.02425,6.6749,7.3473,7.101,7.027,7.9299,6.8755,7.67775,6.2687,8.1276,6.48255
23751,9.81835,9.8129,10.368,9.748,9.9346,8.88445,10.132,9.61715,9.765,9.8342,9.3784,9.8421,10.0435,9.46075,9.75955,9.38265,9.7872,9.5003,9.50255,9.4525,9.46835,9.44685,9.14365,9.858,10.976,9.67965,9.43765,10.4575
23755,9.6899,9.8838,9.5619,9.34205,10.07605,10.6515,9.9395,9.78855,9.6015,9.65685,10.0884,9.28275,9.1657,9.9557,9.5926,9.0579,9.47915,9.772,9.58185,9.7704,10.569,9.3865,9.9693,9.84115,9.9445,10.2335,10.496,9.70345
23761,10.272,9.7705,10.1565,11.016,10.14865,10.3315,9.76335,10.404,10.22115,10.119,10.245,10.427,9.9792,10.0855,9.88,10.301,10.2835,10.255,10.304,10.0192,10.27,10.5315,10.173,10.403,10.7145,9.884,10.2785,10.273
23764,10.0427,10.00255,10.2145,10.2625,10.1105,9.5255,10.1835,10.355,10.3855,9.81955,10.2565,10.4075,10.6655,10.184,10.2995,10.704,10.21955,10.4815,10.381,10.0314,9.95595,10.186,8.8382,10.1155,10.4685,9.92525,9.32085,10.2275
23769,7.25255,7.2364,7.3524,7.6868,7.36325,8.8105,7.31765,7.39355,7.34975,7.953,7.5191,7.4751,7.564,7.1948,7.6923,6.9082,8.1893,8.3691,7.2907,8.1027,7.64095,7.39025,8.5214,7.35175,7.8737,7.25325,8.5237,7.25955
23772,7.6047,7.992,7.593,8.00745,7.98165,8.5611,7.7489,7.66975,8.12835,8.0596,8.00315,8.0613,8.09015,7.6385,8.04005,7.9241,7.74335,8.05135,7.6867,8.1589,8.44585,7.68725,8.1163,7.7636,7.66215,7.71675,8.07775,7.4697
23774,6.634,6.69015,7.04845,7.82415,6.74055,9.44585,6.755,7.21965,7.0425,7.8481,6.86835,7.06065,7.47725,6.90325,6.9433,6.605,7.84195,8.2311,6.99715,8.06365,7.6847,7.39555,8.457,7.4684,8.13215,6.64115,8.97155,6.45475
23775,6.76345,6.6933,7.1342,7.63185,6.88355,8.4345,6.9294,7.03725,7.02525,7.36895,6.99875,7.0742,7.2198,6.7716,6.90335,6.8668,7.36935,7.9154,6.85135,7.45865,7.30905,7.12775,7.7002,7.07675,7.47075,6.70845,7.99075,6.94545
23778,7.39995,7.2688,7.3612,7.72385,7.35175,9.27035,7.4454,7.45175,7.4168,7.9372,7.3911,7.3721,7.01105,7.344,6.90985,7.0079,7.6263,7.83255,7.31315,8.2251,8.14035,7.52155,8.31035,7.70625,7.92005,7.4092,8.82335,7.3612
23783,11.6545,11.6365,11.4665,11.3285,11.3195,12.03,11.7725,11.607,11.826,11.6885,11.3425,10.8765,10.618,11.849,11.182,11.198,11.203,11.6195,11.3075,11.7225,11.478,11.49,11.767,11.6685,9.9229,11.5705,11.833,11.2915
23785,7.2673,7.1433,7.2733,7.52465,7.18745,8.03955,7.2308,7.24645,7.15615,7.62675,7.1857,7.5146,7.1073,7.2338,7.26945,7.0707,7.62165,7.57065,7.19005,7.5659,7.46855,7.1869,7.93035,7.4339,7.5931,7.12565,7.91785,7.12975
23790,9.1139,8.81335,9.04335,9.0543,9.11055,8.8962,9.0353,8.79205,9.2172,8.4749,9.48865,8.9318,9.1505,8.8293,8.9003,9.00625,8.76355,9.06175,9.00885,8.61785,9.058,8.82965,8.0852,8.8066,8.91345,8.85005,8.26135,9.10385
23792,9.79875,9.7401,9.64585,9.5682,9.614,9.09375,9.8458,9.7241,9.7369,9.427,9.5708,9.5768,9.8655,9.5295,9.5593,9.7057,9.36685,9.5395,9.62025,8.9191,9.39735,9.5415,8.7623,9.57495,9.58935,9.73125,8.73975,9.776
23797,8.75715,8.5677,9.02655,8.79845,8.769,8.087,8.7533,8.81125,8.6752,8.81995,8.28075,8.86675,8.29275,8.65295,8.50095,8.2489,8.1202,8.0376,8.6303,8.2481,8.64735,8.47825,8.14025,8.9502,9.0198,8.9418,8.06495,8.815
23803,9.6127,9.4469,9.4462,9.51465,9.9885,10.2845,9.46455,9.5848,9.7466,9.4506,10.16395,9.1819,9.06675,9.5266,9.31395,9.35655,9.52035,9.59275,9.29255,9.6587,10.203,9.40185,9.37675,9.24965,9.5736,9.8723,9.6568,9.73775
23806,9.32355,9.553,9.19465,9.3061,9.59775,9.5466,9.25875,9.1154,9.39265,9.3724,9.21595,8.9934,9.56655,9.1103,9.7178,9.3709,9.32975,9.4251,9.3238,9.4888,9.175,9.30435,8.79975,8.89475,9.5699,9.4386,8.7681,9.31125
23809,7.30545,7.06385,6.9828,7.67655,7.2145,8.1682,7.3337,7.31755,7.30055,7.8117,7.05315,7.122,7.67645,7.15575,7.16295,7.0093,7.98595,8.26785,7.02265,7.45935,7.30925,7.1027,8.3632,7.2747,7.7397,7.44945,7.984,6.81005
23811,9.6349,9.4395,9.6999,9.0565,9.03285,9.81455,9.12275,9.0331,9.1886,9.96115,8.4283,9.64095,9.33495,9.62535,9.34625,9.71495,9.2835,9.22125,9.2097,9.78675,9.15045,9.06055,9.44045,9.08965,9.6486,9.37845,9.925,9.3227
23814,7.35175,7.27905,7.4517,7.33885,7.23735,6.88445,7.1193,7.588,7.4485,7.0974,7.2492,7.67835,7.6415,7.5306,7.36865,9.3329,7.24445,6.74425,7.64865,6.9849,7.07235,6.9723,7.03705,7.1985,7.0898,7.28295,6.83895,8.08945
23815,8.938,9.16055,9.21615,8.5556,8.36,8.3699,8.7119,8.5119,8.56125,9.1614,8.0546,9.12965,9.00405,9.1441,9.01705,9.31135,8.3891,8.62615,8.8612,8.9559,8.41025,8.7123,8.3689,8.84575,9.03595,8.9246,8.75405,8.9405
23817,13.875,13.741,13.867,13.262,13.046,13.2225,13.8515,13.461,13.395,13.8025,12.275,14.207,13.625,13.74,13.314,13.937,13.31,13.4705,13.451,13.6845,13.017,13.666,13.67,13.855,14.313,13.503,13.796,14.1835
23818,8.425,8.29055,8.5087,8.26665,7.7644,7.85845,8.1912,8.13415,8.08675,8.08235,7.5513,8.83265,8.33055,8.5951,8.49455,8.865,8.06295,7.9577,8.1122,8.19795,7.81125,8.3054,7.7974,8.36415,8.276,8.08085,7.88945,8.5397
23820,6.4303,6.5184,6.88835,7.2876,6.49075,7.7698,6.5116,6.71765,6.73,7.278,6.45915,6.59745,6.64595,7.4712,6.6647,8.61435,7.53175,7.3838,6.5433,7.1355,6.97055,6.90755,7.39425,6.91485,7.4821,6.26945,7.5081,6.28785
23821,7.2529,7.10765,7.25805,7.86985,7.1575,8.79325,7.15775,7.3421,7.331,7.8978,7.28905,7.097,7.53275,7.1302,6.98835,6.79145,8.12565,8.1199,7.1857,8.10695,8.0602,7.5321,8.67295,7.61615,8.0971,7.00065,8.82115,7.3784
23823,8.5219,8.3739,8.18395,8.0978,8.62205,7.82155,8.64535,8.5646,8.53865,8.4885,8.4127,8.48705,8.9633,8.36385,8.9218,9.1482,8.64565,8.6031,8.32505,8.0859,8.13395,8.39955,8.08785,8.30185,8.29185,8.6257,8.0152,7.8932
23824,7.21625,7.261,7.19685,7.6223,7.2249,8.26975,7.40705,7.40925,7.47,7.69255,7.41235,7.24765,7.0155,7.24955,7.09455,6.5955,7.4857,7.9707,7.18235,7.74885,7.64055,7.24295,7.9482,7.4984,7.46425,7.16285,8.0743,7.20165
23826,8.44215,7.6775,8.59035,8.59215,8.0321,9.10545,8.36525,8.6006,8.1026,7.9713,8.2368,7.9526,8.097,7.6794,7.8499,7.7601,8.20455,8.3033,7.8371,8.7531,8.1046,8.20115,8.1626,8.21905,8.5716,7.5014,8.2683,8.56805
23828,8.2699,8.56595,8.5086,8.214,8.51975,7.2639,8.3165,7.87915,8.3018,7.94485,8.08715,7.8868,8.4892,8.1549,8.7828,7.9948,7.698,7.6703,8.2366,7.7797,8.11135,8.34965,7.4499,8.34765,7.66935,8.18235,7.6576,8.54375
23829,7.97895,8.0747,8.0116,7.68655,7.81855,8.4469,7.4346,7.59935,7.56165,8.3558,7.5472,7.76495,8.035,8.05665,7.73415,7.85515,7.9387,7.73965,7.86875,8.24905,8.0097,7.6485,8.24135,7.7541,8.1026,8.1532,8.6886,7.5149
23830,7.59495,7.69965,7.28175,7.67095,7.7095,8.62555,7.7018,7.9425,7.7282,8.23755,8.08405,7.51645,8.1216,7.89985,7.70925,7.87905,8.10935,8.01305,7.7636,8.25085,7.9761,7.82565,8.4242,7.66965,7.76115,7.891,8.42735,7.22715
23831,7.4877,7.487,7.44725,7.339,7.82815,7.3776,7.50945,7.8892,7.4151,7.45865,8.1554,7.2338,7.85895,7.9036,7.67975,8.2489,7.4826,7.4437,7.55195,7.52295,7.3018,7.6207,7.2671,7.4447,7.63245,7.33625,7.3737,7.4191
23835,8.9036,8.73905,8.72385,8.80675,8.75865,8.00915,9.03645,9.0044,8.81905,8.5564,8.78555,9.49335,8.64375,8.7068,8.66495,8.68615,8.5651,8.75105,8.8888,8.0643,8.6026,8.5429,8.38365,9.0246,8.89045,8.80125,8.1699,8.8221
23838,8.01315,7.9541,8.2045,7.82155,8.048,7.4816,7.97325,8.0764,8.04875,7.83605,7.87205,8.0299,8.17595,7.8834,8.2135,7.82855,7.6455,7.6067,8.08065,7.75775,8.01535,7.8259,7.5415,7.8619,7.90925,7.7618,7.46145,8.14005
23840,8.7358,8.5246,8.80585,8.82475,8.61555,8.07305,8.39445,8.80975,8.8433,8.3798,8.7114,8.87965,8.30665,8.39225,8.55495,8.4268,8.23565,8.3415,8.43275,8.2532,8.7973,8.4643,8.21965,8.82335,8.89815,8.7306,8.2046,8.7168
23846,6.84445,6.8335,7.02785,7.83055,6.8867,9.1455,6.87295,7.28715,7.1058,8.08315,7.04665,7.16055,7.17505,7.06575,6.97265,6.63775,7.9669,8.03615,7.04125,8.10575,7.90835,7.53255,8.71355,7.1741,8.10045,6.6941,9.0651,6.76735
23847,9.14135,8.6892,7.7812,7.23555,8.8411,9.1291,9.1234,8.3624,8.67785,8.23925,8.96775,8.5784,8.5284,8.7904,8.27245,7.6735,7.7993,9.0101,9.16075,8.09365,8.83655,7.937,8.1943,10.618,7.2889,9.1299,8.09615,9.69135
23849,7.0482,6.9463,7.35475,7.6529,7.00775,8.46155,7.0842,7.06405,7.31595,7.6541,7.13505,7.15355,7.01105,7.07865,6.91885,6.7844,7.84095,8.00925,7.1113,7.58545,7.68215,7.2371,7.9761,7.06105,7.69275,7.12445,8.19035,7.5593
23851,7.68065,7.99725,8.0205,7.57295,8.3252,6.7331,7.8235,7.69355,8.2164,7.4476,7.9946,8.11165,8.2979,8.0974,8.34195,7.59175,7.33715,7.8811,7.8337,7.37295,7.55245,7.8603,7.26495,7.846,8.98535,7.7367,7.0751,8.17555
23855,8.8601,8.6991,8.68705,8.772,9.09775,7.99735,8.6902,8.5969,8.9614,8.4855,8.88695,8.60615,8.88085,8.9205,8.90985,8.589,8.5755,8.7932,8.5861,8.3413,8.7807,8.80605,8.1983,8.7674,8.4211,8.45835,8.2926,8.5364
23859,9.03555,8.8335,8.9538,9.1428,9.0371,8.3546,9.1069,9.34435,9.0635,8.7116,8.996,9.22565,8.4759,9.0344,8.9773,8.94635,8.63995,8.83485,9.02055,8.5419,9.13845,9.1634,8.46475,8.819,7.90745,8.8174,8.3926,9.1397
23860,7.2014,7.23345,7.37865,7.46115,7.2232,8.39775,7.1212,7.45765,7.2432,7.80645,7.0556,7.36445,7.4604,7.18305,7.3723,7.4997,8.16625,7.88105,7.21075,7.8921,7.8863,7.4778,8.74665,7.46835,7.7792,7.19,8.4447,7.52715
23862,8.60225,8.306,8.10675,8.09165,8.582,7.9338,8.66185,8.68715,8.53565,8.3402,8.60525,8.3611,8.4326,8.39945,8.5785,8.2666,8.55615,8.57205,8.477,8.0149,8.4648,8.20275,8.6634,8.20365,7.8472,8.14055,8.2559,8.1948
23871,8.0324,7.97595,8.1273,7.92075,7.4873,7.78165,7.7501,7.64195,7.62615,8.4,7.558,8.13335,7.987,8.22525,7.8901,8.38075,7.9114,7.64045,7.9694,8.2434,7.6411,7.80975,8.1594,7.7732,8.13555,8.272,8.28915,7.87875
23874,8.41045,8.36655,8.67855,8.4166,8.4986,7.0601,8.58895,8.3292,8.2996,8.27675,8.22715,8.4667,8.36515,8.52475,8.1236,7.84345,7.4922,7.4587,8.264,7.66285,7.90115,8.43245,7.58215,8.6181,7.925,8.77915,7.4293,8.56145
23877,10.1752,10.644,10.6775,10.6855,10.3248,9.8591,9.94785,9.90615,10.1935,10.7,10.471,10.4029,10.7805,10.34045,10.6315,10.76,10.45285,10.38955,10.74,10.63,10.5855,10.8115,9.2403,9.978,10.832,10.71,9.9388,10.475
23880,8.0765,7.80365,7.93125,7.84715,8.276,7.24,7.8217,7.9823,7.591,7.5076,7.83165,8.1324,7.5916,8.09015,7.23255,7.3981,7.1855,6.945,7.7002,7.3048,8.1575,7.6003,7.3891,8.08415,6.85565,8.03295,7.37505,8.26865
23884,10.531,10.417,10.2864,10.905,10.17205,10.2165,9.84035,9.8283,10.75,10.205,10.6315,9.27595,10.0967,10.2451,10.23095,10.122,10.0881,10.47965,10.3276,10.09305,10.1463,10.4835,9.6156,10.484,10.2215,10.169,10.1181,9.91955
23885,8.23315,8.2245,8.21505,8.0603,7.7327,8.5393,7.78425,7.86325,7.86375,8.59485,7.9225,8.01025,8.1129,8.33685,8.0405,8.38235,8.1555,8.09455,8.282,8.75485,8.3146,8.1834,8.2265,8.23485,8.2749,8.04825,8.68115,8.0111
23887,9.04295,9.33675,9.1615,8.5704,8.4485,8.4391,8.2962,8.47825,8.3668,9.2059,8.28475,9.2801,8.7909,9.2648,8.8211,9.4979,8.2055,8.5414,9.0813,9.0976,8.37715,8.72945,8.2899,8.88525,9.13455,8.77265,8.88415,8.74915
23888,9.77415,9.20275,9.88905,10.0447,9.4702,8.9551,9.6687,9.74535,9.40705,9.58125,8.96875,9.5331,8.98975,9.2758,8.9768,8.89185,8.41615,9.3095,8.85395,9.20915,9.24445,9.52905,9.5411,10.0345,9.92395,9.67075,8.94795,9.57655
23889,14.548,13.814,14.3155,14.457,13.3,13.6575,13.578,13.2415,12.9815,13.639,13.123,13.745,13.3195,13.5125,13.6275,14.3265,13.5335,13.566,13.812,13.4945,13.5965,14.3525,13.8915,13.036,13.742,13.878,13.425,13.412
23895,10.0665,10.075,10.0119,10.11355,10.175,9.20915,10.06665,9.75845,10.02385,9.73445,10.244,9.8058,10.282,9.66785,10.282,9.96265,10.0076,10.0335,10.172,9.5054,9.9619,10.0071,9.02565,9.9348,9.93955,10.04295,9.0164,10.106
23898,10.286,10.5225,10.38555,10.224,9.4976,9.9267,9.65355,9.7413,10.0214,10.50715,9.2783,10.6535,10.28285,10.3378,9.97165,10.8165,10.2185,10.30715,10.18735,10.39155,9.12215,10.31075,9.97745,10.05,10.6055,10.1877,10.3965,10.17505
