ID_REF,GSM18403,GSM18404,GSM18405,GSM18406,GSM18407,GSM18408,GSM18409,GSM18410,GSM18411,GSM18412
U01157_at,16.5,45.6,16.2,35.5,25.9,29.3,22.9,57.5,21.2,44.5
U01160_at,336,273.8,450.2,342.9,346.8,436.7,239.2,385.2,442.8,365.3
U01212_at,193.7,208.2,202.2,227.6,104.5,215.6,175.2,233.4,261.2,249.9
U01317_cds1_at,0,0,0,0,0,0,0,0,0,0
U01317_cds4_at,0,0,0,0,0,0,0,0,0,0
U01317_cds6_at,0,0,0,0,0,0,0,0,0,0
U01337_at,1337.2,1152.4,1284.3,847,1226.4,1067.8,1439.6,1202.1,1076.4,1193.4
U01691_s_at,1039.3,1138.9,1409.8,1440.7,1068.4,1333.8,1196.3,1389,1461.7,988.9
U01824_at,28,77.7,74.2,84.6,59.3,77.3,49.9,42.2,13.9,66.2
U01828_at,27.6,27.9,22.1,32.8,33.5,43.8,63.2,44.5,41.6,73.1
U01833_at,204.5,187.3,232.2,174.8,222.5,205.6,321.9,301.6,289.9,176.9
U01877_at,127.2,123.8,164.2,75.9,230.8,775.5,567.5,611.1,382,270.3
U01922_at,15.1,19.4,15.4,23.6,18.6,19.7,31.3,23.8,17.5,22.6
U01923_at,53.3,104.9,79.8,92,62.1,74.6,74.5,71.4,85.5,70.1
U02019_at,6.7,9.7,8.2,12.1,3.8,37.5,8,32.4,28.4,5.7
U02020_at,0,0,0,0,0,0,0,0,0,0
U02031_at,958.5,826.3,602.1,752.6,795.2,1115.5,1033.2,901,930.2,1099
U02081_at,116.2,80.4,89.7,133.6,129.2,142.3,93.8,169.5,107,79.1
U02082_at,236.1,194,313.9,236.3,297.6,270.8,284.4,240.6,348.9,414.4
U02310_at,101.5,174.9,219.6,184.1,172.5,238.1,269.3,323.9,203.9,161.1
U02388_at,4.2,7.4,1.5,1.2,6.1,4,2.9,2.9,3,8.6
U02493_at,0,0,0,0,0,0,0,0,0,0
U02556_at,675.4,583.7,888.4,917.1,960.9,734,608.7,591.9,837.3,616.3
U02566_s_at,200.9,211.2,232.2,248.7,153.5,140.6,230.4,205.5,200.4,92.8
U02570_at,2008.8,1502.8,2032.1,1559.7,1816.3,1891.4,1808.5,1942.3,1995.1,2235.7
U02609_at,175.7,261.9,262.6,262.8,156.3,111,45.9,185.6,137,123.6
U02619_at,777.9,802.8,875.5,909.4,852.4,1229.2,975.7,1006,1189,1020.7
U02632_at,78.4,79.3,78.5,80.6,40.3,80.4,97.2,102,67.9,77.5
U02680_at,317.2,276.5,387.1,502.1,310,348,333,364.6,255.9,204.1
U02683_s_at,24.9,20.6,24.4,18.2,56.9,27.3,39.3,19,31.7,39.1
U02687_at,5,13.1,7.5,9.2,6.4,9.6,14.6,13.3,10.4,7.9
U03056_at,766.3,302.6,558.8,300.6,609.8,529.1,459.2,664.5,745.1,630
U03057_at,4285.8,3372.6,2793.6,2628,3024.8,3854.4,3779.6,2519.8,4411.7,3929.1
U03090_at,150,33.1,161.5,112.3,190.5,215.3,119.1,203.7,154.8,231.5
U03100_at,827.2,767.4,981.1,1140.7,784.7,909.3,775.7,884,907.7,913.6
U03105_at,170.3,110.9,252.3,165,169.2,223.1,360.2,362,300.4,149.7
U03187_at,30.9,42.3,38.9,44.2,27.3,51.2,55.5,45,36.5,54.7
U03270_at,67.8,93.7,64.4,77.6,100.6,79.8,115,97.2,70.8,101.6
U03272_at,71,52.8,38.1,67.2,72.4,64.6,104.6,92.3,30.6,53.6
U03274_at,153.8,235.7,144,59.2,120,62.3,55.3,91.5,120.4,115.2
U03397_s_at,14.7,26.4,8.5,29.2,59.8,51.3,55.8,55.5,77.9,50.2
U03398_at,155.1,75.8,130.9,87.9,110.3,115.2,122.2,117.5,197.1,123.3
U03399_at,33.7,32.9,40.8,22.2,35.8,32.9,17.8,42.9,32.7,28.3
U03486_at,188.1,134.5,201.3,149.1,173.8,125.6,228,232.7,148.5,101.1
U03494_at,169,51.1,144.7,157,259.2,274.4,276.7,145.8,239.9,222.4
U03634_at,120.2,125.1,177.8,168.2,87.4,129.9,155.2,158.7,156.6,112.3
U03642_at,0,0,0,0,0,0,0,0,0,0
U03644_at,238.7,172.4,121.1,159.5,171.6,186.8,110.3,107.8,177.1,121.9
U03688_at,748.5,650.8,207.7,1668.8,158.6,55.3,300.2,155.3,181.5,258.2
U03735_f_at,12.7,15.2,14.9,19.3,12.6,9.3,20,62.2,4.8,20.1
U03851_at,562.5,401.8,474.2,743.8,533.3,468.7,672.3,536.4,473.5,593.2
U03858_at,92.4,70.9,78.6,74.3,90.4,115.5,86.5,39.7,85,208.9
U03877_at,0,0,0,0,0,0,0,0,0,0
U03886_at,55.9,45.1,44,44.1,47.7,30.2,76.3,51.7,42.8,67.5
U03891_at,179.5,378.3,145.1,159.2,193.2,128.3,182.8,173.5,175.2,326.3
U03905_at,5.8,77.8,4.7,5.3,23.8,50.1,6.6,11.2,5.4,10.3
U03911_at,93.8,49.7,52,69.6,94.1,168,85.9,97.7,151.5,140.9
U04209_at,267.7,211.9,206.2,287.6,249.3,273.3,257.3,254.2,254.8,217.9
U04241_at,5512.2,4760,4588.6,2775.7,6125.7,3419.3,3136.4,3025.4,3963.3,5056.9
U04270_at,105.5,54.8,144.3,168.1,64.7,46.5,119,55.9,140.5,80.7
U04285_s_at,841.5,1076,706.4,958.2,1469.3,1367.1,1031.1,819,1164.9,808.4
U04313_at,31.9,9,29.2,51.7,28,19.9,81.9,94.6,8.8,69.1
U04325_cds3_at,0,0,0,0,0,0,0,0,0,0
U04343_at,87.8,69.3,87.8,74.3,124.6,163.3,88,122.4,118.1,76.2
U04520_at,44.5,67,84.9,42.2,58.8,76.5,124.8,98.2,96.9,161.7
U04636_rna1_at,405.2,149.1,588.4,354.7,1262.2,1413.6,1411,1918.7,2055.7,2576.6
U04735_at,48.3,76.2,47.9,104.9,58.2,97.1,126.5,194.3,92.7,99.3
U04806_s_at,180.2,49,91.8,101.4,125.5,231,143.2,121.2,175.7,225.8
U04810_at,11.6,38.6,22.7,22.5,20.7,24.2,28.9,65.7,33.9,20.3
U04811_at,93.9,74.4,140.7,114.2,145.3,218,151.2,190.9,195.8,176.8
U04840_at,34.7,27.4,37,24.6,28.8,62,70.9,100.6,41.2,53.2
U04847_at,146.6,127.4,193.9,199.1,115.3,239.9,250.3,274.6,264.3,262.1
U04898_at,37.6,65.7,64,70.7,59.7,55.8,92.8,88.1,167,13.1
U05012_s_at,28.5,10.7,13.9,6.6,20.1,50.7,122.8,38.5,16.3,14.6
U05040_at,249.4,310.4,293,360.3,278.5,362.9,480.3,468.1,319.5,314.2
U05227_at,54.6,22.1,53.3,25.1,49.9,101.7,51.2,63.6,82.4,71.5
U05237_at,652.3,190.2,770.1,292.1,779.5,452.9,382.6,404.5,554.4,58.2
U05255_at,0,0,0,0,0,0,0,0,0,0
U05255_s_at,385.4,336.4,653.5,478.6,424.4,827.6,587.6,641,441.9,626.9
U05259_rna1_at,0,0,0,0,0,0,0,0,0,0
U05291_at,635.6,646,750.6,506.7,729,741.8,802.7,891.9,398.2,753.6
U05321_at,52.2,25.8,61.9,48.1,60.9,6.8,32.2,35.2,7.6,77.6
U05340_at,204.6,223.8,127.4,123.3,181.3,225,279,95.6,123.8,91.3
U05572_s_at,616.7,678.2,416.4,616.4,668.9,846.5,733,719.1,729.6,585.2
U05589_at,2.1,4.1,3.2,3,1.7,2.6,5.4,4.6,1.8,2.9
U05659_at,65,36.1,115.3,83.2,129.3,135,125.9,175.4,128.6,176.9
U05681_s_at,797,778.8,1359.6,731.2,1673.5,650.6,1698.9,1217.1,2836.6,4285.1
U05861_at,2126.1,516.1,2087.1,2075.5,1027,920,333.9,1829.9,571.7,1279.5
U05875_at,1296.9,1573.8,1662.1,1689.8,1684.7,2504.8,2148.8,2137.9,2530.7,2670.6
U06088_at,276.3,269.7,318.7,314.4,230.6,383.8,264.3,424.9,334.3,266.2
U06155_at,0,0,0,0,0,0,0,0,0,0
U06155_s_at,11623.6,12643.8,14287.2,13248,11037.9,9846.6,12541,10159.5,10049.8,10597.8
U06233_at,21.3,24.9,4.1,16.1,17.8,10.2,44.6,13.7,4.6,11.6
U06452_at,40.5,31.5,31.6,31.5,26.9,43.5,40.7,62.8,7.1,59.2
U06454_at,7.5,33.3,9.7,26.3,7.2,11.5,15.1,40.9,5.4,5.6
U06631_at,611.8,393.4,729.2,367.9,617.4,756.6,548.1,535,658.6,488.4
U06632_at,73.1,83.2,65.9,59.2,78.5,70.6,92.3,80.9,71.1,71.3
U06643_s_at,9.6,15.6,18.7,26.2,11.6,22.7,23.4,18.7,14.9,14.6
U06681_at,359.1,463.1,266,273.1,428,564.1,533.4,421.8,548,557.8
U06698_at,15.3,40.4,13.2,25.6,9.8,38.1,17.6,34.3,13.1,11.4
U06863_at,534.9,1286.1,636.7,686.6,521.7,993,589.8,1606.2,671.2,828.3
U07000_cds4_at,250.8,216.6,260.8,191.8,260.5,255,283.5,352,292.1,321
U07132_at,1068.3,845,757.8,632.9,1029.2,1094.2,798.2,973.5,1271,950
U07139_at,305.8,223.1,326.9,262.7,206.8,304.2,428.4,363.2,251.3,225.8
U07151_at,252.1,203.2,201.7,285.8,203.1,140.6,109.3,219.8,183.8,172.1
U07158_at,793.5,918.5,707.1,739.1,1041.7,747.3,939.1,656,790.8,1309.5
U07223_at,49.8,84,21.4,53.3,82.8,58.3,117.1,135.7,84.1,81.7
U07225_at,26.4,38.7,62.9,75.6,73.4,82.3,44.6,87,81.8,57.5
U07231_at,210.9,188.5,284.1,168.5,225.5,200.2,274.1,345.6,173.3,114
U07349_at,185.9,68.3,98.9,31.8,243.7,34.8,183.4,47.5,285.6,115.6
U07358_at,325.7,199.6,233.1,142.5,190.6,298.8,240.1,286.7,401.7,173.5
U07418_at,385.3,364.1,541.8,389.6,453.7,376.9,406.6,532.9,348.9,219.3
U07424_at,551.4,620.4,442.6,641.3,519.4,361.4,578.5,484,338.1,299.1
U07550_at,394.9,658.9,540.7,1230.4,626.4,354.7,348,438.1,291,536
U07559_at,24.7,43.3,48.9,24.6,36.9,50.7,80.3,70.4,57.5,19.7
U07563_cds1_at,0,0,0,0,0,0,0,0,0,0
U07620_at,102.2,83.1,142,213.7,119.1,269.9,113.9,297.6,113.2,113.5
U07664_at,33.1,37.5,27.1,31.2,30.6,56.4,28.3,30.1,61.8,25.2
U07681_at,172.2,225.4,233.7,249.4,166.7,173.2,363,259.1,166.6,171.6
U07695_at,1009.9,561.5,712.8,464.8,908.6,514.6,863.7,643.3,523,650.9
U07794_cds2_at,0,0,0,0,0,0,0,0,0,0
U07802_at,429,310.1,635.9,553.3,422.8,739.8,603.4,709.4,504.4,455
U07804_s_at,92.6,108,60,105.3,106.3,67.7,126.6,220.1,143.6,63.5
U07806_s_at,1839.7,1211.3,1803.9,2001.8,2184.8,1045.6,2761.9,3223.2,2498.4,1819.4
U07807_at,0,0,0,0,0,0,0,0,0,0
U07856_at,7.5,5.3,7.2,3.5,5.9,10.9,2.3,9.6,5,10.5
U07857_at,1771.3,1797,1914.6,1802,1616.8,1397.5,1353.2,1776.1,1705.5,1570
U07882_at,9.2,8,16.2,24.7,15.9,21.7,16.6,21.7,13,9.2
U07919_at,169,102.2,480.4,557.7,186.1,218.4,255.1,296.2,104.8,216
U07969_s_at,11.4,10.2,74.4,43.7,33.3,92.3,35.2,118.3,68.2,82.2
U08006_s_at,33.2,59.5,43,63.8,29.4,35.6,117.2,46.1,60.3,88.9
U08015_at,88.7,103.4,261.5,103.5,311.9,173.8,334.2,551.2,455.4,572.8
U08021_at,3195.1,5816.9,5043.6,5931.3,3281.2,1016.4,5751.7,5685.3,3134.1,5744.9
U08023_at,324.9,383.7,386.2,620.2,463.1,574.6,457.4,327,515,324.4
U08049_at,6.8,14.3,16.2,39.4,20.7,18.9,60.3,48.6,18.4,29.3
U08096_at,120.9,159.8,152,213.8,150.2,175,146.9,228.8,170.8,178.3
U08191_s_at,167.5,111.2,58.7,160.6,209.3,117.1,188,162.1,128.5,173.2
U08198_rna1_at,36,30.1,43.2,49.9,39,53.5,34.4,26.9,36.7,47.7
U08316_at,427.8,551.5,316.1,370,426.8,861.1,518.4,892.7,616.9,489.2
U08336_at,156.1,164.7,175.2,141,177.1,196.4,127.4,187.4,259.5,191.4
U08377_at,365.5,344.1,392.2,343.2,378.9,462.3,596.9,405.5,522.1,458.8
U08438_at,66.5,69,124.4,75.9,87.2,122.8,538.2,79.1,111.1,120.7
U08471_at,19.2,58,16.4,14.3,59.7,17.8,21.4,27.4,12.9,21.9
U08815_at,367.8,430.6,559,403.9,478.4,352.6,445.6,592.4,386.6,214.1
U08854_s_at,9.4,31.9,21.7,20,26.1,42.7,45.5,56.9,59.7,69.6
U08989_at,263.7,104.7,174.5,101.3,173.1,221.7,198.5,145.4,224.1,178.6
U08998_at,415.9,389.9,281.2,355.3,437.5,363.1,278,324.8,349.5,161.4
U09002_at,44.8,51.9,79.6,35.5,53.4,62.5,81.3,43.7,55.6,20
U09087_s_at,31.1,33.8,20.8,22.8,34.8,99.6,74.7,76.1,55.4,53.1
U09117_at,1186,969.9,1322.6,947.3,1137.8,1026,860.1,894.1,1241.3,1111.1
U09178_s_at,160.3,252,109.4,161,149.1,228.1,127.5,186.4,197.8,167.1
U09196_at,776.9,715.3,822.9,461.8,715.1,644.3,448.2,368.2,453.5,765
U09210_at,49.3,48.9,39.7,50.4,109.2,40.6,67.9,44.9,50.9,43.9
U09278_at,43.6,7.6,47.3,72.1,28.6,63.6,63.1,75.3,16,44.5
U09279_at,14.5,14.1,13.6,4.4,12.6,11.7,30.8,1.9,3.2,4.5
U09284_at,212.9,99.8,50.4,157.5,99.4,137.4,123.5,219.1,165.1,44.5
U09303_at,448.9,404.9,466.5,436.4,456.9,387.1,437.1,319.1,400,332.4
U09366_at,185.8,171.3,230,242.4,219.3,291.8,251.3,226.6,175.2,203.2
U09367_at,227.3,139.1,252.7,152.5,221.1,187.7,145,159.9,264.9,49.1
U09368_at,7,33,20.1,24.2,25.6,10.4,57,44.2,34,6.9
U09410_at,286.6,263.1,292.9,146.1,186.5,352.1,378.1,412.3,314,275
U09411_at,88.7,61.2,90,114.2,54.6,100.9,105,118.9,94.6,78.4
U09412_at,135.9,139.2,148.8,183.9,107.9,242.1,229.7,207,156.9,156.2
U09413_at,29.3,26.9,45.1,41.1,36.5,71.3,73.6,57.2,54.3,8.4
U09414_at,61.9,49.9,75.9,53.7,60.2,166.9,119.9,139.5,51.8,84.9
U09477_at,204.5,221.8,258.1,335.7,246.9,441.5,361.9,451.3,352.4,348.1
U09510_s_at,915.2,1160.6,1175.6,2057.5,1023.6,424.7,716.1,786.8,631.7,402.6
U09550_at,23.7,21.5,34.9,23.5,15.7,49.3,37.5,67.9,67.2,41.2
U09564_at,158.7,225.5,205.8,257.2,172.8,226.3,199.3,320.5,211.9,160.2
U09578_at,252.5,547.7,322.8,448.5,450.9,352.9,346.8,230.8,319.6,170.9
U09579_at,503.9,641.7,1495.9,1151,1313.3,1010.7,1484.3,1518.4,1901.9,4852.5
U09584_at,453.7,334.6,443.4,398,356.6,393.7,263,399.2,379.4,369.6
U09587_at,1511.1,1683.3,1597.5,2099.2,1442.2,914.1,1437.8,1434,833.1,992.4
U09607_at,56.8,256.5,149.6,154.6,118.7,491.5,415,84.4,289.3,245.6
U09609_at,31.6,46,35.6,20,15,14.7,95.7,64.9,20.8,55.8
U09646_at,65.4,66.3,58.8,51.2,63.1,63.1,69.1,109.6,74.8,10.4
U09716_s_at,58,82.9,68.6,104.8,71.3,136.1,115,92.8,84.5,102.8
U09759_at,487.1,312.2,318.3,295,396.7,544.3,450.5,482.7,501.6,281.2
U09770_at,867.8,422.8,1099.1,716.9,1136.6,2018.6,1009.6,1347.5,1271.6,1814.9
U09813_at,2012.7,2875.4,1905.3,2091.8,1676.7,1407.8,1951.9,1638.5,1738.8,1650.4
U09820_s_at,356.5,247.8,412.8,263.2,418.9,483.1,417.2,499.4,282.2,283.1
U09825_at,1139.7,943.4,1168.6,1157.7,1269.9,1260.6,1236.5,1103.3,1344.2,987
U09848_at,249.7,194.8,290.6,187,239.3,345.2,222.6,330.2,249,144.5
U09850_at,47.1,106.2,208.2,158.3,66.1,193.2,42,189.6,128.4,235.4
U09851_s_at,165.1,46.8,107.9,107.3,183.3,136.5,122.7,128.9,106.8,24.2
U09860_at,2.9,1.1,3.4,1.7,0.6,9.5,5,1.8,2.5,48.4
U09877_at,484.3,494,440.5,595.5,426.5,455.5,462.9,357.4,471,433.9
U09937_rna1_s_at,1017.8,1260.2,919.2,908,1583.8,1143.7,1684.8,1408.3,2175.3,5668.3
U09953_at,7858.4,9834.1,8759.4,9010.3,7517.3,6515.7,6863.4,5296.9,7618.6,6868.1
U10099_s_at,301.2,117.2,338.9,288.9,178.9,244.2,460.6,321.9,177.6,133.3
U10117_at,277.3,287.9,243.1,412.4,230.5,292.9,288.9,334.7,269.5,181.3
U10323_at,480.8,562.2,521.7,715.9,417.8,414.2,734.6,670.5,538,615.9
U10324_at,585.7,651.4,555.3,736.8,621.8,994.4,979.6,1105.2,675.2,1014.2
U10362_at,570.8,732.2,636.4,909.5,724,577,490.1,487,470.9,686
U10439_at,2488.1,1859.9,2042.8,2157.7,1793.7,2343.3,2058.4,2272.7,2561.6,2037.6
U10473_s_at,38.8,43.1,31.8,46.9,26.6,40.9,88.8,236.5,34.8,4.1
U10485_at,74,84.3,69.2,89.4,132.5,143.3,136.5,130.9,105.8,71.2
U10492_at,48.5,17.6,18.8,28.7,15.8,13.8,40.6,45.2,33,73.2
U10550_at,482.6,213.4,678.1,391,481.7,1354.4,1009.6,1774.1,887.3,2103.9
U10685_at,68.5,51.8,44.9,66.1,50.1,15.5,110.7,73.6,69.8,55.1
U10686_at,18.4,57.4,72.7,54.4,13.3,107.9,94.6,105,66.3,42.3
U10687_s_at,59.5,23.4,15.5,10.1,3.6,50.8,48.9,54.3,14.8,17
U10689_f_at,9.1,27.6,37.2,32.7,37.7,13.5,5.7,15.9,6.1,34.8
U10690_f_at,30.5,43.2,39.5,27.8,46.6,24.9,121,17.6,20,45.7
U10693_at,39.6,54.3,20.9,15.1,56.5,10.9,30.4,17.5,73.2,25.2
U10868_at,1415.3,615.5,1759.4,1787.5,1514.7,2590.4,1139.5,2501.5,2394.3,1727.4
U10886_at,9.8,14.5,39.7,40.1,6.2,168.8,81.3,79.3,83.8,88
U10991_at,68.5,96.4,65.1,87.2,39.3,147.6,151.8,89.9,155.7,116.4
U11036_at,92.4,45.2,22.8,20.6,103.3,26.1,18.8,26.2,46.8,16.1
U11037_at,100.4,119.4,115.9,124.5,99.5,95.6,170.4,204.6,98,103
U11090_at,210.5,159.6,260.5,219.3,181.4,325.1,165.8,293.6,279.6,242.3
U11287_at,9,8.6,36.5,8.3,8.7,43.8,30.6,13.4,12.4,22.4
U11292_at,345.9,494.7,445.8,506.2,450.6,413.8,476.2,495.4,436,431.8
U11313_at,190.4,191.3,119.7,125.2,135.8,195.6,120.7,309.2,189.6,124.7
U11690_at,32.9,18.1,34.4,52.2,57,20.7,34.5,94.2,91.1,41.4
U11701_at,22.2,14.7,6.2,12.1,7.8,4.1,5.9,13.2,2.9,6.5
U11717_s_at,19.7,53.4,37.9,99.4,35.4,91.1,90.6,159.8,63.2,29.4
U11732_at,78.6,110.3,72.5,128.8,78.8,134,167,162.9,89.1,51.8
U11791_at,345.5,303.3,290.4,260.9,234.7,245.9,259,442,187.1,415.4
U11821_s_at,55.9,13.4,21.7,23.2,31.4,51.6,8.8,30.9,29.9,5.8
U11861_at,1409.9,1890.8,1174.2,1601.2,1472.3,748.1,1202.3,841.7,1009.5,1678.4
U11862_s_at,78.1,54.1,31.1,18.9,56.5,68.2,26.3,17.7,58.7,29.3
U11863_at,118,114.1,166.6,93.5,116.6,119.5,108.2,93.7,94.7,108.8
U11870_rna1_at,202.7,401.1,179.8,225.7,198.5,184.9,453.5,256.1,207.7,393.7
U11872_at,165.7,109.3,361.1,267.7,178.1,209.7,168.2,219.2,213.2,187.2
U11875_s_at,63.9,88,60.3,15.7,24.7,49.3,136.6,98.8,68.8,123.7
U11877_at,151.9,164.8,207.3,162.2,146.3,173.6,168.2,198.1,115.7,127.8
U11878_at,32.7,25.3,11.5,14.5,22.4,39.5,21.8,35,40.6,39.8
U12139_at,44.6,32.9,33.5,38.2,35.4,50.7,72,92.2,34.9,139.4
U12140_at,57.1,11.9,38.7,18.5,51.6,43.5,27.9,5.5,31.3,4.6
U12255_at,2304.2,2059.4,2859.4,2082.4,2789.8,3371.7,3586.5,2642.1,2588.2,3000
U12259_cds2_s_at,8.9,13.2,20.7,8.6,5.7,9.9,22.9,12,25.2,30.2
U12387_s_at,139,144.5,122.4,141.8,159.1,124.1,249,224.7,174.7,143.8
U12404_at,7937.8,11170.9,8575.8,8859,7359.7,6242.1,7210,6725.3,7097.8,7621.2
U12424_s_at,43.5,57.5,2.7,37.8,44.8,40.4,61.3,59.8,32.2,23.3
U12465_at,8406.2,12899.3,7530.2,10482.8,6420.5,3618.2,5371.5,3407.9,6312.8,7581.7
U12471_cds1_at,0,0,0,0,0,0,0,0,0,0
U12535_at,269.6,256.8,330.6,360.3,280.8,278.9,224.3,497.7,282.2,236.2
U12595_at,544,849.9,420.1,943.6,536.6,417.3,530.5,594,716.3,432.6
U12622_at,73.1,14,28.1,89.9,51.4,114.1,19.7,61.9,78.3,23.4
U12707_s_at,82.2,235.4,185.8,191.7,265.5,216.1,290.8,180.8,98.7,371.6
U12767_at,78.2,126,689.9,181.7,540.1,130,959.4,1174.8,954.3,2000.7
U12775_at,103.6,42.3,62.6,72.4,51.8,85.7,106.7,131.8,46.7,63.2
U12778_at,65.6,38.2,56.9,49,52.9,110.1,70.8,64.6,78.8,57
U12779_at,978.4,963.7,1366.4,1222.6,835.4,1670.5,1126.8,1065.7,1216.1,1099.4
U12897_at,58.8,34.5,83.8,84.4,73.4,167,136.1,174,142.4,19.4
U12978_at,45.9,11,16.1,52.7,33.4,79.1,15,86.8,7.6,7.2
U13021_s_at,8.2,8.8,5.7,6.9,6.7,4.6,6.7,10.2,4,11.7
U13022_at,45.4,45.7,80,68.8,82.8,120.4,146.5,168.3,115.4,50.4
U13044_at,86.1,63.7,41.3,59.4,57.9,117,48.4,160.5,96.1,57.7
U13045_at,90.1,53.5,94.6,118.6,90.1,112.5,107.3,149.9,127.8,69.2
U13061_rna1_at,0,0,0,0,0,0,0,0,0,0
U13219_at,599.4,271.7,431.7,238.3,504.2,370.7,343.2,184.8,604.8,247
U13220_at,571.5,369.6,402.8,223.3,396.1,454.2,408,321.7,357.8,396.6
U13369_at,8.8,15.4,15.2,7.9,6.4,16.1,21.2,23.7,12.5,8.7
U13395_at,163.7,230,164.9,136.3,172.5,219.4,119.1,179.8,116.5,104
U13616_at,448.2,209.4,311.9,266.6,269.7,438.9,176,541.9,345,145.8
U13666_at,36.9,47,33.8,51.1,54.7,64.7,78.7,19.4,80.9,31.5
U13680_at,44.3,18.1,37,15,33.3,34.3,78.9,38.8,14.6,13.7
U13695_at,187.8,181.6,233.2,244.8,205.4,464.8,251.5,254.9,280.2,186.1
U13696_s_at,35.4,94,58.7,47.7,152.2,130.6,20.6,75.5,113.2,103.8
U13706_at,32.8,55.1,59,66.1,53.7,61.2,98.4,44.6,69.8,106.8
U13737_at,178.3,191.5,184.3,302.2,218.8,215.2,203.9,177.3,153.9,205.2
U13896_at,32.1,33.6,15.8,14.4,40.7,45,54.7,69.4,45.8,55
U13913_s_at,5.2,8,2.7,14.4,2.1,2,10.9,23.7,9.7,15.2
U13948_at,37.6,32.7,27.2,22.4,44.3,87.6,68.4,22.2,62.6,68.5
U13991_at,1118,1055.6,855.7,1291.8,726.2,603.2,650,492.6,844,670.6
U14187_at,119.1,128,81.8,91.5,93.5,133.2,68.4,35.6,141.5,130.1
U14193_at,671.5,833.4,654.4,856.3,722.5,714.1,845.3,814.6,595.4,660.5
U14383_at,147.9,134.5,164.2,140.2,82.7,189.4,210.8,142.3,141.9,204.5
U14391_at,361.5,297.1,395.4,613.3,413.7,587.4,436.2,709.6,460.9,534.5
U14394_at,0,0,0,0,0,0,0,0,0,0
U14407_at,28.9,6.4,22.9,28.1,59.4,71.9,31.1,30.7,38.9,37.6
U14417_at,354,279.8,300.9,304.4,457.6,523.4,735,399.1,1256.6,987.8
U14518_at,12,33.7,3.4,22.6,6.1,40.3,45.7,36.2,10,37.3
U14528_at,238.8,173.2,181.6,150.8,202.7,157.5,113.4,274.2,278.9,7.4
U14550_at,416.9,100.5,277,328.8,272.8,500,368.7,741.7,752.8,242.8
U14575_at,325,311.2,271.3,431.8,381.3,294.8,302.5,421.6,309,153.7
U14577_s_at,43.6,37.7,41.5,38.3,44.2,178.1,53.2,46.3,46.8,47.8
U14588_at,1474,1465,1319.3,1810.4,1715,1442.5,1833.2,1860.9,1711.8,1916.4
U14603_at,3150,4017.6,3826,3289.3,3989.1,3289.9,3565.4,3187.7,4071.7,2250
U14747_at,64.3,46,52.5,42.7,60.3,34.1,82.3,65.2,60.7,85.1
U14910_at,49.3,72,26.7,19.8,95.7,40.2,48.9,31.5,37.6,190
U14968_at,11604.5,13234.6,8960,11906.6,8913.8,7379.8,9882.5,7731.8,8780.9,11668.2
U14969_at,13772.3,19652,12722.3,11954.8,13018.7,11773.2,16082.5,13037.8,14574.4,13596.3
U14970_at,10057,14354.8,7710.8,8640.6,7569.3,4669.7,7148.7,5293.7,5718.5,7036.8
U14971_at,7600.9,11288.1,6199.7,6420.9,6218.6,4434.7,3722.6,3271.1,5253.8,4975.7
U14972_at,8092.6,10900.8,7272.5,7292.9,6844.3,4939.8,5260.1,4294.5,6401.2,6424.5
U14973_at,11807.7,14680,12499.4,11293.2,11625.1,10359.1,10482.7,8656.3,11679.2,9271.2
U15008_at,2809.8,3531.4,2589.4,2255.5,2062.1,1995,2153.4,1606.9,2781.2,2891.2
U15009_at,618.5,610.4,446.9,411.8,492.9,392.8,345.2,431,398.7,205.7
U15085_at,1461.2,764.9,786.3,1217.3,2067.8,2476.5,1459.8,1050.8,2236.4,1213.2
U15128_at,101.4,104.7,145.8,236.7,121.9,177.1,129.8,244.6,93.4,195.6
U15131_at,551.2,603.5,470.2,656.4,735.6,573.4,662.4,688.7,783.5,692
U15172_at,282.6,258.4,289.7,309.7,263.9,342.8,311.2,255.7,304.3,180.4
U15173_at,348.6,236.7,322.9,345,307.6,285.2,345.7,292.6,327.8,203.6
U15174_at,258.9,234.9,277.6,330.6,176.6,214.6,227.9,176.1,174.7,119.9
U15177_at,0,0,0,0,0,0,0,0,0,0
U15197_at,252,81.1,182.8,217.7,91.5,240,281.6,298.4,195.3,137.8
U15306_at,128.1,149.5,84.9,117.7,107.9,155.9,208.2,281,128.8,106
U15422_cds2_at,4.4,5,3.6,4.1,4.1,3.8,4.1,3.4,4.5,5.7
U15460_at,121.6,220.8,103.9,146.4,120.3,104.3,127.1,109.8,79.8,256.8
U15552_at,325.2,444.6,372.5,538.8,503.4,291.1,317.5,385.1,445.1,476.5
U15555_at,45.3,29.8,30.6,18.5,21.3,65.6,91.2,145.2,63.4,12.6
U15590_at,9.8,15.6,8.2,11.9,10.5,12,39.2,11.7,12.9,16
U15637_s_at,0,0,0,0,0,0,0,0,0,0
U15641_s_at,346.8,278.8,263.1,331.4,427.3,389.9,595.9,448.8,339.2,363.8
U15642_s_at,38.7,63.4,55.7,100.8,58.5,59.1,132.2,79.2,26.3,84.4
U15655_at,592.3,366.1,567.7,506.2,807.1,400.1,366.8,669.2,544.9,1652.6
U15782_at,348.1,466.4,303.7,432.7,414.7,429.9,547,620.1,452.5,305.2
