ID_REF,GSM18403,GSM18404,GSM18405,GSM18406,GSM18407,GSM18408,GSM18409,GSM18410,GSM18411,GSM18412
D10537_s_at,167.6,137.1,200.3,187,157.1,199,255.8,230.2,180,163.3
D10656_at,164.4,192.7,147.5,89.5,195.2,209.8,153.3,284.3,173.2,299.2
D10667_s_at,545.1,177.4,368.7,349,416.3,322,370.1,677.4,452.1,504
D10704_at,345.1,289.1,363.1,288.5,346.8,416.6,423.1,244.8,428.7,334.2
D10922_s_at,59.9,121.2,71.3,158.2,78.7,33.2,111,122.7,40.8,119.5
D10923_at,92.8,42,98.2,138,107.2,318.9,255.4,313.4,455.6,207.6
D10925_at,163.8,368.2,174,98,261.3,68.2,237.1,241.2,345.1,170
D10995_at,172.3,137.5,143.2,131.8,91.6,108.6,303.5,185.9,133.1,169.6
D11086_at,753.5,833.5,806.3,775.7,797.5,1408.8,1020.5,935.9,970.5,810.7
D11094_at,999.9,856.7,845.6,1086.3,882.4,680.1,1047.7,1007.5,777.4,880.6
D11139_at,0,0,0,0,0,0,0,0,0,0
D11151_at,749.3,174.2,322.4,171.2,743.7,634.3,680.7,319.8,531.7,498.2
D11327_s_at,199.8,192.9,197.2,214,190.1,280.1,164.8,198.3,243.9,248
D11428_at,4575.1,5894.3,6030.4,5586.3,5727,3217.9,4290.4,5039.1,2296,4565.8
D12485_at,86.3,32.2,36.3,51.9,39,59.8,103.8,84.3,47.7,52.6
D12620_s_at,28,85.1,23.4,19.7,20.1,46.2,49.1,105.6,21.6,29.2
D12625_at,7.2,6.2,4.3,18.8,4.3,4.3,59.2,2.8,3.2,4.5
D12676_at,223.9,154.8,114,95,168.9,369.5,210.6,568.1,305.2,81.6
D12686_at,846.9,869.8,973.1,1144.5,998.6,748.4,1135.1,1177.1,715.1,1056.1
D12763_at,133.2,7475.9,687.8,5781.7,336.8,17,5112.4,572.4,139.5,87.1
D12775_s_at,67.1,142,89.5,170.3,137,318.3,102.2,296.6,89,101.8
D13118_at,1363.8,2057.9,1354.3,1964.1,1119.5,926.6,1181.4,889.4,1085.6,933.2
D13146_cds1_at,601.7,716,550.1,548,523.9,494.8,518,478,385.1,715.7
D13168_at,239.7,166.5,216.7,118.6,123.4,36.6,199.3,133.9,61.7,116.9
D13264_at,9.4,55.4,33.5,28.6,65.9,74.5,42.5,59.7,32.2,13.6
D13305_at,82.8,106.8,79.1,85.5,61.2,97,103.1,31.3,96.3,39.9
D13315_at,0,0,0,0,0,0,0,0,0,0
D13370_at,1079.6,1368.5,887.8,1362,750.4,840.5,704.7,921.9,1042.9,676.3
D13413_rna1_s_at,16041.8,18336.4,14535.8,16223.2,16592.1,10369.5,10754.7,8197.1,12708.2,12102.5
D13435_at,245.4,337.2,312.8,351,258.4,372.6,222.7,214.8,308.2,181
D13540_at,46.1,66.6,32.2,44.6,35.6,71.7,50.3,108.9,56.9,77.6
D13626_at,130,54.9,146.5,61.1,116,175.7,121.7,102.1,109.1,74.4
D13627_at,1014.2,1402.9,1317.8,1785.6,1067.8,1220.9,1011.1,787.8,1033.9,621
D13628_at,664.5,246.6,443.9,146.4,255.3,640.3,340,325.4,359.2,321.7
D13630_at,962.4,985.9,1478.8,1722.2,1010.6,1023.8,1058.6,1080.1,1123.7,981.1
D13631_s_at,319.6,149.7,211.9,98,434.4,527.4,295.3,291.3,511.8,310.7
D13633_at,28.9,23.2,28.9,33.3,4.7,48.6,48.9,44.5,27.4,80.9
D13634_at,89.4,52.9,118.7,114,82,140.8,85.7,99.8,120.2,111.9
D13635_at,129.1,195.2,215,314.9,166.6,332.9,237.2,203.7,335.6,170.6
D13636_at,429.7,300.6,334.1,403.7,287.6,519.3,551.2,404.5,416.2,292.6
D13637_at,80.8,149.2,50.5,80.8,154.1,183.1,154.9,68.4,132.1,90.2
D13638_s_at,2.8,6.1,2,1.3,1.6,1.7,2.9,5.3,3.1,1.7
D13639_at,1356.6,1045.9,1550.3,1333.9,1444.6,1708,1763.3,2510.4,1217.8,1351.6
D13640_at,1823.1,1259.7,1461.6,1075.4,1795.7,983.9,1408.7,971.4,1793.4,968.6
D13641_at,1264.2,997.8,1524.8,947.5,1268.4,944.3,1100.6,1088.2,947.3,866.5
D13642_at,158.3,148.9,161,106,167.6,104.5,111.8,82.1,97.1,112.1
D13643_at,3977.6,5734.2,3628.1,3921,2513.5,3898.5,3173.1,3034.8,3497.9,3257.2
D13644_at,45,77.7,55.6,51.2,47.9,48.5,106.1,49.1,45.4,133.7
D13645_at,258.7,416.8,238.5,425.6,249.3,217.1,418.6,329.7,204.5,202.9
D13666_s_at,1042.1,535,1089.8,440.8,509.1,222.6,431.7,312.3,444.6,35.9
D13705_s_at,89,97.7,106.6,134.3,117.4,113,125.6,26.5,31,147.6
D13720_s_at,62.1,50.9,28.5,96.9,50.7,181.4,159.4,87.5,70.4,139.9
D13748_at,3858.2,5968.8,5082.1,5442.1,4020.7,2554.3,5133.1,4359.8,3973,4854.3
D13789_at,53.2,43.1,49.4,45.4,36.3,67.2,45.4,52.9,60.6,58.5
D13814_s_at,130.4,76.1,128.6,67.2,28.9,73.5,132.8,126.7,67.5,88.9
D13897_rna2_at,0,0,0,0,0,0,0,0,0,0
D13900_at,2254,2804.8,1409.8,1514.5,1421.5,1435.7,1651,1164.3,1512.4,2150.8
D13969_at,172.9,151.4,140,129.5,227.4,142.9,112.8,153.7,235.1,220.2
D13988_at,863.7,994.9,603.5,803.4,771.6,704.7,705.8,816.8,803.2,620
D14043_at,824.5,788.9,1063.4,1425.3,1033.8,1381,909.9,1435.2,1161.4,815.1
D14134_at,20,4.7,8.4,10,6.6,5.6,18.8,1.9,4.6,4.8
D14446_at,105.2,743.9,97,101.4,36.4,61,88.6,77.5,58.8,68.8
D14497_at,39.4,79.2,37.4,26.5,44,67.3,74.1,54.9,68.5,97.5
D14520_at,419.8,464,480.7,164.7,538.6,283.7,278.1,792.2,811.3,320.1
D14530_at,8995.6,11237.7,10800.7,9567.1,8099.4,9048.8,9792,6754,11392.2,5915
D14533_at,273.4,193.5,273.8,148.2,197,322.8,262.2,264.3,271.1,248.7
D14657_at,53.7,62.3,26.4,29,12.3,61.2,46.9,35.2,8.8,42.5
D14658_at,2177.3,2523,2719.8,3123.8,2500.8,2354.8,2388.1,2863.8,2205.4,1858.3
D14659_at,356.3,260.9,406.3,432.1,228.6,361.4,281.8,520.8,327.8,254.5
D14660_at,57.4,66.3,66.9,97.1,37.3,46.5,41.8,49.9,72.9,54.4
D14661_at,556.5,531.8,486.9,500.8,317,702.8,819.1,545.4,583.5,489.5
D14662_at,1013.5,1448.4,1740.9,1739.6,1067.7,1045,996.2,1180.1,997.1,1101.9
D14663_at,995,1070.7,1016.8,982.3,834.5,441.6,1061.5,1141.4,803.8,616.6
D14664_at,629.6,364,874.4,437.7,453.9,378.4,472.3,750.8,438.3,738.3
D14678_at,20.5,20.3,18.2,12.2,14.6,24.4,23.9,22.1,11.9,10.9
D14686_at,589,413.2,619,613.2,565.8,745.7,796.4,685.1,611,740.5
D14689_at,475.2,700.9,565.8,553.1,613.6,443.8,667.2,557,521.1,580.6
D14694_at,1754.7,1507.1,1291.3,1733.7,1680.5,1142.7,1118,1051.3,1309.8,826.4
D14695_at,1403.7,1177.9,1429,2315.1,1480.9,1619.9,2554.5,1679,1207.6,979.8
D14710_at,5621.7,7351.4,3792,4555.3,4485.4,2644.3,2958.9,3157.6,2993.4,2459.1
D14811_at,537.3,490.1,341.4,388.5,485.7,413.6,431.6,470.3,444.7,430.2
D14812_at,1707.6,2360.7,2451,3214.4,1636.8,1708.4,3262.2,3686,1852.3,2423.4
D14822_at,30.9,29.1,12.1,15.3,42.9,58.7,82.4,47.5,20.4,53.4
D14823_at,35.5,24.7,7.8,42.9,11,13.7,15,9.3,15.7,77.8
D14826_s_at,68,65.3,90.3,91.3,54.1,100.6,209.7,177.9,95.7,276
D14827_at,30.4,22.3,29,41.4,20,22.9,105.2,43,38.8,30.8
D14838_at,193.8,103.3,244,143.5,197.6,119.2,147,101,219.3,110.6
D14874_at,288.1,1450.1,1106.7,1590.2,1004,479,1674.7,1347.4,579.3,1730.3
D14878_at,445.3,551.5,477.4,442.9,276.7,459.2,307.3,245.7,572.9,255
D14889_at,117,158.1,129.1,195.1,113.7,236.8,256.6,153.2,158.4,139.9
D15049_at,164.6,137.9,234.5,203.6,138.6,180.9,224.1,151.8,190.4,79.8
D15050_at,312.2,1503.5,1939,2202.7,1558.8,3643.9,1288.9,1496.6,2440.1,2438.3
D15057_at,1264,1420.4,1618.8,1888.9,1118.5,1662.8,1565.5,1084.2,1624.3,795
D16105_at,515.6,302.3,422.3,427.1,295.5,387.6,1086.4,426.7,667.9,570.3
D16154_at,0,0,0,0,0,0,0,0,0,0
D16181_at,13.3,41.6,22.1,27.8,20.5,24.4,85.8,53.6,9.7,68.9
D16217_at,794.9,808.7,871.8,1080.1,676,917.7,553.1,966.8,958.5,511.6
D16227_at,898.7,625.2,784.2,594.2,580.5,438.7,383.3,330.8,608.7,510.7
D16294_at,616.2,928,849.5,491.2,487.2,836,603,602.9,616.5,595
D16350_at,215.7,151.5,124,65.9,86.8,109.6,144.8,13.1,147.5,21.1
D16469_at,1701.1,2045.5,2357.3,1932.2,2091.6,2311.1,1773,1282.7,2712.8,2098.5
D16480_at,1157.6,1670.9,1152.2,948.5,1116.8,1008.9,895.5,978.5,1081.3,1223.8
D16481_at,1246.7,1373.1,1220.5,940.6,1139.7,895.7,1037.5,1238.2,1035.3,778.1
D16532_at,116.6,106.2,124.9,113.8,160.7,279,107.5,179.8,141.6,147.3
D16562_at,1769.7,1986.6,1638.4,1448.2,1432.8,889.8,1227,1445.7,1100.3,752.4
D16581_at,285.2,259.6,332.8,286.1,314.9,241.1,380.7,284.3,282.1,212.6
D16583_at,20.2,23.2,133,124,172.3,214.2,527.1,537.6,104.2,497.5
D16593_at,97.2,34.2,85.6,148.8,104.2,54.1,35.9,38.1,155.3,113.8
D16611_s_at,51.2,49.8,41,43.6,57.5,85.6,46.1,71.6,52.1,54
D16626_at,27.7,56.4,55.5,38.8,35.4,49.4,85,13.8,59,48.9
D16688_s_at,68.2,73.6,66.6,52.5,54.1,122.6,62.6,114.9,74.5,88.9
D16815_at,191.9,32.1,55.5,26.1,132.5,106.4,127.4,63,357,37.9
D16827_s_at,20,24.2,25.3,32,23.4,41.6,32.6,33.6,28,41.1
D17357_at,30.9,15.5,38.5,23.6,26.7,14.4,77.3,10,29.4,8.4
D17390_at,28.7,17.7,27.7,26.7,15.1,30,22.2,27.5,19.8,23.3
D17391_at,23.7,32.3,53,22.8,45.2,92.8,64.3,55.8,35.9,11.3
D17400_at,317.8,432.1,420.2,525.2,305.5,196.1,410.9,410.8,347.7,269.4
D17408_s_at,1240.4,285.1,733,1014.5,683.3,519.9,1073.8,1837.7,611.6,1259.4
D17427_at,5.1,42.3,39.7,25.3,21.4,14.9,101.6,79,24.2,82.4
D17461_at,22.8,22.4,30.6,25,18.1,26.1,29.2,25.1,29,38.4
D17516_at,51.1,18.6,21.3,12.8,54.1,9.9,94.1,42.3,36.8,35.9
D17525_at,80.9,152,133.8,123,112.5,284,143.7,195.8,149.3,241.8
D17532_at,75.1,125,117.3,47.3,20.5,124.5,142.7,158.6,111.3,39.2
D17547_at,24.4,12,12.5,10.5,13.8,40.8,42.1,29.1,10.1,21.7
D17570_s_at,11.5,5.6,2.5,2.1,2.8,4.5,4.1,3.3,3.9,16.5
D17716_at,102,38.3,128.4,94.9,120.4,189.1,177.7,89.4,157.5,186.1
D17793_at,466.6,186.4,618.1,396.7,246.8,199.3,159.9,169.2,190.9,179.2
D21063_at,328.7,278.1,313,321.1,238.5,432.6,334.1,298,340.4,247.2
D21089_at,881.9,670.5,1017.9,799,1050.4,1155.5,886.5,851.2,1246.4,551.1
D21090_at,726.7,626.5,591.9,562.5,646,651.5,599.9,614.1,672.9,367.7
D21163_at,143.6,203.5,211.3,208.9,182.9,223.1,288.7,203.4,196.2,144.1
D21205_at,23.1,104.9,12.8,18.2,23.4,35.6,37.4,38.2,38.3,25.6
D21235_at,1664,1303.4,1698.5,1810.8,1482.4,774.8,1185.6,1339.7,1071.7,1158.4
D21239_at,100.2,27.4,29.2,62.5,157.6,189.1,22.8,124.2,90.5,83.2
D21241_xpt1_s_at,11.6,10.8,42.7,11.9,59.2,47.9,25.9,30.5,34.3,19.9
D21255_at,660.7,383.5,320.2,656.8,786.5,1078.5,656.5,946.2,442.9,445.8
D21260_at,2305.1,2954.6,2620.6,3116.7,2282.7,2182.8,1573.5,2046,2252.8,1816.3
D21261_at,9559.9,10032.5,9596,9079.7,10545.8,11819.8,10871.7,9724.3,11535.4,16553.5
D21262_at,293.8,273.7,453,487.7,330.3,242.5,402.9,418.9,369.1,440.9
D21267_at,10.7,2.3,14,21.7,27.9,30.2,40.5,16.7,25.7,34.1
D21337_at,11.2,7.9,13.2,33.7,8.5,58.9,21.2,76.7,16.7,135
D21851_at,100.4,160.1,166.7,158.8,111.8,156.7,236.1,191.2,164.2,191.7
D21852_at,199.4,224.1,211.5,214.3,185.6,157.5,217.3,215.8,160,167.1
D21853_at,1009.3,1025.9,1641,1439.1,1087.5,1077.7,1158,1252,1028,1560.2
D21878_at,51.9,69.9,70,46.1,76.8,49.3,16.9,74.9,69.7,69
D23660_at,10256.8,14967,11304,11346.7,8408.9,5499.2,7438.5,6146.4,7727.6,8295.2
D23662_at,2065.5,2307.6,1527.1,1775.6,1802.5,1006.1,1195.4,860.9,1336.6,1106.3
D23673_at,2762.8,2842.5,3421.2,4506.7,2857.5,2272.7,3061.6,2537.6,2911,3033.6
D25215_at,51.6,44.5,11.8,9.9,88.8,59.3,131.6,88.4,23,83.4
D25216_at,281,256.2,328.9,266.3,293.2,246.2,193.4,444.8,345,223.4
D25217_at,101.3,60.5,41.3,42.5,66.7,86.9,95.3,79.1,80.7,34.5
D25218_at,346.7,570.7,403.5,674.7,331.3,164.6,488.9,629.2,184.8,341
D25248_at,197.5,151.2,234.6,240.4,236.4,297.9,295,387.5,280,223.6
D25274_at,5253.2,5125.1,5686.6,5314.4,5779.5,6119.5,5030.5,6328.9,6096.1,4301.1
D25278_at,58.8,75.7,45,121,55.4,87.2,149.7,173,56.5,73.1
D25303_at,144.1,134.3,186.6,159,156.3,211.4,325.4,169.6,226.9,167.9
D25304_at,642.2,374.9,520,386.7,678.6,977,585.8,595.5,819,647.6
D25328_at,122.2,109,341,560.1,164.9,398.4,389.1,331.8,198.8,131.2
D25538_at,348.6,235.8,325.6,263.2,507.8,930,604.2,435.4,669.9,450.2
D25539_at,274,193.3,167.6,158.2,132.7,185,212.3,154.3,185.3,184.9
D25547_at,432.5,309.5,620.2,393.5,277.3,640.8,490.4,335.8,692.9,219.5
D26018_at,66.5,86.8,89.4,104.4,69.5,155,86.6,113.8,106,44.9
D26067_at,587.8,427.5,500.8,416.1,443,630.8,388.6,566,496.2,447.3
D26068_at,4702.5,4526.6,4717.6,4879.1,4357.6,4269.9,4217.8,3773.5,4734.7,4316.9
D26069_at,87.6,78.9,106.7,102.1,77.1,244.7,177.3,129.2,196.5,146.5
D26070_at,549.1,446.7,440.6,504,634.2,512.6,409,663.8,457.9,395.6
D26129_at,10127.9,6035.4,7022.3,4439.6,6443.9,6598.8,4922.8,4399.9,8600.1,8781.4
D26135_at,15,38.6,114,12.7,13.2,15,21.3,15.1,22,20.7
D26155_s_at,264.2,118.9,168.5,169,207.5,401.6,220.5,371.6,247,187.9
D26156_s_at,844.9,783.4,712.1,836,814.5,639.9,901.8,663.4,756.5,696
D26308_at,1879.8,2100,1363.1,1827,1059.5,531.3,624.5,462.6,1010.4,1189
D26350_at,149.2,98.8,108.6,78.7,119.1,99.4,110.2,102.2,153.9,12.5
D26361_at,46.6,40.3,32,32.9,18,38.9,71.2,59.4,10.1,58.5
D26362_at,1008.3,746.3,1085.1,606.5,1143.7,849.6,589.3,690.1,555.1,621.1
D26443_at,80.3,204.8,131.9,200.8,85.3,107.8,123.6,59.9,56.3,59.8
D26528_at,47.4,72.4,39.8,38.9,41.4,35.9,131.2,21,33.4,59.7
D26535_s_at,162.7,311.5,179.7,138.4,200.6,291,258.8,245.1,259.4,284.3
D26561_cds1_at,0,0,0,0,0,0,0,0,0,0
D26561_cds2_at,25.8,46.2,13,10.7,10.3,7.4,31.6,10.8,2.3,10.8
D26561_cds3_at,18.2,46.6,18.7,11.5,19.2,3.8,2.2,6.3,24.9,7.2
D26579_at,312.9,404.4,186.8,267.8,289.7,354.9,520.9,334.6,383.1,538.9
D26598_at,1625.8,2468.1,1640.3,2121.4,1365.7,853,1231.9,1064,1157.1,1170.8
D26599_at,2635.9,3463.9,2392.6,2638.4,2202.8,1970.5,2016.5,1742,1996.1,1713.4
D26600_at,2314.4,2441.1,1774.1,2262.6,1652,1361,1594.1,1396.8,1465.7,1418
D28114_at,58.8,45,65.9,37.7,41.6,66.3,116.9,47.9,77.6,62.1
D28118_at,711.8,491.7,807,509.6,613.3,615.1,514,773.6,980.9,202.2
D28124_at,4161.3,3208.4,5326.6,2559.3,4834.8,6371.6,5381.6,5522.8,4413.2,8363.6
D28137_at,2185.9,1156.4,1135.2,1156.7,1784.2,1952,1351.6,796.4,2012.6,2044.9
D28235_s_at,74.6,75,141,47.4,159.3,219.4,254.3,330.9,271,424.2
D28364_at,564,653.4,550.4,685.1,498.3,1046.7,622.3,926.1,729.7,571
D28383_at,348.5,420.1,217.8,363.7,391.5,379.6,164.1,303.3,362.2,329.2
D28416_at,2633.2,1847.9,1962.2,1578.9,1900,2172,1195.6,1449.3,2135.2,1203.2
D28423_at,1337.6,2007.4,1283.8,2690.1,1329.4,1948.2,2446.7,2244.3,2416.3,1396.3
D28473_s_at,532,669.6,366.9,1107.8,478.4,370,450.2,623.3,372.7,235.4
D28476_at,663.7,905.9,957.1,1250,847.1,960.6,807.9,715.3,908.1,441.1
D28483_at,207.2,258.9,210.3,209.3,176.2,290.4,263.1,249.4,287.8,217.3
D28532_at,33.7,36.4,43.9,35.5,15.5,75.1,32.5,12.7,69,16.3
D28539_s_at,5.4,8.5,6,7,5,6.6,6.6,6.4,5.5,5.5
D28588_at,506,310.5,453.4,378.5,428.6,772.8,626.5,598.7,755.6,402.4
D28589_at,428.6,519.9,364.4,755.7,321.6,280.5,226.1,292.7,341.3,237.1
D28791_at,92.6,73.4,84.7,89.9,71.4,153.6,131.4,118.5,203.3,110.3
D28915_at,546.8,399.7,473.7,351.9,501,850.6,698.6,329.4,676.2,584.1
D29012_at,1719.6,2074.2,1356.5,1666.2,1369.7,1179.2,1300,876.2,1132.6,1394.1
D29013_at,227.7,181.7,226.4,264.9,213.7,333,282.7,280.8,325.2,272.9
D29640_s_at,384.6,316.1,370.1,379.9,330.4,515.2,297.9,548,492.4,283.3
D29641_at,154,132.9,169.2,166.4,119,99.9,152.4,246.3,113.8,89.5
D29642_at,583.3,413.7,412.4,408.1,505.8,638.5,621.6,445.7,561.1,349.9
D29643_at,1191.2,2352.7,1381.3,1841.6,1564.9,1377.4,1552.8,1413.4,1073.3,1208.7
D29675_at,0,0,0,0,0,0,0,0,0,0
D29675_s_at,152.6,153.6,148.6,112.4,119.5,159.6,206.3,122.6,163.1,108.5
D29677_at,498.3,453.6,709.4,371.1,612.1,453.8,503,420.6,591.1,445.5
D29805_at,683.4,517.1,965.2,844,802.5,820.8,1463.1,2173.8,661.2,1134.3
D29810_at,7.6,8.2,7,34.6,36.1,29.1,10.5,42.1,44.8,18.2
D29833_at,52.7,44.3,19.6,18.2,26.8,13.5,35.3,36.1,15.3,32.4
D29954_at,214.4,186.5,170.6,185,181.9,421.6,306.2,236,206.4,196.7
D29956_at,134.2,114.8,240.3,170.8,184.3,338.3,226.6,230,221.2,136.1
D29958_at,562.1,539.5,493,645.4,462.9,467.9,459.4,346.1,465,442.7
D29963_at,3007.4,2261.4,3474.7,2257,2985.4,1953.6,1654.7,1980.6,2436.9,2778.1
D29992_at,0,0,0,0,0,0,0,0,0,0
D30036_at,413.9,422.6,365.5,297.4,470.1,717.3,696.1,751,567.8,407.9
D30037_at,144.9,168.4,123.2,210.1,185,182.6,252.8,454.4,308.6,404.6
D30655_at,4266.1,3221.6,4181,4072.2,3689.2,5519.8,4097.3,4791.7,3668.7,2364
D30715_xpt5_s_at,49.7,61,36.1,51.9,17.9,12.5,20.6,21.6,15,10.2
D30742_at,9.6,7.6,14.8,64.7,48.2,118.3,141.7,109,57.8,53.2
D30755_at,1768.1,1659,1465.4,1519.7,1916.1,1828.5,1460.3,904.2,2011.9,1562.3
D30756_at,306,277.6,379.7,244.8,319.4,408,270.8,287.6,357.2,226.2
D30758_at,387.5,518.7,293.4,360.1,517.7,893.7,618,478.8,680.8,438.7
D31628_s_at,16.8,13.5,47.5,11.7,10.2,7.1,25.3,22.4,10.7,64
D31716_at,215.5,342.7,443.5,534.8,227,208.1,564,362.3,250.3,350.2
D31762_at,595.3,1043.3,721.6,994.2,811.5,755.5,1056.3,890.3,646.5,427.8
D31763_at,91.3,75.4,138.4,109.7,139.8,249.3,161.8,155.4,170.5,101.9
D31764_at,1639.3,1622.7,1122.9,1335.9,1449.9,1699.5,1386.1,1563.1,1624.8,1253.3
D31765_at,211.6,240.6,388.9,377.9,168.4,276.1,392.5,375.5,189.8,184.4
D31766_at,736.8,644.2,621.6,745.4,768,773.8,556.2,515.5,579,494.1
D31767_at,4351.2,4528.5,3906.1,3520.4,4257.5,4908,4195.9,3998.8,5063,3543.5
D31784_at,0,0,0,0,0,0,0,0,0,0
D31797_at,62.5,56.3,61.2,74.6,68.6,300.3,99.5,88.8,52.5,114.1
D31815_at,195.7,154.7,283,140.3,164.9,151.9,240.7,186,163.3,119
D31833_s_at,30.2,27.1,52.7,66.4,58,34,47,40.8,29.6,185.2
D31840_s_at,257.6,179.3,381.7,277.5,412.3,233.7,302.1,346.9,238.4,229.1
D31846_at,275.1,271,546.1,487.3,323.3,579.3,477.8,457.1,457.3,413.4
D31883_at,2537.5,1790.7,3549.7,1880.7,2971.3,2524,2442.7,2202.8,2426.9,2616.7
D31884_at,911.3,661,1087.6,845.1,1079.3,908.8,971.8,991.4,1178,1366.6
D31885_at,597.1,510.6,1130.3,667.6,698.9,760.3,491.5,775.3,733.1,557.4
D31886_at,484.3,259.1,435.1,339.1,427.5,351.4,261.9,352,224.2,231.1
D31887_at,311.7,953.9,923.2,949.9,461.2,271.5,763.1,694.8,311,505
D31888_at,486.5,361.8,624.7,449.4,557.8,571.9,525.6,616.7,476,357.9
D31889_at,80.6,94.8,88.3,95.3,97.1,115.9,157.9,102.8,85,93.3
D31890_at,1197.1,1792.5,1126.4,1395.4,1160,975.8,1093.6,1055.1,1005.6,922
D31891_at,746,647.1,606.5,652.9,717.9,808,733.9,686.5,743.6,326.9
D31897_at,43.3,114.3,182.8,191.5,22.6,45.4,111.3,214.1,67.5,173.4
D32001_at,0,0,0,0,0,0,0,0,0,0
D32002_s_at,117.1,15.3,13.1,39.1,69.1,18,15,19.2,7,4.7
D32050_at,1290.7,1361.7,1144.7,2127.8,1224.3,862.4,969.8,984.7,986.4,613.9
D32129_f_at,9211.7,8052.8,8381.6,5405.7,9804.4,12236.5,12754.7,7255,11620.8,11186.6
D32202_at,105.5,94.5,95.3,110.6,51.4,107.4,70,13.8,118.8,95.7
D37781_s_at,17.8,20.2,3.7,20.8,1.8,55.4,9.5,82.2,26.1,20
D37931_at,870,554.1,707.4,374,942.3,998.7,555.2,984,868.8,1037.6
D37965_at,51.5,108.1,68.3,70.2,26.3,58.4,96.2,145.3,51,154.3
D37984_s_at,36.7,32.3,71.9,82.5,42.8,54.1,39.7,64.6,47,39.1
D38024_at,0,0,0,0,0,0,0,0,0,0
D38037_at,779.6,620.8,866,628.8,574.9,871.3,502.5,461.7,748.2,555.8
D38047_at,2121.2,3255.3,1720.6,2393.9,1816.7,1423.5,1669.9,1298.8,1808.5,1553.2
D38048_at,1107.8,1283,1241.7,1387.5,759.3,498,668.6,434.6,721.7,329.9
D38073_at,206.4,269.7,270.7,297.2,249.4,240.7,231.4,246.5,200.6,201.6
D38076_at,773.9,820.7,548.6,1204.8,660.4,532.2,568.6,470.6,678.1,766.8
D38081_at,313.5,204.8,179.2,174,320.8,127.9,261.9,201,257,151.9
D38122_at,36.1,11.1,6.5,8.1,30.2,61.1,77.1,33.8,35.2,55.6
D38128_at,525.3,485.8,410.5,466.3,709.7,297.6,322.7,244.7,372.2,667.9
D38145_at,114.9,137.4,199.2,85.8,95,151.9,170.8,251.6,139.3,168.9
D38163_s_at,14.8,22.4,22.1,22.1,18.4,25.4,21.8,25.6,19.3,21.5
D38251_s_at,1384.7,1460.1,1046.6,1257,1337.2,1403.6,1162.6,1446.2,1257.9,1859.6
D38293_at,172.1,203.9,187.7,261.2,206,214.1,96.6,215.9,229.3,249.9
D38305_at,399.4,108.5,548.4,272.5,269.8,300.3,220.2,243,255.8,184.8
D38437_f_at,163.4,70.7,22.4,78.8,106.4,121.3,113.7,137.7,218.5,131.7
D38449_at,20.2,75.6,17.5,14.2,58.9,11.5,17,15.8,34.4,6.8
D38462_at,3.6,17.6,2.1,2.3,1.9,1.1,5.9,2.4,5.3,14.6
D38491_at,100.6,88,112.9,144.4,91.3,134,104.2,126.9,122.8,104.1
D38496_s_at,228.7,283.2,264.3,383.5,362.6,437.2,480.2,375.8,330.1,419.3
D38498_f_at,115.5,62.7,83.1,82.6,110.7,133,160.5,152.6,165,85.3
D38500_at,16.9,24.6,41.5,53.2,10.9,10.4,36.7,24.7,11.9,22.1
D38502_at,31.8,36.4,21.4,21.9,54.1,193.1,50.2,49.8,37.8,33.9
D38503_at,5.5,35.6,16.7,2.8,12.1,19.2,12.2,9.3,4.6,3.5
D38521_at,388.3,502.4,395.7,463.2,539.6,276.4,633.1,538.7,472.1,258.8
D38522_at,129.2,100.5,118.3,78.5,150.7,155.7,146.5,114,129.4,131.2
D38524_at,149.9,94.8,210.4,229.2,174.7,227.3,215.1,307.7,289.9,347.9
D38535_at,287.7,302.9,422.9,282.3,263.7,416.2,425.4,407.9,569,595.4
D38537_s_at,192.4,151.9,253.4,314.6,206.6,383.4,196.8,421.1,297.3,202.8
D38548_at,286.7,218.5,299.4,291.3,320.7,418.3,319.9,316,302.4,343.1
D38549_at,1024.4,678.3,1047.5,822.6,989.5,1074.5,862.1,977.7,958.2,904.9
D38550_at,106.2,176.5,190.3,269.3,147.1,172.2,182.5,173.5,151.5,132
D38551_at,587.5,411.2,912.2,546.7,466.9,606,451.6,570.8,592.7,441.9
D38552_at,217.9,198.2,263,194,218.6,477,346.2,268,367.2,136.7
D38553_at,66.2,54.1,57.2,25,25.3,100.2,86.9,106,22.8,43.7
D38555_at,757,985.9,909.1,1043,1097.4,869,1039.6,850.9,662.5,899.8
D38583_at,3515.5,4950.6,3623.4,5840.3,3782.4,3720,3421.1,3561.3,5038.3,3893.5
D38751_at,29.1,16.6,31,31,17.6,40.9,30.5,18.7,37.9,29.4
D42038_at,5.7,12.1,8.5,9.7,4.8,8.1,26.2,9.8,15.5,24.4
D42039_at,25.8,20.9,29.1,23.9,17.1,36.6,39.5,29.7,44.8,24.9
D42040_s_at,1389.7,922.6,1243.9,1336.9,1360.1,1432.9,1336.8,1613.9,1482.9,2246.4
D42041_at,1041.4,1079.4,1279.5,1185.2,1012.7,1568.9,1152.1,809.2,1183.6,1039.2
D42043_at,2687.1,1982.1,3243.7,2298.9,2574.5,3139,3007.9,1862.3,3046.8,3329.3
D42044_at,55.3,39.2,66.7,52.7,64.2,64.7,35.7,50.6,44,12.6
D42045_at,82.6,82.7,70.6,106.5,72,62.1,17.1,70.8,36.1,17.4
