ID_REF,GSM313263,GSM313264,GSM313265,GSM313266,GSM313267,GSM313268,GSM313269,GSM313270,GSM313271,GSM313272,GSM313273,GSM313274,GSM313275,GSM313276,GSM313277,GSM313278,GSM313279,GSM313280,GSM313281,GSM313282,GSM313283,GSM313284,GSM313285,GSM313286,GSM313287,GSM313288,GSM313289,GSM313290,GSM313291,GSM313292,GSM313293,GSM313294,GSM313295,GSM313296,GSM313297
36901,7.19425,8.2666,7.5292,7.8868,8.4343,8.48465,7.97795,8.36105,8.5674,8.363,8.57745,8.31355,8.3037,8.41565,7.67735,7.27205,8.26585,8.221,8.08315,8.09035,8.30135,6.8329,8.17465,8.0329,8.02275,9.18155,7.75415,8.12035,7.8816,8.1876,7.72295,9.2412,7.95195,8.78995,7.5984
36902,8.0901,9.08115,8.764,10.619,10.1665,9.74895,8.87865,11.3985,7.8959,9.658,9.98315,9.2108,8.595,11.2045,10.723,9.90625,7.92385,8.9565,8.8049,7.54515,9.45285,10.164,10.622,10.5805,10.7515,8.72565,8.78705,9.4337,8.8525,10.51,7.36585,7.79705,10.19815,10.1326,9.4751
36903,8.9994,7.5396,8.1501,8.3158,8.9768,9.3204,7.6494,8.84155,8.38615,8.3373,9.149,8.03,8.9335,8.32655,7.96805,8.89075,7.70495,8.53145,7.96545,8.5726,9.1617,7.08055,7.838,8.36575,8.1496,8.3311,8.9956,8.0828,7.7937,8.94375,8.7322,8.59255,8.78915,8.9788,8.81605
36907,8.7237,7.57455,8.1622,7.90695,8.71895,8.5405,8.18685,7.63785,8.0763,8.90925,7.733,8.02775,8.44325,8.4078,7.4823,7.88045,8.02615,7.70475,8.68235,8.21215,8.65225,6.99935,7.26965,7.87405,6.8655,8.8221,8.94285,8.7978,7.0728,8.7603,8.60665,8.38865,8.03175,7.80805,9.20735
36908,8.6043,7.9729,7.8121,7.6164,7.50975,7.8145,7.83235,8.02645,7.63335,7.99655,7.9545,7.61115,8.2583,7.8188,8.20645,7.75325,8.1373,7.0942,7.35515,7.77865,7.58165,8.5735,8.00455,7.9469,8.16255,7.08755,8.07915,7.9129,7.8816,7.70205,7.8848,7.95185,7.09705,7.56315,6.9959
36914,9.4816,7.12165,7.0918,7.99485,8.41595,8.1506,7.71285,8.269,7.6687,8.8453,7.9719,8.13055,8.60045,8.20565,7.076,7.54645,8.45725,8.5479,8.0699,8.2441,8.435,6.6755,8.1387,8.2305,8.2012,8.886,7.99985,8.28175,7.28485,8.1671,7.78705,8.73455,8.18125,8.0787,8.3425
36920,8.65165,8.07345,6.8637,9.0794,9.6286,8.56625,7.5253,9.54475,8.038,8.5164,7.74595,8.52105,7.9761,8.2407,7.8324,6.9337,9.5878,8.7276,8.2649,8.71455,6.5933,6.67465,8.7161,9.56235,8.29965,8.93605,6.3797,8.0287,6.7974,9.34055,8.36355,8.95105,9.4886,7.80225,9.0081
36921,7.81855,7.7587,7.519,8.93405,8.4835,8.27615,9.4381,8.0901,8.9774,8.6273,7.58335,8.2144,7.99535,8.8896,7.23845,8.60295,8.6541,8.43025,8.3382,7.97055,8.3421,7.61505,8.54625,8.1572,8.87605,8.6498,8.4,8.1061,7.2948,8.2291,8.37215,8.5938,8.48485,8.5931,8.14115
36924,7.7127,7.5303,7.93665,6.9559,7.23085,6.80515,7.553,7.39055,7.33105,7.36355,7.3475,7.0238,7.1201,7.1967,7.5207,7.38425,7.3231,7.14385,7.42925,7.1434,7.336,8.11,7.7366,6.9796,7.639,7.0802,7.7861,7.07405,8.16655,7.0632,7.2199,7.2887,7.0695,6.91735,6.9271
36927,7.4515,7.73285,7.9046,8.55885,8.53295,8.60235,8.34585,8.1116,7.8728,8.31415,8.501,8.7045,8.52765,8.48955,7.3787,8.1578,8.3899,8.9282,8.67025,8.1828,8.188,7.0475,7.8573,8.66285,8.0281,8.4165,7.8698,8.3645,7.96465,8.39725,9.02175,8.0961,8.8684,7.8294,8.35595
36928,9.6949,8.35815,8.583,9.06935,8.9012,8.79815,8.8167,8.79495,9.3494,9.12505,8.6601,9.0979,9.01355,8.5585,8.3418,8.66435,8.8805,8.72405,9.15665,9.00765,8.98025,8.90335,9.51485,8.86615,8.6929,9.3118,9.20015,8.8894,9.2757,8.57015,8.4938,9.15005,8.6841,8.12245,8.56445
36931,9.35865,8.0822,8.04945,8.16995,8.47085,8.72545,8.86635,8.2674,8.3734,9.15255,8.61435,8.34185,8.4859,8.1058,8.16585,9.1572,7.9621,8.603,8.8372,8.7575,9.2802,7.8556,8.86845,9.06215,7.83925,8.6971,8.4326,8.19395,8.33925,8.23775,9.2724,8.5877,8.8518,8.54275,8.8962
36934,7.25425,7.2455,8.23825,7.26595,7.29565,7.4093,7.48055,7.72175,7.36345,7.4921,7.1666,7.25535,7.1588,7.1284,7.06145,7.64635,7.4248,7.1904,7.7057,7.2219,7.27485,8.08225,7.95615,7.2899,7.6011,7.15305,8.29935,7.32335,8.297,7.9445,7.38365,7.2625,7.1196,7.21095,7.2237
36936,10.085,10.4805,8.9071,11.3445,9.5228,9.3871,9.76305,11.55,9.4109,9.2345,8.6799,11.007,13.2035,10.1346,9.3048,9.2077,9.4536,10.4155,9.77275,12.0535,14.2185,8.6019,12.691,9.0219,10.7145,9.86875,8.6231,8.5421,9.0988,10.13985,8.93145,9.354,9.97025,9.49455,9.74065
36941,10.02245,10.7505,9.8185,11.2755,11.2505,11.162,10.568,12.03,10.646,10.6075,10.7405,11.159,10.10365,11.067,11.648,10.829,10.683,10.372,10.4985,10.481,9.90095,10.986,10.00425,11.7125,10.158,11.1945,10.7025,11.8075,9.0823,11.926,11.012,11.214,12.115,11.206,11.692
36945,8.5316,7.40595,7.472,7.78355,8.6777,8.3102,7.9029,9.10855,8.3409,8.0962,7.86025,8.38785,8.5168,7.7565,7.48865,7.4178,8.25425,8.3207,8.03795,8.30185,8.35475,6.88885,7.7252,8.36985,7.8014,8.00115,8.3739,8.46515,7.3735,8.03055,8.181,7.8022,8.73595,8.299,8.14345
36946,7.7998,7.45225,7.4039,7.92085,8.39515,8.6002,7.2849,7.63885,7.92395,8.3772,8.04675,8.15945,7.9748,8.20115,7.3504,8.36025,7.5808,8.529,8.14475,8.04375,8.44385,6.74375,7.26045,8.0935,7.54305,8.9315,7.2968,8.27745,6.71525,7.8105,8.89585,8.17945,8.67795,8.37875,8.15235
36953,7.1992,7.38595,7.4212,7.4542,7.9284,8.1762,7.4075,7.72865,7.193,7.80085,7.66945,7.6479,8.11175,7.35195,6.7739,7.87905,7.9183,8.0021,7.53475,8.2141,7.95285,6.57215,6.95605,8.3442,7.01195,7.8896,7.1354,7.86875,6.7394,7.0557,7.72235,7.27545,7.9529,7.6214,7.69895
36959,8.019,7.5856,7.6384,7.83735,8.47615,8.4027,7.6896,7.8653,8.2403,7.77685,8.27185,7.92465,8.26265,8.2314,8.07565,7.2377,7.6364,7.85,7.6395,8.501,7.87105,7.4459,7.4637,8.14445,7.5702,8.11665,7.7937,8.0943,7.29135,7.64485,7.869,8.23155,8.49995,7.778,8.20975
36962,7.29785,7.95965,7.79485,7.82705,8.02725,8.4463,7.5587,8.1305,8.56755,7.6035,8.4998,7.9559,8.2781,7.7007,7.8319,7.72345,8.0275,8.3392,7.65225,8.2781,8.13885,6.46945,7.56905,8.1426,7.4423,8.67115,8.2745,7.97935,7.1593,8.08835,8.0544,7.38175,8.01515,8.8859,8.0364
36969,7.35385,7.3505,7.93915,6.57345,6.8506,7.01435,7.6979,7.23815,7.2604,7.3074,6.7397,6.8096,6.6563,7.05535,7.22395,6.8802,7.3094,6.9347,7.79255,6.8238,6.65555,8.77195,7.68825,6.7896,7.90165,6.78915,8.0427,6.657,8.4635,7.3294,7.1479,6.9052,6.89805,6.85785,6.64545
36970,6.9148,8.0394,8.4968,10.2115,7.7947,8.4016,7.59375,8.5267,7.4833,7.07705,6.90015,10.234,7.58865,8.51105,8.43195,7.15705,8.5067,7.58245,8.81655,7.4622,7.199,7.14575,7.88185,7.38295,7.8509,8.09815,7.1618,6.9813,8.3058,8.50555,7.72415,8.46405,8.194,9.07715,9.3411
36971,9.3465,8.60665,8.72195,9.2027,9.00095,9.30485,9.2515,8.8731,9.4387,9.28225,9.8283,9.63525,9.27545,9.4519,9.1873,9.31435,8.49685,9.3118,8.84215,9.19225,9.24085,8.35125,8.54655,9.44625,9.6593,9.08805,8.3979,9.35525,8.4879,9.789,9.41445,9.2371,9.2255,9.36535,9.666
36974,7.922,8.33245,8.48725,8.3709,8.4047,8.418,8.265,8.3324,8.76795,8.5452,9.7075,8.49195,8.71915,8.4629,8.82725,8.22405,8.3442,8.57415,10.3295,8.75,8.3236,7.47375,8.29725,8.75865,8.3119,8.81165,8.68805,8.3091,8.34015,8.7439,8.1411,8.1138,8.70815,8.79195,8.98185
36977,6.9458,7.0404,7.2429,7.71885,7.22045,6.8217,7.39385,7.2934,8.01865,7.24735,6.98215,7.01005,7.22695,6.935,6.77145,6.85035,7.52795,7.0892,8.9065,7.63215,9.2573,7.016,7.3687,6.80805,7.15055,6.9589,6.94315,6.9894,7.13015,7.15315,6.68665,6.88045,6.8594,7.0984,7.45475
36981,9.96915,10.982,9.44045,9.8199,10.4005,9.8842,9.9863,10.731,9.44495,11.668,10.064,10.998,10.459,10.4675,10.799,10.538,10.2599,11.1055,10.8545,10.7185,10.10735,10.19405,11.169,9.875,10.652,10.9695,10.594,10.09335,10.2815,10.597,11.232,11.714,10.9385,9.8113,11.0215
36984,7.7973,7.6481,7.3894,6.9442,7.1772,6.97665,7.3426,7.21555,7.10345,7.1604,6.7107,7.1133,6.8659,7.30655,7.0934,7.44175,6.99105,7.4023,7.4461,6.96925,7.13745,8.08585,7.3912,7.21255,8.46805,7.5201,7.5841,7.28495,7.52205,7.04405,7.2119,7.2467,7.152,6.96355,7.0947
36985,9.7857,10.21505,9.53025,9.5646,9.88345,9.56315,9.13785,10.0105,10.8255,9.78895,10.6505,9.4359,10.076,9.4631,9.6612,10.565,9.9587,10.1408,10.0261,10.07095,9.84715,7.20755,9.2276,9.86835,10.2003,9.77945,9.56525,9.91745,9.5055,9.80755,9.74725,9.2801,9.85045,10.7735,9.72715
36992,7.7907,7.53705,7.8054,6.91105,7.012,6.8142,7.3131,7.3928,7.26365,7.1332,6.59755,7.0774,6.75515,7.29915,7.3771,7.43415,7.0791,7.42335,7.6359,6.80915,6.8699,8.5385,7.32145,6.93605,7.8008,6.87425,7.88755,6.9529,8.18505,7.38755,7.2284,7.23075,6.96885,6.47415,6.62365
36995,7.92985,7.80285,8.5013,7.2674,7.44825,7.3974,7.7152,7.61705,8.0685,7.2805,7.1061,7.40185,7.2453,7.4373,7.74485,7.66665,7.5963,7.58775,7.79115,7.20185,7.31,8.99585,7.9061,7.38615,8.02505,7.3167,8.4574,7.33025,8.4743,7.76565,7.6188,7.5306,7.38515,7.1782,7.1676
36996,11.6745,10.8045,11.2805,10.948,11.313,11.118,9.8679,10.6955,10.8445,10.9875,11.191,11.521,10.991,11.3605,12.158,11.712,10.8505,10.1645,9.6334,10.784,10.504,9.12715,10.23145,11.339,10.4225,9.7233,11.044,11.2185,10.68,11.7285,11.7115,11.4785,10.24965,10.9865,10.315
36997,7.83575,8.3887,8.927,8.0044,7.84645,7.643,8.0292,8.28205,8.44295,7.83835,7.869,7.65375,7.63195,7.7265,8.3802,8.335,7.95215,8.02745,8.23705,7.7089,7.7895,8.72285,8.33165,7.75035,8.83055,7.8159,8.48705,7.7903,8.8149,8.05565,8.0684,7.93125,7.7564,8.6252,8.4076
36998,8.04235,7.58935,7.4584,8.22225,8.325,8.4521,7.58815,7.73375,7.68615,7.9779,7.82065,8.0409,8.32065,8.0557,7.4324,7.8631,7.9143,8.0991,7.6707,7.82015,7.9226,6.7889,7.36015,8.3791,7.8824,8.07375,7.40075,8.25775,7.18015,8.44645,8.2768,8.14505,8.1882,8.0303,8.3058
37000,7.83805,7.5759,7.54485,7.00585,7.01815,6.8781,7.30945,7.3655,7.775,7.0746,6.3843,6.94205,7.0712,7.1782,7.37275,7.3167,6.90105,7.30315,7.60035,7.1925,6.85775,8.26805,7.5464,7.0236,7.79015,7.1754,7.93665,7.04705,8.01035,7.23165,7.33725,7.122,6.7875,6.57685,6.8123
37003,8.43425,7.8893,8.61955,7.68455,8.07925,8.5008,8.13095,8.1339,8.2614,8.28795,7.88685,7.9857,8.0614,8.20755,7.46305,8.13545,8.0392,7.8843,8.4436,7.96425,8.0598,8.7088,8.61925,8.2432,8.52895,8.14775,8.7468,7.68885,8.4915,8.13165,7.926,8.2434,8.1902,7.8491,8.0751
37005,8.55365,7.92575,8.04945,9.71195,8.70845,9.6575,7.9837,9.22815,8.20915,9.4215,8.30175,8.602,8.22735,8.8232,7.42785,8.69755,8.9519,9.0077,8.8222,8.626,8.36055,6.81435,8.04445,8.53615,9.14995,8.6344,7.68425,8.66125,8.34945,9.3418,9.21005,8.8145,9.50985,8.8094,8.65545
37007,11.9545,12.7835,13.522,12.5335,13.0315,13.225,13.2645,13.2215,13.07,12.7015,13.0615,12.8035,13.4695,12.791,12.905,12.588,13.127,12.8545,12.387,13.504,12.5185,12.198,12.902,12.549,13.15,11.913,13.3885,12.957,13.09,13.3845,12.5125,12.2225,12.6085,13.4015,12.9915
37008,9.22295,10.612,11.0705,9.3392,10.33,9.3122,9.72175,9.9972,8.38105,10.7335,10.29335,11.179,9.93935,11.681,9.83245,10.875,10.396,8.386,8.3761,8.95195,9.7432,9.344,9.4326,10.0815,12.725,9.54015,8.5977,11.484,9.9066,11.0745,11.7395,10.7305,8.327,10.519,9.59925
37014,8.59955,8.4252,8.52335,7.83885,8.04435,7.49805,8.38945,7.86655,8.33315,7.66535,8.33005,7.9065,7.63195,7.7853,8.97135,8.7904,8.0035,8.3055,7.99445,7.58865,7.6449,8.95855,8.0069,7.6209,8.2664,7.76055,7.9621,7.6179,7.9373,7.5075,8.21885,8.3162,8.1072,8.91885,7.8571
37016,8.42545,7.58415,7.7993,7.7595,7.6789,7.64205,7.5403,7.5191,7.55555,7.86485,7.5698,7.724,7.82805,7.9601,7.63335,7.6699,7.6179,6.67845,7.42645,7.67755,8.059,8.2326,7.55515,7.4475,8.3445,7.5672,7.28305,7.80725,7.78745,7.4744,7.974,7.43025,7.09705,7.31895,7.58095
37020,9.1776,6.7386,6.732,7.4455,6.4686,7.14655,6.5624,6.849,7.23575,6.84235,6.7445,6.6847,7.5096,6.6704,6.63205,6.70125,7.28615,7.4592,6.52705,6.78465,7.4635,6.78695,6.42005,6.70935,6.59145,6.83275,6.4437,6.56775,6.6825,6.75325,6.70025,6.6819,6.6331,6.8147,6.79425
37021,8.38685,7.07075,7.37995,8.01295,7.95505,7.9755,7.48965,7.8756,7.2594,7.36685,8.3059,7.8036,8.47345,7.50635,7.67355,7.73605,7.75895,8.07395,7.58755,7.0259,7.8619,7.47145,7.71765,8.2658,7.60785,7.62345,7.6978,7.3895,8.22915,7.6895,8.30245,7.6027,7.89575,7.6033,7.49765
37027,10.275,9.0902,9.115,10.186,9.8294,9.97845,9.51745,9.8096,9.57445,10.38505,10.7295,10.09895,9.9049,9.89095,8.86825,9.96405,9.6743,10.0312,10.05385,10.4765,9.45835,7.964,9.21525,10.6415,9.97485,9.8213,9.5581,10.18445,9.3413,10.405,9.91655,10.20675,10.13405,9.70995,10.52
37033,9.1127,8.0001,8.1245,8.62975,8.2944,8.0058,7.25065,7.93635,7.7296,8.04295,7.0967,10.5415,8.3906,8.6153,11.7075,7.33085,8.48095,9.13395,7.8918,7.63525,7.45425,7.5602,10.22435,7.63935,7.73685,7.37575,7.3736,7.25635,8.80505,7.73955,7.10485,7.1537,9.7159,7.37315,7.9999
37035,9.38225,7.1286,7.5384,8.8576,7.99305,8.7326,7.85945,8.0821,9.0321,8.3113,7.8609,8.61955,8.4328,8.1999,7.65495,7.4158,8.52525,6.97095,7.23485,8.1269,7.8797,7.1313,8.00805,8.457,8.44425,7.18675,7.67345,8.09765,7.19375,8.22515,7.8548,7.89475,6.85235,8.11345,7.43315
37039,7.8609,7.55135,8.42585,6.74905,6.9285,6.9533,7.4838,7.54245,7.29645,7.28405,6.62925,7.2616,6.81445,7.05805,7.36655,7.2366,7.3197,7.2567,7.87855,6.9877,6.63655,9.07875,7.90635,6.9589,8.0735,7.4828,8.35115,6.91885,8.9002,7.13575,7.43415,7.3274,6.8437,6.62305,7.1676
37045,8.45625,6.8998,7.2664,7.84635,7.7,8.0024,7.2405,7.2062,7.08515,7.21275,8.6148,7.4112,8.41975,7.37465,7.1029,8.0734,7.5753,8.25215,8.0093,7.97275,8.44355,6.3241,7.0081,8.0803,7.3463,8.1393,7.24205,8.4207,6.9244,7.6895,8.2945,7.1605,7.64395,7.13785,9.3262
37048,9.3685,10.50625,9.44465,10.8455,10.2626,9.25695,10.1345,9.4472,10.371,10.2125,9.5233,10.23115,9.86685,11.1765,9.34775,10.54985,9.6856,9.73165,9.9715,10.626,10.6797,9.74195,11.7605,9.4875,10.84,10.424,9.66465,10.2422,10.231,10.645,9.5202,10.14685,9.63925,10.545,9.88095
37050,7.9175,7.81425,7.65565,8.6553,8.1741,8.2475,7.64815,8.1718,8.68635,9.0643,8.37055,7.97915,8.3234,7.9038,7.8653,8.36105,7.8909,8.616,8.62235,8.3438,8.0735,6.8493,7.29435,8.0677,7.5101,8.4524,7.5655,8.28085,7.88185,8.26065,7.90295,7.8683,9.01695,8.4278,8.94065
37052,8.3602,8.34465,9.11455,6.93395,7.3827,7.0113,7.7432,7.91115,7.68135,7.7406,6.8976,7.2663,6.91205,7.40735,8.19255,7.8984,7.8248,7.21675,8.1605,7.3664,7.04135,9.87705,8.04625,7.17815,8.50135,7.1359,8.5821,7.0636,9.30965,7.541,7.6786,7.38585,7.0695,7.13205,6.72865
37055,6.9835,7.64725,7.62135,7.73585,7.7934,7.66005,7.1731,7.6564,7.9676,7.5955,8.1066,7.44015,7.6638,7.2386,7.51765,7.637,7.3014,7.8315,7.32625,7.6861,7.61065,6.58115,7.15565,7.72775,7.08125,7.6597,6.9195,7.5437,7.0285,7.5896,7.76055,7.4228,7.656,8.35895,7.7167
37059,8.37255,8.64175,9.8553,6.9958,7.61165,7.11265,8.3846,8.437,8.0373,8.3458,6.7825,7.55055,7.14575,7.73965,8.2886,7.98475,7.96965,7.7219,8.94105,7.54005,7.2726,10.8095,9.07735,7.17815,8.816,7.56945,9.5922,7.33915,10.38045,7.94245,7.78805,7.7957,7.33395,7.36955,6.9861
37060,9.62705,7.99635,8.52555,8.72375,9.15695,9.2715,8.68615,8.78935,8.35585,8.9128,8.4682,9.019,8.71525,8.5163,8.05045,8.5281,9.66515,9.4005,8.48855,8.84955,8.87225,7.8012,8.3971,8.8913,8.20935,8.64865,8.5038,8.26035,8.16325,9.3779,9.03765,8.75205,8.97095,9.283,8.73365
37061,7.8264,8.2742,7.96815,7.1418,7.3067,7.188,7.44385,7.47215,7.4815,7.2843,7.0967,7.3286,6.9688,7.41805,7.8009,7.5142,7.59005,7.28585,7.56945,7.23665,7.17275,8.7846,7.441,7.32915,7.9526,7.21355,7.83195,7.1262,8.10075,7.30265,7.4934,7.34615,7.4891,6.91785,7.0717
37062,7.89595,7.27225,7.61375,7.97245,8.4684,8.0992,7.5464,7.9212,8.0113,7.65595,8.10335,8.1307,8.91435,8.64065,7.2123,8.16125,7.4493,8.04285,8.5569,8.342,8.2264,6.85155,7.63735,8.2101,7.37025,8.54905,7.3365,8.3352,7.84345,8.4967,8.2022,8.0359,8.29095,7.9921,9.1099
37063,9.0878,9.16215,8.6003,8.96195,8.76585,8.84445,9.05435,9.1826,9.2097,9.2152,9.1501,8.8974,9.0402,9.0586,9.21775,8.8954,8.99515,9.6737,9.01855,8.87295,9.17125,8.67685,8.4674,8.9587,9.3656,9.87745,8.80075,8.72965,9.1017,9.17575,9.01375,9.20585,9.23305,9.28425,8.81325
37068,8.24495,7.92385,7.82035,8.6035,8.4337,8.41545,7.75685,8.40605,8.7897,8.2282,8.2197,7.96615,8.32835,8.00305,7.6437,8.3183,8.81925,8.48675,7.7739,8.53905,8.298,7.03425,7.76155,8.39895,7.7659,8.2528,7.9715,7.9841,7.3762,9.0193,8.0251,7.81925,8.18175,8.72245,8.01025
37071,9.9493,10.05995,8.52555,9.3767,10.2315,9.83425,9.40235,9.74375,9.50565,9.22725,8.8762,9.28555,9.7425,9.569,8.1713,9.3264,10.478,9.47005,9.5559,9.8906,9.1814,7.7994,8.7161,10.13305,9.1236,9.69715,9.0033,9.0807,8.7481,9.0183,9.19785,9.1293,9.4894,9.4435,9.34865
37077,8.46235,7.83635,7.6931,8.58515,8.7095,8.97995,7.45195,8.9583,8.34015,8.0342,8.45725,8.2026,8.482,8.4392,8.25345,8.505,7.7744,8.49675,7.9028,8.5795,8.33255,6.83955,7.6903,8.7128,7.5877,8.5392,8.4243,8.28335,8.12095,8.5119,8.8455,8.39675,8.89495,8.69095,9.1201
37087,8.6862,8.1867,7.75015,8.7173,8.70185,8.55425,8.6803,7.3837,8.61105,8.29545,8.04225,9.18495,8.40235,9.1485,7.9381,9.1219,7.62065,8.74775,7.78225,8.5383,10.1405,7.75785,7.86055,8.7923,9.40125,8.7763,7.7603,9.1228,7.7399,8.4156,8.5553,8.7346,8.5544,8.9599,9.05365
37088,10.668,9.8281,9.64285,10.4465,11.0335,11.0605,9.95,10.921,9.8872,10.14375,10.672,10.7295,10.9045,9.9202,9.99445,10.473,10.5255,11.026,10.4025,10.9745,10.6875,8.7806,11.611,10.986,10.7505,10.945,10.9415,9.8162,10.6035,11.1405,11.3505,11.203,11.2055,10.293,11.068
37093,8.0279,8.00215,8.1495,8.0552,7.1467,7.03775,7.52745,7.59595,7.13905,8.13835,6.71335,7.22725,6.77325,7.3052,7.7428,7.49865,7.6117,7.2489,7.677,7.09245,6.94105,9.1307,7.725,7.03915,8.2576,7.0697,8.4092,7.0056,8.7528,7.05295,7.4678,7.7405,6.9703,6.28835,6.63135
37096,9.86695,10.19805,10.09175,9.4808,9.4138,9.56715,9.4502,9.03175,9.88895,9.46975,9.131,9.3479,8.8395,10.2634,9.74995,9.667,9.4422,9.5394,9.81475,9.4212,10.118,11.352,9.633,9.01815,9.75785,9.4006,10.07415,9.9693,10.30165,9.9123,9.085,10.6155,9.7027,9.34855,9.2202
37101,7.49725,7.35975,7.54185,6.68465,6.9382,6.97665,7.11645,7.1455,6.8928,7.1728,6.631,7.23735,6.81445,7.2257,7.3667,7.0296,7.39745,6.73395,7.2624,6.75835,6.7567,8.1491,7.59515,6.65175,7.62725,7.1614,7.58905,6.78135,8.06245,6.73655,7.54915,6.8789,8.07235,6.88235,7.66165
37103,7.1261,7.6766,7.6146,7.9789,7.8733,8.1051,7.63215,8.0626,7.72185,8.0725,7.39875,8.2927,7.88135,7.63885,7.4145,6.7373,8.38195,7.81395,7.74985,8.03835,8.06355,6.48795,8.0833,7.66465,7.5779,7.7993,7.59095,7.78995,6.7432,7.79505,7.4567,7.838,8.71355,7.531,8.27155
37106,7.26785,7.0768,7.97995,8.04075,7.61635,8.05845,7.4696,8.03925,7.81045,8.0097,8.0009,7.6645,7.96695,7.4817,7.4086,7.72005,7.30865,8.13175,7.6317,7.6487,7.83685,7.1151,7.52185,7.78495,7.44055,8.09625,7.1619,7.77785,7.3032,7.5178,7.76085,7.42915,8.4716,7.90725,7.85065
37112,7.042,8.98475,7.38475,9.00885,9.28265,9.1728,8.3893,8.9658,8.3911,8.9444,7.8609,8.5228,8.1592,9.38845,6.9048,7.0619,8.76965,8.0857,7.78765,7.8861,7.67535,7.25095,7.94715,8.68495,7.78635,8.7746,7.337,8.89155,7.3671,8.835,8.8124,8.60175,8.78485,8.02415,8.8432
37114,8.1328,7.96705,8.4237,9.16565,9.0085,9.0984,8.5077,10.3575,10.503,9.6066,9.4629,8.98435,10.1285,8.7674,8.37375,8.35075,8.9227,9.71965,9.5883,9.2529,9.0855,6.7811,8.87835,9.0876,9.3846,9.4653,8.9206,9.24855,11.124,9.23145,8.8478,8.07665,9.1335,9.2387,9.90755
37115,8.01675,7.7233,7.3894,7.06915,7.316,6.8753,7.47625,7.39055,7.2539,7.2843,11.3104,6.99755,7.0767,7.2875,7.52945,7.3464,7.46795,7.15445,7.16365,7.09625,7.01985,8.2445,7.52145,6.9924,7.76175,7.1632,7.61075,7.08505,7.74155,6.8402,7.4432,7.2017,7.17285,7.034,7.03595
37120,7.99685,7.3035,7.2971,8.08645,7.65555,7.72765,7.74475,7.2611,7.6274,7.6551,7.80395,8.0608,7.49075,7.6762,7.3102,7.4553,7.40295,7.94195,7.73175,7.82695,8.00425,7.46295,7.59965,7.93355,8.11975,8.28435,7.5319,7.76085,7.164,7.92735,7.83445,8.2722,8.6657,7.77375,8.13125
37129,8.6884,7.765,8.359,8.66345,9.0553,9.2023,8.21035,8.231,8.07125,9.3906,8.9032,8.51675,9.5008,8.7477,8.08185,9.1056,7.84565,8.3221,8.3503,7.82545,9.3435,7.4424,8.48675,9.2694,9.0947,8.5811,7.8196,9.02955,7.97845,8.24465,9.4501,7.66505,8.80955,8.0668,8.75375
37132,7.5554,8.6259,7.9739,8.1196,8.80645,8.3524,9.2306,8.5033,8.5435,8.9704,8.7308,9.0415,9.10525,8.60745,8.3471,9.0294,8.49185,9.8207,9.8554,8.74615,9.03545,7.379,8.34335,8.53255,8.9256,10.274,8.54835,8.9099,8.2295,9.01105,8.65255,9.9631,10.4115,8.5589,9.1017
37133,7.0667,6.85805,7.14215,8.4205,6.93495,6.8217,7.53615,7.54395,7.2014,7.28925,6.9624,7.15745,7.4356,6.8577,7.0076,6.6835,7.44925,7.00645,6.811,7.44055,6.98115,7.06655,7.16035,7.02335,7.0323,6.6862,6.93735,6.46465,6.90155,7.02635,6.6669,7.12485,7.22755,7.43765,7.43285
37141,12.2485,12.4125,11.456,12.097,11.717,10.4165,12.004,12.438,12.6925,12.1125,11.923,11.895,11.713,11.8175,11.006,11.607,12.3175,12.6835,12.7425,11.6945,11.742,12.948,11.161,11.5405,10.7835,11.492,12.166,12.1965,10.646,11.594,11.811,12.1155,12.1155,11.514,12.024
37142,9.0347,8.3135,8.7261,9.07155,9.2479,9.1899,9.35465,9.46915,9.7574,10.03035,10.34095,8.9982,8.91465,8.83045,10.6925,9.3708,8.55245,9.6624,9.91085,9.11785,9.41565,7.5941,8.79655,9.14415,8.94985,9.32455,10.205,9.89255,9.37885,9.58265,9.4646,8.62075,9.81165,9.22175,10.1317
37148,11.109,8.31205,8.37205,9.8389,9.33955,9.4037,7.83115,9.4336,8.58405,9.58795,8.99575,8.78205,9.95685,8.62515,8.3564,8.30755,8.466,8.19465,8.88305,8.67175,8.34625,7.15565,7.93565,9.4434,7.8446,8.4827,8.9132,8.49325,7.83415,8.7752,8.454,8.74395,9.27495,9.49355,8.4594
37153,7.79665,7.84455,8.5527,6.83175,7.30905,6.74855,7.9748,7.43435,7.608,7.6379,7.1021,7.0265,6.57425,7.1504,7.882,7.589,7.62225,7.10695,8.18955,6.94175,6.8683,9.29865,8.21955,6.9251,8.15115,6.9094,8.21815,6.8347,8.91235,7.23165,7.47185,7.241,7.22425,7.54675,6.7778
37161,7.7996,7.5818,7.43505,8.697,8.3496,8.75065,8.34115,8.10025,8.1249,8.34685,9.02325,8.13085,8.45795,8.32815,7.65165,7.6741,8.0744,8.5858,8.0869,8.27495,8.702,7.3362,7.84625,8.35235,7.66145,8.517,8.02895,8.59075,7.44475,8.05485,8.57155,8.25605,8.3892,8.4963,8.31635
